"0,2-HCore","1,2-HCore","3,2-HCore","4,2-HCore","5,2-HCore"
1599,79,12,54,76
1599,79,12,54,76
1599,79,16,124,302
1599,79,15,94,221
1599,79,6,9,0
1599,79,12,75,122
1599,79,9,42,30
1599,79,36,1208,13846
1599,79,3,0,0
1599,79,18,152,475
1599,79,12,71,123
1599,79,9,27,19
1599,79,12,89,171
1599,106,21,258,1110
1599,106,21,301,1340
1599,45,21,280,1186
1599,24,18,135,380
1599,30,21,189,665
1599,21,12,78,130
1599,19,12,54,76
1599,36,21,189,665
1599,106,18,152,475
1599,19,18,135,380
1599,45,18,135,380
1599,30,16,161,465
1599,106,18,196,709
1599,45,18,174,564
1599,17,15,90,190
1599,17,15,90,190
1599,17,15,90,190
1599,36,18,179,580
1599,7,3,0,0
1599,106,36,667,5202
1599,106,36,667,5199
1599,45,36,667,5199
1599,45,36,667,5420
1599,42,36,667,5391
1599,23,12,54,76
1599,27,21,189,665
1599,40,36,621,4423
1599,106,18,223,836
1599,35,18,172,562
1599,41,18,198,733
1599,106,33,787,7166
1599,106,32,733,5375
1599,38,31,593,4103
1599,30,15,90,190
1599,30,9,38,30
1599,36,29,522,3039
1599,30,18,152,475
1599,38,33,716,5728
1599,38,33,728,6082
1599,30,12,54,76
1599,38,33,645,4648
1599,30,6,9,0
1599,30,12,82,131
1599,30,9,27,19
1599,30,12,54,76
1599,30,12,54,76
1599,30,9,32,24
1599,38,33,789,7297
1599,30,18,152,475
1599,106,18,135,380
1599,106,18,135,380
1599,106,9,37,30
1599,106,6,9,0
1599,106,6,9,0
1599,106,24,400,2229
1599,106,24,412,2268
1599,19,9,27,19
1599,19,6,9,0
1599,41,24,336,1711
1599,24,18,166,481
1599,18,9,27,19
1599,24,18,159,480
1599,18,9,27,19
1599,106,18,135,380
1599,106,18,135,404
1599,35,18,135,380
1599,13,6,9,0
1599,9,3,0,0
1599,9,9,27,19
1599,9,9,27,19
1599,3,3,0,0
1599,3,3,0,0
1599,106,12,54,76
1599,13,6,9,0
1599,9,3,0,0
1599,41,12,54,76
1599,106,21,205,838
1599,106,21,212,845
1599,13,9,27,19
1599,14,9,32,24
1599,18,12,54,76
1599,106,9,27,19
1599,45,9,27,19
1599,13,6,9,0
1599,106,30,507,3426
1599,35,30,405,2280
1599,45,30,507,3426
1599,35,28,394,2126
1599,106,18,161,550
1599,106,21,189,665
1599,106,34,867,7468
1599,106,42,2736,33753
1599,106,18,135,380
1599,106,42,1120,10819
1599,106,42,1564,20802
1599,106,42,1475,19770
1599,106,36,1238,13705
1599,106,6,9,0
1599,106,21,189,691
1599,106,33,832,7065
1599,106,42,1393,17649
1599,106,9,27,19
1599,106,15,165,480
1599,106,12,82,161
1599,106,18,135,380
1599,106,15,90,190
1599,106,12,66,88
1599,106,3,0,0
1599,106,12,54,76
1599,106,21,328,1487
1599,106,9,27,19
1599,106,6,9,0
1599,106,6,9,0
1599,106,12,54,76
1599,106,36,850,8628
1599,106,3,0,0
1599,106,9,27,19
1599,106,36,824,7963
1599,106,9,27,19
1599,106,36,758,7022
1599,106,3,0,0
1599,106,12,54,76
1599,106,30,504,3203
1599,106,15,90,190
1599,106,3,0,0
1599,106,12,54,76
1599,106,12,54,76
1599,106,9,27,19
1599,106,15,105,235
1599,106,3,0,0
1599,106,39,1065,10773
1599,106,36,639,4792
1599,106,0,0,0
1599,106,3,0,0
1599,106,3,0,0
1599,106,15,131,339
1599,106,21,258,1110
1599,106,6,9,0
1599,106,3,0,0
1599,106,18,135,380
1599,106,18,183,629
1599,106,24,297,1445
1599,106,10,66,67
1599,106,3,0,0
1599,106,3,0,0
1599,106,3,0,0
1599,106,9,27,19
1599,106,0,0,0
1599,106,36,1025,11570
1599,106,6,9,0
1599,106,6,9,0
1599,106,12,71,123
1599,106,21,189,665
1599,24,18,135,380
1599,45,21,245,1082
1599,41,21,245,1082
1599,35,18,140,385
1599,45,18,155,535
1599,16,9,40,33
1599,16,9,40,33
1599,106,21,189,665
1599,41,21,189,665
1599,106,34,885,7735
1599,39,33,495,3135
1599,45,34,763,6626
1599,45,34,736,6090
1599,24,9,27,19
1599,29,9,27,19
1599,38,21,214,825
1599,106,10,58,54
1599,106,18,135,380
1599,106,42,973,9485
1599,106,6,9,0
1599,106,42,1475,20352
1599,106,42,1411,18657
1599,106,33,1063,9973
1599,106,6,9,0
1599,106,21,189,691
1599,106,33,869,7874
1599,106,42,1397,17688
1599,106,21,281,1271
1599,106,15,171,486
1599,106,9,27,19
1599,106,12,82,161
1599,106,9,32,24
1599,106,15,90,190
1599,106,3,0,0
1599,106,21,328,1487
1599,106,3,0,0
1599,106,9,27,19
1599,106,29,505,3037
1599,106,18,139,385
1599,106,33,715,5239
1599,106,12,54,76
1599,106,33,771,6152
1599,106,12,54,76
1599,106,12,54,76
1599,106,28,419,2258
1599,106,15,90,190
1599,106,12,54,76
1599,106,12,54,76
1599,106,3,0,0
1599,106,6,9,0
1599,106,9,32,24
1599,106,12,75,124
1599,106,0,0,0
1599,106,18,139,414
1599,106,9,39,32
1599,106,39,1025,10222
1599,106,6,9,0
1599,106,6,9,0
1599,106,15,146,384
1599,106,3,0,0
1599,106,15,90,190
1599,106,0,0,0
1599,106,6,9,0
1599,106,18,183,629
1599,106,24,297,1454
1599,106,9,27,19
1599,106,9,27,19
1599,106,33,893,8244
1599,106,12,65,76
1599,106,0,0,0
1599,106,6,9,0
1599,106,3,0,0
1599,106,6,9,0
1599,106,9,27,19
1599,106,12,71,123
1599,106,3,0,0
1599,35,10,43,36
1599,17,10,43,36
1599,13,7,16,0
1599,45,3,0,0
1599,3,0,0,0
1599,7,0,0,0
1599,36,3,0,0
1599,9,9,27,19
1599,45,42,949,9079
1599,45,42,963,9622
1599,45,21,254,953
1599,43,42,916,8659
1599,35,12,54,76
1599,35,9,27,19
1599,35,9,27,19
1599,35,9,39,32
1599,35,15,102,202
1599,35,6,9,0
1599,35,9,32,24
1599,35,24,255,1067
1599,35,10,52,46
1599,35,9,27,19
1599,35,12,57,76
1599,35,12,54,76
1599,45,27,407,2435
1599,41,27,395,2289
1599,23,9,27,19
1599,23,12,54,76
1599,24,18,135,380
1599,11,0,0,0
1599,5,0,0,0
1599,9,3,0,0
1599,45,42,1354,18380
1599,45,42,1324,17160
1599,45,9,27,19
1599,45,12,71,123
1599,45,18,135,380
1599,45,12,54,76
1599,45,6,9,0
1599,45,9,27,19
1599,45,9,27,19
1599,45,6,9,0
1599,45,15,109,239
1599,45,39,910,9019
1599,45,0,0,0
1599,45,15,101,231
1599,45,6,9,0
1599,45,9,27,19
1599,45,10,52,46
1599,45,18,169,559
1599,45,42,1211,15231
1599,45,18,135,380
1599,45,12,59,82
1599,45,9,27,19
1599,45,21,189,665
1599,45,0,0,0
1599,45,9,39,32
1599,45,39,964,9840
1599,45,6,9,0
1599,45,6,9,0
1599,45,3,0,0
1599,45,6,9,0
1599,45,12,55,76
1599,45,18,135,380
1599,45,0,0,0
1599,45,6,9,0
1599,45,33,766,6336
1599,45,9,27,19
1599,45,9,27,19
1599,45,9,27,19
1599,45,33,668,5444
1599,45,18,135,380
1599,45,36,787,7289
1599,45,36,793,7466
1599,45,27,324,1596
1599,45,36,758,6999
1599,45,30,522,3635
1599,45,18,150,452
1599,45,22,284,1202
1599,45,36,662,5658
1599,45,18,135,380
1599,45,12,87,140
1599,45,15,94,221
1599,45,6,9,0
1599,45,12,63,85
1599,45,9,37,30
1599,45,36,1006,11535
1599,45,12,75,127
1599,35,12,54,76
1599,18,12,54,76
1599,11,9,27,19
1599,35,12,54,76
1599,15,6,9,0
1599,35,21,273,1152
1599,36,29,456,2629
1599,35,12,64,113
1599,38,33,658,4724
1599,35,9,27,19
1599,35,3,0,0
1599,35,18,135,380
1599,35,21,189,665
1599,35,18,135,380
1599,35,9,27,19
1599,35,12,54,76
1599,35,12,78,152
1599,38,33,702,5506
1599,35,12,54,76
1599,35,12,54,76
1599,34,0,0,0
1599,41,15,90,190
1599,41,0,0,0
1599,41,15,90,190
1599,41,21,189,665
1599,42,39,903,8467
1599,41,6,9,0
1599,41,3,0,0
1599,41,15,101,231
1599,41,24,297,1445
1599,41,3,0,0
1599,16,6,9,0
1599,30,18,135,380
1599,16,9,27,19
1599,14,9,27,19
1599,13,12,54,76
1599,9,9,27,19
1599,9,9,27,19
1599,9,9,27,19
1599,2,0,0,0
1599,11,9,27,19
1599,11,9,38,30
1599,10,9,27,19
1599,10,9,32,24
1599,10,3,0,0
1599,4,3,0,0
1599,14,9,27,19
1599,9,0,0,0
1599,36,9,27,19
1599,17,3,0,0
1599,13,9,27,19
1599,26,12,54,76
1599,6,0,0,0
1599,36,12,54,76
1599,31,21,189,665
1599,16,9,27,19
1599,16,0,0,0
1599,24,16,127,302
1599,16,9,27,19
1599,36,21,189,665
1599,10,9,27,19
1599,36,31,595,3945
1599,36,33,621,4473
1599,34,27,384,1992
1599,36,33,537,3619
1599,21,12,54,76
1599,26,12,54,76
1599,21,12,54,76
1599,36,33,728,6236
1599,3,3,0,0
1599,3,3,0,0
1599,6,3,0,0
1599,27,18,135,380
1599,29,18,152,475
1599,19,15,90,190
1599,3,3,0,0
1599,13,12,54,76
1599,13,12,54,76
1599,13,12,64,113
1599,27,12,71,123
1599,38,36,760,6999
1599,38,36,728,6145
1599,31,21,189,665
1599,24,6,9,0
1599,38,36,835,8446
1599,27,12,54,76
1599,9,6,9,0
1599,9,6,9,0
1599,13,9,27,19
1599,10,9,27,19
1599,17,3,0,0
1599,3,3,0,0
1599,2,0,0,0
1599,7,3,0,0
1599,38,36,710,5736
1599,28,12,54,76
1599,29,18,135,380
1599,29,15,108,238
1599,26,3,0,0
1599,38,36,860,8877
1599,29,18,152,475
1599,36,27,324,1596
1599,13,12,54,76
1599,38,36,639,4963
1599,21,12,54,76
1599,21,12,54,76
1599,38,36,787,7973
1599,0,0,0,0
1599,36,3,0,0
1599,34,30,463,2798
1599,20,9,27,19
1599,19,6,14,0
1599,28,18,135,380
1599,36,30,504,3392
1599,31,15,90,190
1599,15,15,90,208
1599,15,15,90,190
1599,2,0,0,0
1599,8,6,9,0
1599,15,15,90,190
1599,5,0,0,0
1599,7,3,0,0
1599,13,9,27,19
1599,9,9,27,19
1599,13,12,54,76
1599,31,21,189,665
1599,10,9,27,19
1599,11,9,32,24
1599,7,3,0,0
1599,6,6,9,0
1599,6,6,9,0
1599,17,12,54,76
1599,13,9,27,19
1599,5,3,0,0
1599,13,9,32,24
1599,17,3,0,0
1599,38,36,662,5658
1599,8,3,0,0
1599,1,0,0,0
1599,36,9,37,30
1599,15,6,9,0
1599,10,9,27,19
1599,12,12,54,76
1599,5,3,0,0
1599,36,15,108,238
1599,18,12,54,76
1599,8,3,0,0
1599,3,3,0,0
1599,7,6,9,0
1599,15,9,27,19
1599,2,0,0,0
1599,3,3,0,0
1599,13,12,54,76
1599,6,6,9,0
1599,36,12,54,76
1599,13,9,27,19
1599,0,0,0,0
1599,9,3,0,0
1599,36,0,0,0
1599,9,0,0,0
1599,0,0,0,0
1599,13,6,9,0
1599,15,12,54,76
1599,13,9,27,19
1599,8,3,0,0
1599,3,3,0,0
862,35,18,172,556
886,45,18,172,556
886,43,18,172,556
839,28,18,172,556
849,31,18,135,380
762,8,0,0,0
511,17,12,71,123
722,17,12,71,123
722,17,12,71,123
372,17,12,54,76
849,41,18,179,623
839,43,18,201,763
544,21,16,124,302
636,29,18,186,695
678,34,18,172,521
861,51,18,179,623
814,29,18,172,556
829,34,18,149,421
741,21,16,124,302
810,29,18,186,695
723,16,6,9,0
818,35,18,172,521
327,21,16,124,302
410,21,15,90,190
538,29,18,161,481
1233,69,12,54,76
777,19,6,9,0
743,6,0,0,0
1233,19,6,9,0
1233,60,19,168,556
767,24,15,90,190
858,35,19,168,556
858,35,19,190,653
837,32,18,135,380
76,4,3,0,0
1233,40,19,190,639
1233,20,13,95,147
1233,41,19,168,556
1233,32,18,161,436
1233,13,9,32,24
1233,13,9,27,19
591,24,15,90,190
589,20,13,79,131
832,34,19,168,556
737,32,18,154,429
379,20,12,63,85
135,12,9,32,24
132,11,9,27,19
712,30,18,135,380
518,13,0,0,0
333,13,9,27,19
84,10,9,27,19
858,33,21,189,665
886,43,42,974,9503
887,44,42,974,9133
876,43,42,914,8358
886,45,42,867,7680
886,43,42,972,9503
863,42,39,702,5434
854,27,12,54,76
1233,69,42,1034,10607
867,41,34,582,3987
1044,60,42,1034,10607
886,43,42,1017,10382
886,43,42,1034,10643
886,43,42,972,9503
844,36,21,189,665
1233,36,21,189,665
1044,36,21,189,665
790,36,21,189,665
861,43,42,1196,14483
843,43,42,1058,11839
837,42,36,632,4649
861,43,42,819,6916
858,43,42,1090,12643
843,42,39,893,8372
833,42,36,667,5199
820,37,30,455,2790
1233,43,42,1234,15443
801,36,21,230,1009
1044,43,42,1179,14472
843,43,42,903,8688
820,37,27,445,2600
792,34,3,0,0
858,43,42,1236,15401
853,43,42,1236,15674
801,36,21,227,934
852,43,42,1179,14751
843,42,39,910,8409
801,35,18,226,877
792,34,6,9,0
795,34,15,90,190
792,34,6,9,0
801,34,18,149,464
795,34,18,135,380
795,34,18,135,380
795,34,18,135,380
790,34,0,0,0
858,43,42,1018,10533
855,42,36,660,5434
861,43,42,1048,11341
858,42,39,893,8372
854,42,36,667,5199
850,37,30,455,2790
1233,60,42,1224,15101
843,36,21,230,1009
858,41,34,648,4817
1044,53,42,1166,14102
858,43,42,935,9414
849,37,27,376,2108
861,43,42,1206,14814
861,43,42,1222,15187
861,43,42,1126,13399
841,29,6,9,0
858,42,39,893,8176
843,32,9,28,19
843,32,15,90,190
858,43,42,819,6916
843,43,42,1019,10773
733,42,36,667,5199
1233,43,42,1063,11839
1044,43,42,1063,11839
792,43,42,819,6916
843,43,42,1061,11839
843,43,42,1058,11839
843,43,42,1058,11839
788,42,39,763,6384
1233,42,36,655,4997
665,38,33,495,3135
1044,42,36,655,4997
591,32,27,324,1596
843,42,36,660,5434
812,42,36,655,4997
801,42,36,632,4649
861,43,42,819,6916
1233,49,42,867,7680
852,40,33,495,3135
1044,43,42,867,7680
861,43,42,867,7680
861,43,42,867,7681
861,43,42,819,6916
839,22,9,27,19
841,42,39,857,7673
1233,44,42,1071,12206
796,28,12,54,76
1044,43,42,1070,12206
843,43,42,877,8109
812,37,27,324,1596
858,43,42,1096,12679
854,43,42,1063,12206
852,43,42,1087,12643
843,42,39,782,6461
637,35,30,455,2790
1233,42,39,893,8372
1044,42,39,857,7673
762,42,39,749,6048
843,42,39,857,7673
831,42,39,893,8372
819,42,39,857,7673
746,41,36,638,4656
1233,42,36,667,5199
1044,42,36,667,5199
841,42,36,667,5199
808,42,36,667,5199
801,42,36,667,5199
696,40,36,594,4180
1233,37,30,455,2790
701,35,30,405,2280
801,37,30,455,2790
675,35,27,324,1596
475,21,9,27,19
769,32,12,54,76
1233,36,21,227,934
1233,41,34,705,5597
1233,86,42,1243,15833
1233,43,42,935,9414
1233,60,42,1222,15602
1233,43,42,1283,16839
1233,36,21,227,934
1233,43,42,1148,14135
1233,42,39,895,8328
1233,32,9,27,19
1233,31,6,9,0
808,36,21,230,1009
784,36,21,230,1009
632,33,21,207,755
428,19,15,90,190
1044,41,34,705,5597
756,39,33,495,3135
843,41,34,705,5597
831,41,34,705,5597
801,32,12,54,76
427,17,9,27,19
1044,43,42,906,8837
1044,43,42,1206,15333
1044,43,42,1231,15833
1044,36,21,227,934
1044,43,42,1154,14172
1044,42,39,857,7637
1044,31,12,54,76
843,43,42,907,8837
843,43,42,935,9414
837,43,42,877,8109
621,22,6,9,0
831,37,27,399,2319
790,37,27,386,2145
514,24,18,192,697
503,21,18,135,417
475,20,18,135,380
475,20,18,135,380
475,20,18,135,380
853,43,42,1231,15836
851,43,42,1179,14751
843,42,39,869,7717
800,31,6,9,0
808,35,18,192,636
801,32,15,90,190
801,31,12,54,76
802,32,13,120,229
801,31,12,54,76
798,31,0,0,0
790,36,21,227,934
845,43,42,1132,14135
838,42,39,910,8409
784,35,18,135,380
764,32,9,27,19
769,32,15,90,190
762,32,6,9,0
637,33,21,189,665
831,42,39,832,7395
756,30,13,79,131
389,8,6,9,0
608,27,15,90,190
429,17,9,40,33
400,12,9,27,19
429,17,9,40,33
426,17,12,54,76
458,18,18,135,417
426,17,12,54,76
429,18,18,135,380
429,18,18,135,380
429,18,18,135,380
393,10,6,9,0
418,15,12,54,76
389,12,12,54,76
418,15,12,54,76
408,14,3,0,0
424,18,18,135,380
424,18,18,135,380
424,18,18,135,380
400,18,18,135,380
400,18,18,135,380
400,18,18,135,380
1233,26,9,27,19
1044,24,9,27,19
229,8,6,9,0
1233,86,9,27,19
1233,8,6,9,0
1044,8,6,9,0
19,3,3,0,0
1044,13,6,9,0
898,44,30,510,3205
886,38,34,799,7269
886,38,34,799,7398
882,38,27,380,1988
906,45,34,832,7556
886,39,34,785,6676
909,43,34,850,7988
862,32,21,281,1271
1233,69,34,866,8331
1044,60,33,841,7716
886,41,34,856,8331
886,38,33,720,5817
862,31,21,281,1271
869,38,34,695,5239
870,38,33,676,4975
856,25,6,9,0
858,26,12,54,76
882,38,34,745,6171
853,22,0,0,0
886,44,18,166,556
781,21,18,135,380
1233,69,18,166,556
1044,60,18,166,556
853,28,18,135,380
886,44,21,280,1338
795,23,21,189,665
858,33,21,189,665
789,22,21,189,665
1233,69,21,280,1338
1044,60,21,280,1338
869,33,21,227,934
949,44,42,1075,11123
886,43,42,1017,10529
886,42,37,838,7558
936,45,42,972,9518
886,43,42,1034,10382
869,33,18,163,486
886,42,39,801,6514
929,43,30,467,2783
1233,69,42,1162,13167
869,34,21,189,665
1044,60,42,1123,12680
886,43,42,1102,12247
886,43,42,1018,10705
886,43,42,1034,10607
871,34,21,233,925
1233,69,21,201,812
1044,60,21,201,812
777,22,21,201,812
777,22,21,189,665
777,22,21,201,812
777,22,21,189,665
886,44,21,269,1228
898,44,30,493,2932
887,44,42,1007,9294
886,44,37,869,7418
948,44,42,1102,11334
886,44,18,163,486
886,44,39,800,6514
1019,44,30,706,4919
886,44,21,223,844
886,44,24,303,1395
886,44,18,135,380
886,44,21,199,805
1233,69,42,1499,16506
886,44,34,621,4123
1044,60,42,1457,16316
886,44,18,135,380
949,44,42,1102,11785
938,44,42,1020,10295
919,44,30,519,3254
886,44,30,482,2843
936,44,42,995,9327
886,44,21,223,844
886,44,18,199,726
886,44,15,100,201
886,44,6,9,0
886,44,12,54,76
886,44,21,233,860
886,44,6,9,0
886,44,15,90,190
886,38,34,861,8546
886,38,27,488,2798
933,45,34,1082,11133
886,39,34,836,7564
862,35,18,198,733
933,43,34,997,9881
886,38,32,727,5721
1233,69,34,1046,10781
886,38,25,426,2294
1044,60,33,983,9596
886,38,26,517,3108
886,38,25,395,2012
886,38,34,833,7561
886,38,33,722,5866
869,35,21,212,833
862,35,18,135,380
879,38,34,727,5931
882,38,33,739,6091
862,35,18,135,380
886,38,34,836,7690
862,35,18,135,380
886,43,18,172,562
824,24,18,172,562
791,22,21,189,665
1233,69,21,270,1228
1044,60,21,270,1228
810,24,18,172,562
777,16,9,27,19
909,45,34,912,8991
886,39,34,875,8360
909,43,34,883,8780
874,38,32,693,5354
1233,69,34,948,9575
1044,60,33,874,8293
886,38,25,417,2237
886,38,34,832,7641
886,38,33,733,6305
858,32,18,135,380
869,38,34,727,5931
871,38,33,717,5724
858,30,12,54,76
858,31,15,90,190
882,38,34,775,6968
858,27,9,27,19
858,30,9,35,23
871,42,37,795,6539
886,45,42,944,9117
886,43,42,957,8704
858,31,18,136,405
1233,69,42,1067,11210
1044,60,42,1065,11210
886,43,42,1017,10529
886,43,42,972,9464
886,38,25,304,1328
886,43,42,1006,9536
856,28,12,54,76
858,30,15,108,238
886,45,36,840,6988
862,40,33,495,3135
886,43,30,575,3723
1233,69,37,1006,9663
1044,60,37,998,9663
886,42,37,833,7418
886,42,37,811,6661
886,38,27,425,2350
858,32,18,177,567
850,28,12,54,76
845,23,0,0,0
952,45,42,1214,14410
886,45,18,198,733
1039,51,34,1158,11547
886,45,32,727,5721
886,45,18,135,380
886,45,24,276,1223
1233,69,42,1563,19476
886,45,33,720,5250
1044,60,42,1499,18396
886,45,6,9,0
938,45,42,1059,11282
931,45,42,965,9341
927,45,34,874,7979
886,45,33,727,6011
927,45,42,882,8014
886,45,21,225,846
886,45,18,135,380
886,45,34,727,5931
886,45,33,738,6013
886,45,12,54,76
886,45,18,157,480
886,45,15,90,190
886,45,34,832,7506
886,45,18,135,380
886,45,18,163,486
871,37,12,54,76
781,19,12,54,76
777,17,12,54,76
1044,60,12,93,175
886,42,39,733,5681
948,43,34,918,8759
886,39,32,627,4424
886,39,24,303,1450
1233,69,42,1393,17423
869,35,9,27,19
1044,60,42,1337,16374
886,43,42,1071,11010
886,43,42,1007,9852
886,39,34,787,6703
886,39,33,718,5719
886,43,42,1007,9937
882,39,21,232,939
886,39,34,660,4808
886,39,34,724,5737
876,37,21,224,845
1233,69,18,136,405
1044,60,18,136,405
867,31,18,136,405
777,17,12,54,76
1233,69,18,163,486
869,34,18,163,486
776,15,6,9,0
788,22,15,90,190
862,26,6,9,0
1233,69,39,801,6514
1044,60,39,774,6270
886,42,39,801,6514
886,42,39,774,6270
886,42,39,702,5434
846,30,21,189,665
886,43,18,172,562
845,29,18,198,733
1044,60,18,198,733
863,31,18,135,380
845,31,18,135,380
886,43,32,727,5721
886,43,18,135,380
1233,69,34,1211,12655
886,43,26,433,2245
1044,60,33,1131,11359
933,51,34,906,8492
886,43,33,753,6459
886,43,21,292,1265
886,43,18,135,380
886,43,34,727,5931
886,43,6,12,0
886,43,33,739,6091
886,43,12,54,76
886,43,6,12,0
886,43,18,135,380
886,43,12,54,76
886,43,16,124,302
886,43,15,90,190
886,43,34,850,7728
886,43,18,135,380
886,43,3,0,0
886,43,3,0,0
886,43,9,27,19
886,43,3,0,0
886,42,0,0,0
1233,69,21,258,1110
1044,60,21,290,1305
869,32,21,258,1110
809,24,18,135,380
839,30,21,189,665
855,32,21,189,665
776,12,0,0,0
1233,69,32,693,5354
1044,60,32,626,4441
863,38,31,556,3633
858,38,32,573,3797
861,38,32,583,3801
862,38,32,658,4758
833,28,18,135,380
1233,69,18,135,380
1044,60,18,135,380
1233,69,24,361,1956
1044,60,24,361,1956
876,35,24,303,1450
833,24,18,159,481
812,24,18,157,480
1233,69,18,135,380
1044,60,18,135,404
851,28,18,135,380
764,13,6,9,0
1233,69,21,203,836
1044,60,21,203,836
777,18,12,54,76
862,29,12,54,76
1233,69,21,189,665
1233,69,34,762,6031
1233,86,42,2238,25948
1233,69,21,201,991
1233,69,21,201,878
1233,69,21,201,991
1233,69,18,135,380
1233,69,42,1243,14796
1233,69,21,201,878
1233,69,42,1109,12436
1233,69,34,948,9055
1233,69,21,189,665
1233,69,33,787,6792
1233,69,42,1094,11303
1233,69,21,330,1489
1233,69,34,738,6152
1233,69,33,738,6029
1233,69,12,54,76
1233,69,15,141,350
1233,69,3,0,0
1233,69,18,135,380
1233,69,18,183,629
1233,69,34,835,7707
1233,69,12,71,123
1233,69,3,0,0
1233,69,21,271,1089
1233,69,3,0,0
1233,69,6,9,0
1233,69,3,0,0
1233,69,15,108,238
1233,69,6,9,0
1233,69,0,0,0
1233,69,9,27,19
1233,69,0,0,0
1233,69,0,0,0
1044,60,21,189,665
863,33,21,189,665
777,16,9,27,19
758,12,3,0,0
1044,60,34,769,6166
886,41,34,705,5231
886,41,34,648,4518
862,37,21,214,825
849,30,16,124,302
1044,60,21,201,991
1044,60,21,201,878
1044,60,21,201,991
1044,60,18,135,380
1044,60,42,1163,13929
1044,60,21,201,878
1044,60,42,1124,12582
1044,60,33,850,7716
1044,60,21,189,665
1044,60,6,9,0
1044,60,33,787,7020
1044,60,42,1094,11303
1044,60,21,281,1271
1044,60,21,330,1489
1044,60,33,682,5047
1044,60,33,703,5266
1044,60,12,54,76
1044,60,15,131,339
1044,60,18,183,629
1044,60,33,799,6826
1044,60,12,71,123
1044,60,15,108,238
1044,60,9,27,19
777,22,21,201,878
777,22,21,201,991
777,22,21,201,878
777,22,21,189,665
777,22,21,201,878
777,22,21,201,878
777,22,21,189,665
777,22,21,201,878
777,22,21,189,665
886,43,42,1086,12122
886,43,42,1017,10382
871,34,21,264,1083
862,28,6,9,0
777,22,21,189,665
886,43,42,972,9503
886,38,33,712,5590
862,32,18,135,380
875,38,34,695,5239
881,38,33,658,4816
862,32,18,135,380
862,32,15,90,190
886,38,34,745,6171
861,30,9,27,19
858,30,21,256,1107
862,38,33,593,3971
849,28,18,135,380
869,38,33,647,4789
846,28,12,54,76
863,30,15,108,238
841,30,18,135,380
843,31,21,189,665
795,24,16,124,302
856,32,21,189,665
777,17,9,27,19
747,7,0,0,0
856,38,33,658,4805
861,38,34,738,6152
743,8,6,9,0
833,29,15,90,190
862,38,33,734,6029
824,28,18,135,380
849,31,15,90,190
788,21,9,27,19
770,13,3,0,0
763,10,0,0,0
839,30,12,54,76
745,10,9,27,19
737,6,6,9,0
737,6,6,9,0
737,6,6,9,0
858,38,30,451,2552
858,38,25,296,1334
862,38,30,471,2784
886,40,30,519,3251
851,30,21,223,844
1233,60,30,543,3496
1044,53,30,580,3799
861,41,30,533,3496
858,36,30,435,2526
850,30,21,223,844
852,32,21,193,669
858,38,22,239,946
839,19,9,27,19
833,38,36,959,10916
805,38,27,324,1596
861,41,36,1060,12652
850,38,36,883,9340
759,38,36,846,8656
861,43,36,1080,12875
712,33,18,174,564
1233,38,36,971,10916
1044,38,33,832,7522
839,41,36,1066,12875
798,38,33,699,5427
737,36,33,668,5444
764,38,36,781,7066
766,38,36,785,7313
713,36,27,324,1596
737,38,36,758,6999
736,36,30,504,3391
734,38,36,662,5658
809,38,36,976,11294
861,38,36,961,10916
849,38,36,884,9147
734,38,36,819,7916
858,40,36,1015,11806
1233,38,36,991,11297
1044,38,33,795,7036
838,41,36,1023,11965
767,38,33,708,5590
734,38,36,775,7066
737,38,36,760,6716
695,36,27,324,1649
708,38,36,728,6134
705,36,30,489,3055
678,30,18,135,380
705,38,36,639,4792
776,38,36,888,9863
665,26,9,27,19
683,32,18,152,475
858,38,27,324,1596
850,40,27,416,2250
1233,38,27,417,2250
1044,38,27,417,2250
809,41,27,416,2250
737,34,21,189,665
591,12,0,0,0
873,40,36,905,9577
850,38,36,847,8656
886,51,36,1067,12652
1233,49,36,991,11001
1044,41,33,837,7603
861,41,36,1067,12740
858,38,33,718,5709
849,32,21,225,846
849,36,33,668,5444
852,38,36,781,7066
852,38,36,790,7466
843,36,27,324,1596
849,38,36,758,6999
849,36,30,504,3391
849,38,36,662,5658
858,38,36,961,11144
839,29,6,9,0
833,38,36,758,6679
872,40,36,979,10388
1233,44,36,920,9392
1044,40,33,787,6452
852,41,36,968,10388
843,38,33,702,5443
809,32,21,227,934
814,36,33,592,4028
833,38,36,728,5861
814,38,36,709,5918
841,38,21,189,665
811,38,36,639,4963
784,31,12,54,76
841,38,36,835,8360
787,32,18,135,380
839,40,36,857,8851
1233,38,36,794,7420
766,41,36,851,8851
629,36,33,592,4264
653,38,36,684,5213
658,38,36,652,4832
594,36,27,324,1649
630,38,36,755,6999
620,36,30,463,2798
621,38,36,660,5658
701,38,36,810,8072
583,30,18,152,475
839,40,18,199,692
1233,44,36,1070,12187
1044,40,33,905,8617
833,40,10,54,48
862,51,36,1238,14345
850,40,33,740,6089
839,40,33,668,5444
833,40,12,54,76
841,40,36,781,7066
843,40,36,785,7313
839,40,27,324,1649
839,40,36,758,6999
839,40,30,522,3635
833,40,15,90,208
833,40,15,101,250
843,40,22,239,946
839,40,36,662,5658
833,40,15,90,190
833,40,12,62,85
833,40,12,75,123
849,40,36,981,11299
833,40,9,27,19
