"0,2-HhIndex","1,2-HhIndex","3,2-HhIndex","4,2-HhIndex","5,2-HhIndex"
142,19,12,42,49
120,18,15,60,76
120,17,12,42,49
120,18,15,60,76
119,16,15,45,55
120,18,15,60,76
120,18,15,60,76
118,15,12,30,34
105,16,15,45,55
105,16,15,45,55
105,16,15,45,55
105,16,15,45,55
134,13,12,42,49
132,13,12,30,34
104,16,15,60,76
102,16,15,45,55
104,16,15,60,76
104,16,15,60,76
101,13,12,30,34
102,16,15,45,55
104,16,15,60,76
104,16,15,60,76
102,16,15,45,55
102,16,15,45,55
104,16,15,60,76
1865,69,51,632,1650
1093,62,49,551,1345
1723,68,51,631,1650
1034,61,48,548,1333
1220,58,48,497,1192
1110,65,51,594,1521
1187,64,48,587,1482
1030,58,48,557,1347
957,49,36,267,532
1005,52,41,369,787
1188,55,45,449,1022
1132,59,47,466,1098
898,39,15,60,76
1174,48,33,246,447
951,50,36,270,545
1486,69,51,631,1650
905,41,21,105,155
979,51,39,350,716
1375,66,51,630,1650
1012,53,42,348,757
1125,67,51,617,1563
1088,63,49,589,1449
911,42,22,105,155
909,40,21,84,119
1087,60,48,547,1309
890,37,9,18,19
994,53,40,364,841
899,40,15,45,55
890,38,9,18,19
888,36,6,9,0
887,34,0,0,0
887,34,6,9,0
887,34,6,9,0
1826,43,6,9,0
1856,67,50,551,1345
2200,190,52,639,1651
1850,61,48,548,1333
1893,96,48,500,1192
1864,72,51,599,1521
1886,84,51,592,1482
1850,60,48,557,1347
1833,52,36,267,532
1844,58,42,370,787
1892,77,45,450,1028
1869,72,48,466,1098
1828,47,18,81,111
1883,107,34,251,453
1833,52,38,270,566
1827,45,12,30,34
2025,130,53,639,1650
1840,56,39,350,716
1981,115,52,639,1650
1848,59,42,348,757
1865,71,51,620,1563
1858,68,50,589,1449
1828,47,22,105,155
1829,47,21,84,119
1855,65,48,547,1309
1829,47,16,60,76
1825,43,6,9,0
1825,43,9,18,19
1829,47,9,18,19
1827,45,9,18,19
1826,43,6,9,0
1841,59,42,364,810
1826,44,6,9,0
1825,43,9,18,19
1825,43,3,0,0
1825,44,9,18,19
1825,43,6,9,0
1825,45,9,18,19
1825,43,0,0,0
1825,43,3,0,0
1825,43,0,0,0
1209,36,6,9,0
1712,66,49,551,1345
1002,57,47,509,1229
1193,57,45,432,993
1088,61,48,516,1231
1159,61,47,506,1200
845,39,21,105,155
994,55,45,480,1140
899,47,36,267,532
969,48,39,303,623
1161,54,42,384,848
1097,57,45,438,1045
839,36,17,67,86
833,35,12,30,34
1470,65,51,551,1345
846,40,21,105,155
941,47,36,297,597
1350,62,48,551,1345
978,50,42,348,757
1096,63,49,551,1345
1070,60,48,551,1345
850,40,21,84,119
1063,57,46,474,1136
839,37,15,59,76
961,48,40,306,637
825,31,6,9,0
829,34,9,21,19
825,33,6,9,0
824,30,0,0,0
1687,59,48,548,1333
1793,81,48,500,1192
1720,68,50,597,1521
1761,79,48,591,1482
1652,45,21,105,155
1685,60,48,557,1347
1668,52,36,267,532
1683,56,42,370,787
1746,98,45,451,1028
1722,70,48,466,1119
1755,86,34,251,453
1667,52,37,270,545
1654,42,12,30,34
1947,111,54,639,1650
1653,45,21,105,155
1675,54,39,350,716
1865,110,53,638,1650
1682,57,42,348,757
1728,70,51,619,1563
1712,65,49,589,1449
1658,46,21,84,119
1704,64,48,547,1309
1657,44,16,60,76
1651,39,9,22,19
1658,44,9,18,19
1653,42,9,18,19
1652,39,6,9,0
1654,44,15,54,70
1676,56,42,364,782
1651,39,0,0,0
1652,39,6,9,0
1653,44,15,45,55
1651,39,0,0,0
1651,39,0,0,0
1651,39,9,27,19
1131,52,45,393,889
1025,60,47,513,1219
1090,57,47,506,1201
916,52,45,477,1128
811,45,36,267,532
1099,51,42,348,757
1036,53,45,438,1024
805,45,36,270,545
1430,61,48,549,1333
753,37,22,105,155
853,46,36,297,597
1303,59,48,548,1333
905,49,42,348,757
1033,60,48,549,1333
998,57,48,548,1333
760,37,21,105,155
991,55,45,513,1219
882,48,39,309,716
726,23,0,0,0
1214,58,47,463,1082
1286,61,45,452,1022
1129,54,45,435,1006
1104,50,41,336,700
1285,61,45,451,1022
1226,60,45,387,864
1027,32,18,63,83
1264,55,33,219,393
1560,82,48,500,1192
1087,47,36,287,560
1471,74,48,500,1192
1225,59,46,472,1107
1198,56,46,432,993
1191,54,45,393,889
1015,26,6,9,0
1015,27,6,9,0
1012,23,0,0,0
1181,62,48,559,1367
886,41,21,105,155
1019,57,48,557,1347
941,48,36,234,454
993,50,41,369,787
1183,55,42,417,925
1122,58,45,465,1119
888,40,18,81,111
1168,47,33,219,393
935,49,38,270,566
1488,66,51,597,1521
889,42,22,105,155
890,42,21,105,155
1367,64,50,598,1521
1004,52,42,315,679
1117,64,49,586,1438
1086,61,48,555,1335
895,42,21,105,155
1079,61,47,547,1309
890,38,15,60,76
870,35,6,9,0
983,52,41,364,841
882,40,15,45,55
873,36,9,21,19
1088,56,46,508,1201
1029,47,36,267,532
1067,50,39,329,674
1196,58,46,424,968
990,38,18,81,111
1239,48,33,213,373
1020,47,38,270,566
1527,77,51,591,1482
987,40,22,112,165
1053,48,36,314,619
1435,72,48,592,1482
1075,53,42,348,757
1189,64,48,576,1404
1158,60,48,543,1304
1151,58,46,503,1177
984,36,15,45,55
1059,54,42,364,813
978,35,15,56,70
711,35,21,84,119
901,34,21,105,155
507,23,21,84,119
899,44,21,105,155
819,38,21,105,155
484,15,6,9,0
853,48,40,339,713
1095,52,42,387,860
1030,54,45,438,1024
775,45,37,270,545
1421,61,48,557,1347
1303,60,48,557,1347
877,49,42,315,679
1029,58,47,557,1347
993,56,46,519,1244
718,36,21,84,119
978,55,45,511,1218
855,48,40,342,728
689,27,6,9,0
688,24,0,0,0
586,25,15,45,55
1377,53,36,267,532
713,40,33,198,363
1253,50,36,267,532
953,52,36,267,532
901,45,36,267,532
878,45,36,234,454
1076,48,36,294,587
1072,42,31,186,319
1410,59,42,370,787
1287,55,42,370,787
1002,54,41,339,713
966,50,39,303,623
817,43,33,222,408
1185,60,42,342,734
1220,61,32,191,325
1538,69,45,450,1022
1059,46,33,249,463
1441,64,45,451,1022
1189,57,44,421,948
1160,53,42,384,848
1155,52,42,348,757
999,32,9,18,19
993,30,12,30,34
988,25,6,9,0
986,22,0,0,0
1168,53,31,186,319
1495,67,48,466,1098
906,34,21,105,155
1383,64,48,466,1119
1012,49,42,315,679
1133,59,47,438,1045
1096,56,45,438,1024
1091,55,45,438,1045
905,32,15,45,55
994,48,39,297,604
1349,46,17,67,86
694,30,15,54,70
894,43,17,67,86
490,18,12,30,34
583,27,18,63,83
1357,47,18,81,111
903,43,18,81,111
1523,61,33,246,447
1056,40,26,132,209
1426,58,34,246,447
981,20,6,9,0
994,28,9,18,19
1065,40,27,132,209
1375,53,37,270,566
1246,50,37,270,545
949,52,37,270,566
893,46,38,270,545
873,46,37,270,545
744,41,36,234,454
811,33,12,30,34
461,9,6,9,0
1351,47,21,105,155
1396,57,39,350,716
1684,96,53,638,1650
1412,60,42,348,757
1481,75,53,619,1563
1476,65,51,589,1449
1359,47,22,105,155
1361,48,21,84,119
1471,64,48,547,1309
1358,46,16,60,76
1348,44,6,9,0
1348,46,9,18,19
1352,46,15,59,76
1398,59,42,364,841
1348,45,9,18,19
1348,46,9,18,19
1347,44,3,0,0
1347,44,3,0,0
1347,44,3,0,0
1347,45,6,9,0
1347,44,3,0,0
1347,44,0,0,0
1347,44,3,0,0
1347,44,0,0,0
1347,44,0,0,0
1347,44,3,0,0
902,45,22,112,165
846,38,22,112,165
681,33,21,91,133
497,19,12,30,34
1217,42,21,84,119
905,45,21,105,155
821,38,21,105,155
1271,52,39,350,716
814,43,33,198,363
977,54,39,326,662
939,47,38,297,597
605,22,9,18,19
1296,54,42,348,757
1377,68,51,619,1563
1350,63,49,589,1449
1225,41,21,105,155
1226,42,21,84,119
1343,63,48,547,1309
1223,40,16,60,76
1209,37,9,18,19
1275,54,41,364,810
1213,40,15,45,55
1209,36,3,0,0
1209,38,9,18,19
1210,38,15,45,55
1209,36,6,9,0
1010,56,42,348,757
976,51,42,348,757
961,50,42,315,679
685,27,9,18,19
693,30,15,54,70
681,28,9,27,19
684,28,9,18,19
678,26,6,9,0
684,28,6,9,0
678,26,6,9,0
678,26,6,9,0
1095,61,48,588,1449
1092,59,46,547,1309
885,42,9,18,19
894,43,15,59,76
992,55,41,342,761
895,43,15,45,55
885,41,9,18,19
889,42,15,56,70
883,40,6,9,0
883,41,3,0,0
883,41,6,9,0
883,41,3,0,0
883,39,6,9,0
886,41,6,9,0
883,41,3,0,0
854,38,22,105,155
1063,56,45,513,1219
958,51,40,342,787
830,31,9,18,19
834,33,15,56,70
687,33,21,84,119
946,49,39,309,650
815,35,15,45,55
811,34,15,45,55
803,28,3,0,0
471,15,9,18,19
461,10,9,18,19
468,15,9,27,19
466,13,6,9,0
666,29,15,56,70
468,7,3,0,0
468,7,3,0,0
460,5,0,0,0
457,3,0,0,0
455,4,3,0,0
455,4,0,0,0
455,3,0,0,0
455,5,3,0,0
455,3,3,0,0
456,6,6,9,0
455,1,0,0,0
455,4,3,0,0
455,3,3,0,0
455,1,0,0,0
455,3,3,0,0
455,4,3,0,0
455,2,0,0,0
455,4,3,0,0
455,0,0,0,0
455,0,0,0,0
1800,7,6,9,0
1800,7,3,0,0
1800,12,6,9,0
1800,9,6,9,0
51,7,6,9,0
55,7,6,9,0
1867,72,53,622,1715
2203,190,57,687,2011
1840,53,22,101,148
1858,68,51,594,1596
1902,96,51,540,1312
1840,49,9,27,21
1874,74,54,657,1883
1893,86,54,653,1843
1857,65,50,557,1347
1848,60,37,309,632
1854,63,43,405,876
1899,79,46,450,1035
1877,75,50,513,1288
1848,58,36,270,527
1851,62,45,447,1037
1890,107,34,246,462
1842,52,18,78,104
1847,58,37,270,545
1845,56,32,222,405
2034,131,57,687,1967
1841,52,19,81,111
1844,54,21,84,119
1852,61,40,352,731
1840,50,12,35,40
1989,116,54,684,1885
1844,52,18,63,83
1856,63,45,409,973
1843,56,27,182,317
1874,75,54,675,1842
1869,73,54,650,1768
1840,54,24,116,171
1844,52,21,84,119
1866,70,50,606,1596
1840,47,9,18,19
1852,63,45,447,1033
1844,55,24,132,209
1840,48,6,9,0
1840,50,12,30,34
1841,54,18,81,111
1840,48,9,27,24
1840,48,9,18,19
1841,53,24,132,200
1840,48,9,27,24
1840,46,0,0,0
1733,70,53,621,1715
940,43,21,90,132
1055,62,48,559,1502
1229,60,47,474,1110
1130,66,51,590,1601
1195,66,51,585,1587
1053,58,46,480,1140
978,52,37,309,632
1027,53,40,339,712
1201,56,43,384,848
1145,60,48,490,1211
929,41,15,60,76
969,50,36,261,506
1004,54,45,446,1021
956,47,30,222,405
1495,70,53,621,1664
1004,52,36,297,597
1384,67,51,617,1580
1035,55,43,409,973
917,39,9,18,19
952,47,28,181,317
1137,68,51,619,1631
1108,66,51,615,1664
939,43,21,84,119
1104,62,48,555,1438
1014,54,42,398,882
944,44,24,132,209
932,43,18,81,111
922,39,9,27,24
916,37,3,0,0
917,38,9,18,19
916,38,6,9,0
916,36,0,0,0
916,36,3,0,0
1706,66,49,593,1596
1809,83,50,540,1309
1668,49,9,27,21
1745,73,54,657,1883
1780,81,54,652,1843
1701,65,50,557,1347
1684,59,37,309,632
1698,62,43,405,876
1768,100,45,451,1022
1750,75,50,513,1285
1684,58,36,261,506
1689,61,45,446,1021
1778,87,35,252,477
1674,51,18,78,104
1684,59,36,270,545
1670,51,21,108,160
1667,49,9,18,19
1680,56,31,222,405
1950,112,57,685,1967
1673,51,18,81,111
1674,53,21,84,119
1691,61,40,350,716
1874,111,54,684,1885
1674,51,18,63,83
1697,63,45,409,973
1675,57,28,176,308
1757,75,54,675,1842
1734,72,54,649,1768
1674,51,21,84,119
1728,69,51,605,1596
1668,51,18,63,83
1667,50,12,30,34
1692,62,45,447,1027
1667,51,15,56,70
1667,48,6,9,0
1675,54,24,132,209
1667,49,6,9,0
1667,49,3,0,0
1667,48,6,9,0
1667,48,3,0,0
1670,51,12,30,34
1671,52,18,81,111
1667,49,6,9,0
1062,45,21,90,132
1394,53,21,92,129
677,28,15,45,55
933,45,21,92,129
652,23,14,42,49
923,41,21,90,132
790,34,18,74,97
1186,58,45,432,994
1078,66,48,567,1492
1151,64,49,558,1474
971,57,45,477,1128
896,51,38,294,587
1155,55,42,348,757
1087,58,48,488,1211
930,53,42,380,831
891,50,36,270,545
873,47,30,192,340
1455,67,51,592,1541
842,44,21,105,155
929,51,36,297,597
829,39,12,35,40
1338,63,48,592,1465
957,54,43,408,928
865,47,30,184,376
1088,66,50,593,1530
1052,64,49,592,1541
850,44,23,105,155
1046,60,48,561,1416
944,54,41,371,855
839,44,21,135,189
828,38,9,27,24
821,37,12,30,34
829,41,18,92,127
821,37,12,30,34
821,35,3,0,0
821,37,18,63,83
821,37,18,63,83
821,37,18,63,83
729,27,9,18,19
1384,49,9,18,19
1257,43,9,18,19
1251,62,48,501,1208
1312,64,48,489,1151
1186,54,46,435,1006
1170,52,42,369,778
1319,62,45,451,1035
1263,62,47,426,987
1152,50,39,312,670
1297,56,33,219,393
1594,83,51,540,1312
1100,36,21,84,119
1153,48,36,293,575
1494,76,50,540,1309
1096,35,18,63,83
1259,63,48,512,1227
1233,60,48,474,1110
1227,57,46,432,994
1108,37,22,118,174
676,23,9,27,21
766,28,9,18,19
607,13,3,0,0
1208,69,51,621,1732
1074,62,48,557,1347
1009,57,36,276,554
1059,58,41,405,876
1217,60,42,417,940
1163,64,48,512,1288
1000,55,36,270,527
1036,59,45,447,1037
1202,55,33,226,408
1000,56,37,270,545
965,47,21,108,160
951,45,9,18,19
981,53,32,222,405
1514,72,54,657,1838
959,51,21,105,155
959,49,21,84,119
1396,70,52,652,1754
1067,60,44,384,895
979,53,30,180,376
1149,70,52,644,1724
1129,69,51,619,1654
966,51,22,105,155
1123,67,51,601,1596
1048,59,43,447,1043
957,47,15,70,88
970,50,24,132,209
948,43,3,0,0
957,49,21,135,189
970,47,23,120,175
954,47,18,99,133
949,43,6,9,0
948,43,18,63,83
948,43,18,63,83
948,43,18,63,83
1148,60,47,508,1201
1089,53,37,309,632
1131,56,39,364,763
1229,64,48,471,1164
1086,53,36,270,527
1109,57,45,447,1037
1268,54,33,213,373
1085,53,37,270,545
1043,41,9,18,19
1073,49,31,222,405
1556,78,53,653,1798
1054,46,21,105,155
1113,54,36,317,634
1455,73,52,648,1714
1054,45,18,63,83
1138,57,45,409,973
1072,48,27,171,289
1217,68,51,637,1689
1196,67,51,612,1623
1192,63,49,583,1479
1049,43,18,63,83
1047,41,12,30,34
1119,58,45,447,1037
1065,46,24,132,209
1065,45,22,116,168
1044,40,9,27,24
1042,38,6,9,0
936,49,40,339,713
1152,52,42,387,870
1085,54,45,438,1024
866,45,36,270,545
825,35,19,81,111
1450,65,48,557,1347
1334,62,48,557,1347
945,50,42,315,694
1085,62,48,557,1347
1046,60,48,519,1244
822,36,21,84,119
1042,58,47,511,1218
927,50,40,342,728
801,27,6,9,0
804,29,9,18,19
699,26,15,45,55
1410,61,38,282,577
805,41,33,198,363
1291,54,37,282,577
733,35,27,135,219
1025,56,39,294,587
970,53,36,267,532
963,50,36,276,554
722,32,24,108,164
1138,49,36,294,587
876,45,33,228,429
1129,43,31,186,319
1438,64,43,405,876
1323,59,43,405,876
1070,57,42,375,802
1020,56,40,339,712
899,47,35,252,474
754,22,6,9,0
753,21,3,0,0
1226,62,42,342,755
1258,62,32,190,334
1076,34,18,78,104
1569,72,45,450,1035
1125,46,33,253,478
1463,67,45,451,1022
1225,61,44,421,963
1202,58,42,384,848
1198,54,42,348,769
1079,34,18,78,104
1047,51,42,348,788
1208,54,31,188,334
981,34,18,78,104
1519,72,50,509,1233
982,34,18,81,111
970,31,12,30,34
1412,67,49,509,1230
1077,51,43,354,784
998,41,27,135,219
1169,65,48,490,1216
1145,61,48,483,1156
1141,59,48,489,1211
1060,51,41,330,695
989,38,21,102,147
1385,52,15,60,76
798,33,15,45,55
970,48,15,60,76
606,13,9,18,19
803,42,36,266,527
733,34,28,162,274
1409,60,36,270,527
1286,53,35,231,441
1016,53,35,240,467
964,53,36,261,506
957,49,35,231,441
681,27,18,63,83
830,43,33,225,418
720,30,18,63,83
754,34,18,63,83
780,39,30,222,405
1424,63,45,446,1037
1305,58,44,419,934
895,47,39,303,640
1048,59,45,419,954
1001,58,45,446,1021
996,53,43,384,855
735,31,18,63,83
873,48,38,325,663
767,34,21,102,147
1069,26,15,45,55
1072,28,15,45,55
1556,67,34,252,477
1113,40,26,132,209
1446,61,35,246,447
1118,43,27,132,209
1394,54,18,78,104
632,20,18,63,83
928,45,18,63,83
1409,60,36,270,545
1284,53,36,270,545
1014,55,36,270,545
964,53,37,270,545
957,50,36,270,545
829,44,36,234,454
1391,54,21,108,160
814,35,18,81,111
922,40,21,99,139
584,4,0,0,0
1401,57,30,222,405
834,39,30,165,285
949,50,30,222,405
811,41,28,162,274
660,20,9,18,19
1386,54,21,105,155
1394,53,18,81,111
1394,54,21,84,119
1426,62,40,352,731
1694,97,54,684,1885
1393,53,18,63,83
1440,65,45,409,973
1385,50,9,18,19
1506,78,54,675,1797
1501,71,52,650,1768
1395,55,24,116,171
1396,54,21,84,119
1497,68,51,604,1532
1386,51,18,63,83
1386,51,12,30,34
1427,65,45,447,1043
1396,56,24,132,209
1384,49,3,0,0
1386,50,9,18,19
1394,55,24,132,200
1384,49,3,0,0
1384,50,9,18,19
1384,49,3,0,0
1384,49,0,0,0
1384,49,0,0,0
974,50,21,105,155
926,47,21,105,155
782,37,21,84,119
807,34,18,63,83
929,45,18,81,111
1266,46,21,84,119
911,41,21,84,119
1310,56,39,350,716
896,44,33,198,363
1051,56,39,328,677
998,54,38,297,597
764,33,17,60,76
966,46,12,30,34
628,17,9,18,19
1264,46,18,63,83
1331,58,45,388,907
1404,71,53,669,1797
1384,69,53,644,1684
1269,47,22,105,155
1269,46,21,84,119
1379,65,50,600,1532
1257,41,9,18,19
1311,58,43,432,969
1259,46,15,57,70
1270,47,24,132,209
1262,44,12,30,34
1256,43,6,9,0
1257,43,9,18,19
1255,41,6,9,0
1255,44,14,42,49
1255,42,6,9,0
1255,40,0,0,0
1077,61,44,387,862
1029,58,43,409,928
1025,53,43,354,839
792,31,12,30,34
817,38,24,108,164
798,31,12,30,34
785,27,6,9,0
785,27,6,9,0
962,46,9,18,19
993,52,29,180,319
936,46,27,176,302
667,26,13,42,49
671,29,18,118,161
666,28,18,88,127
654,23,18,63,83
654,23,18,63,83
654,23,18,63,83
1136,68,51,647,1684
1132,65,50,602,1596
967,47,18,63,83
967,47,12,30,34
1060,58,42,413,936
970,48,15,70,88
972,50,21,93,126
983,48,24,132,200
961,44,12,30,34
961,44,3,0,0
962,46,9,18,19
967,47,17,67,82
961,45,3,0,0
961,44,12,30,34
961,44,0,0,0
961,45,6,9,0
961,44,3,0,0
961,44,6,9,0
933,47,24,116,171
1102,62,48,585,1441
916,45,18,63,83
1010,58,42,430,992
909,43,6,9,0
909,43,6,9,0
909,43,6,9,0
921,44,12,30,34
925,46,18,63,83
909,43,6,9,0
909,43,9,18,19
911,43,9,27,24
908,41,3,0,0
908,41,3,0,0
909,43,3,0,0
789,36,21,93,133
617,12,3,0,0
1006,53,41,378,819
907,39,15,70,88
927,43,24,132,209
898,34,6,9,0
904,38,15,55,69
898,32,3,0,0
593,7,3,0,0
761,24,0,0,0
621,21,14,42,49
618,19,9,18,19
611,18,12,30,34
632,25,18,75,98
611,18,12,30,34
613,21,18,63,83
613,21,18,63,83
613,21,18,63,83
588,5,0,0,0
578,1,0,0,0
604,17,12,30,34
584,12,12,30,34
604,17,12,30,34
602,14,3,0,0
605,20,18,63,83
605,20,18,63,83
605,20,18,63,83
579,6,6,9,0
588,18,18,63,83
588,18,18,63,83
588,18,18,63,83
1698,96,6,9,0
1599,9,6,9,0
689,9,6,9,0
2198,190,46,476,1127
1881,94,39,312,639
1833,63,42,410,947
1844,62,45,467,1112
1833,62,44,429,1016
1877,75,45,468,1112
1852,65,42,433,953
1819,50,42,414,969
1867,107,45,454,1071
1824,49,39,324,648
2010,128,45,440,976
1831,46,18,78,104
1851,56,24,122,185
1839,72,42,415,962
1816,46,36,258,494
1819,48,42,345,737
1812,32,12,30,34
1820,49,41,336,697
1814,39,27,135,219
1817,48,42,381,826
1811,31,12,30,34
1812,31,12,42,49
1815,45,36,267,532
1826,53,44,420,983
1810,28,6,9,0
1810,28,6,9,0
1810,28,6,9,0
1773,77,39,312,639
1657,57,42,410,947
1662,65,45,467,1112
1657,56,44,429,1016
1719,96,45,468,1112
1688,66,43,433,953
1630,50,42,414,969
1724,83,45,454,1071
1634,49,40,324,648
1932,108,45,440,976
1643,48,18,78,104
1691,57,24,122,185
1670,59,42,415,962
1625,46,36,258,494
1630,48,42,345,737
1619,33,12,30,34
1631,48,42,336,697
1621,39,27,135,219
1625,48,42,381,826
1619,32,12,30,34
1620,33,12,42,49
1625,45,36,267,532
1617,28,12,30,34
1617,28,12,30,34
1617,30,9,18,19
1639,55,45,420,983
1024,48,36,261,507
1059,50,39,312,639
1022,49,39,312,639
1204,57,39,312,639
1136,53,38,281,550
1177,55,38,297,594
941,44,35,222,406
1517,74,39,312,639
1146,45,24,108,164
1060,49,36,261,507
925,44,36,264,518
928,44,36,228,429
849,24,12,30,34
977,47,37,264,518
823,51,42,410,947
787,51,42,378,858
992,52,42,410,947
905,50,41,369,778
675,47,39,375,846
973,55,42,410,947
1362,53,42,375,803
821,54,42,410,947
647,42,34,228,429
673,46,39,306,635
681,47,38,297,598
603,36,27,135,219
650,45,39,342,725
574,26,12,30,34
577,27,12,42,49
636,42,36,267,532
737,50,42,378,870
822,51,44,428,1016
1018,57,45,466,1112
944,53,42,423,933
714,49,42,410,957
1004,59,45,454,1071
723,48,39,324,648
1376,55,44,429,961
962,41,24,108,164
858,52,42,411,947
687,45,36,258,494
715,47,42,345,737
631,29,12,30,34
721,47,40,336,697
656,37,27,135,219
689,47,42,381,826
681,44,36,267,532
769,52,44,420,983
621,25,6,9,0
621,25,6,9,0
989,52,44,429,1016
902,51,42,387,845
671,47,40,374,857
974,53,44,416,971
682,46,38,294,583
1363,53,42,429,961
925,39,24,108,164
826,51,42,378,858
669,47,42,345,737
679,46,39,303,621
599,37,27,135,219
641,45,40,342,726
630,41,36,234,454
736,49,42,381,883
1100,56,42,423,933
890,48,42,410,957
1145,61,45,454,1071
908,48,39,324,648
1488,62,45,430,961
1115,45,24,108,164
1024,52,42,411,947
861,44,36,258,494
895,47,42,345,737
900,47,40,336,697
833,37,27,135,219
863,47,42,381,826
856,43,36,267,532
940,52,44,420,983
798,47,39,375,802
1087,54,42,410,888
815,46,36,285,549
1433,59,42,397,865
884,42,18,78,104
1045,47,24,122,185
942,52,40,373,793
770,43,33,225,418
801,47,39,303,621
771,46,39,339,711
762,42,36,267,532
704,25,9,18,19
860,49,42,375,800
883,49,42,410,957
566,43,36,288,561
1308,48,41,378,817
640,32,18,63,83
719,48,39,375,861
513,42,35,258,494
550,44,39,306,635
563,44,39,300,608
458,36,27,135,219
513,45,42,381,826
495,42,36,267,532
621,47,42,381,881
901,48,39,324,648
1469,59,44,416,916
1000,60,42,411,947
856,45,36,258,494
888,47,42,345,737
815,30,12,30,34
896,47,40,336,697
831,37,27,135,219
858,47,42,381,826
813,28,12,30,34
816,29,12,42,49
851,44,36,267,532
933,52,44,420,983
807,25,6,9,0
1318,47,38,294,583
519,39,30,162,274
559,43,36,264,518
570,44,36,255,484
521,44,36,261,506
420,22,12,30,34
420,22,12,30,34
629,45,39,294,583
1341,48,18,78,104
1416,63,24,122,185
1380,54,42,379,818
1310,47,42,345,737
1311,47,39,303,621
1297,47,40,342,726
1296,43,36,234,454
1278,25,9,18,19
1327,51,42,381,828
1277,21,0,0,0
892,36,15,45,55
813,34,18,63,83
505,14,9,18,19
689,43,34,228,429
720,46,39,306,635
729,47,38,297,598
653,37,27,135,219
692,45,39,342,725
681,42,36,267,532
780,50,42,378,870
614,20,0,0,0
519,40,33,192,340
471,41,35,258,494
451,37,33,198,363
369,21,12,30,34
369,21,12,30,34
584,43,36,258,494
411,25,12,30,34
556,44,39,303,621
507,44,39,306,635
618,47,42,345,737
520,44,39,300,608
629,47,40,336,697
542,36,27,135,219
295,14,6,9,0
451,41,36,267,532
367,23,12,30,34
367,23,12,30,34
584,46,42,381,826
269,15,12,30,34
576,42,36,267,532
248,12,12,30,34
242,6,6,9,0
238,3,3,0,0
238,3,3,0,0
238,3,3,0,0
2197,190,15,50,61
1803,18,9,18,19
1821,57,15,45,55
1870,71,15,50,61
1801,13,9,18,19
2005,128,15,45,55
1826,68,15,45,55
1605,20,9,18,19
1642,44,15,45,55
1701,96,15,50,61
1603,13,9,18,19
1603,14,9,27,19
1923,108,15,45,55
1603,13,6,9,0
1654,49,15,45,55
723,18,9,18,19
924,34,15,45,55
1326,35,15,45,55
733,43,15,45,55
701,13,9,18,19
703,14,9,27,19
1459,52,15,45,55
700,13,6,9,0
963,37,15,45,55
49,10,9,18,19
1347,38,15,45,55
1872,92,18,63,83
1801,20,18,63,83
2004,128,18,63,83
1950,111,18,63,83
1801,20,18,63,83
1801,20,18,63,83
1949,111,6,9,0
2197,190,3,0,0
1800,2,0,0,0
2201,190,54,637,1776
1831,51,12,30,34
1829,53,21,90,132
1851,66,49,560,1502
1896,96,49,492,1211
1866,72,51,594,1601
1888,85,53,589,1636
1829,52,12,30,34
1851,66,25,132,209
1851,64,48,480,1140
1837,59,38,309,632
1846,62,41,339,712
1893,79,45,407,938
1870,74,50,503,1306
1836,58,36,274,542
1840,61,43,447,1021
1834,56,27,163,273
1829,51,12,30,34
1833,57,32,222,405
1829,51,12,35,40
2027,130,54,638,1732
1842,61,36,297,597
1984,115,53,631,1653
1850,63,42,409,973
1832,58,27,181,318
1868,73,53,627,1674
1859,71,53,620,1664
1833,54,21,84,119
1856,69,48,554,1463
1829,51,9,18,19
1844,62,42,398,882
1832,53,15,50,61
1829,51,11,29,30
1832,53,18,63,83
1833,55,24,132,209
1831,54,18,81,111
1829,50,3,0,0
1829,51,11,27,30
1829,51,9,18,19
1829,49,6,9,0
1829,51,9,21,19
1829,50,3,0,0
1829,51,9,18,19
1829,49,3,0,0
1829,51,9,18,19
1829,51,9,18,19
1829,51,9,18,19
1800,3,3,0,0
2197,190,21,102,144
2197,190,12,30,34
2199,190,50,594,1596
2207,190,63,776,2122
2199,190,50,558,1420
2197,190,9,27,21
2198,190,20,81,111
2198,190,22,144,219
2203,190,56,664,1883
2204,190,58,693,2093
2198,190,15,45,55
2197,190,12,42,49
2200,190,54,612,1615
2197,190,11,28,27
2198,190,21,137,210
2200,190,51,571,1446
2199,190,51,572,1397
2198,190,37,309,632
2199,190,45,463,1102
2204,190,60,784,2280
2197,190,13,54,64
2203,190,62,810,2317
2198,190,18,67,86
2198,190,38,274,542
2198,190,45,447,1021
2197,190,9,18,19
2197,190,42,446,1043
2204,191,57,657,1774
2198,190,24,144,234
2197,190,18,78,104
2197,190,21,120,190
2197,190,9,18,19
2198,190,38,270,581
2198,190,42,397,848
2198,190,18,63,83
2197,190,9,27,21
2198,190,28,182,329
2198,190,18,70,93
2197,190,12,33,34
2197,190,12,30,34
2198,190,21,102,147
2197,190,9,21,19
2197,190,33,222,405
2260,192,70,882,3002
2197,190,3,0,0
2197,190,21,85,114
2198,190,21,84,119
2197,190,3,0,0
2198,190,42,386,812
2237,192,67,827,2635
2197,190,6,9,0
2197,190,9,18,19
2198,190,18,63,83
2199,190,46,440,1042
2197,190,12,30,34
2197,190,27,177,303
2203,190,55,693,1981
2201,190,55,664,1826
