"0,2-HhIndex","1,2-HhIndex","3,2-HhIndex","4,2-HhIndex","5,2-HhIndex"
1800,9,9,18,19
1800,4,3,0,0
1801,14,9,18,19
1814,36,9,18,19
1810,27,12,30,34
1814,36,12,30,34
1813,37,21,84,119
1807,25,17,60,76
1818,42,21,84,119
1804,15,3,0,0
1814,44,33,249,457
1810,43,36,258,494
1810,36,27,159,264
1810,40,33,225,418
1808,28,12,30,34
1818,49,39,346,696
1804,25,15,45,55
1800,6,3,0,0
1800,6,3,0,0
1801,13,12,30,34
1800,13,12,30,34
1800,17,12,42,49
1810,29,12,42,49
1818,46,41,339,710
1814,44,39,306,635
1810,33,21,84,119
1821,51,42,387,860
1810,29,12,30,34
1814,45,39,300,608
1810,30,12,30,34
1810,33,18,63,83
1813,33,15,54,70
1823,52,43,414,911
1810,33,18,63,83
1810,25,3,0,0
1816,43,27,135,219
1802,17,9,18,19
1802,16,6,9,0
1802,14,0,0,0
1803,23,15,45,55
1800,13,12,30,34
1810,42,36,267,532
1819,50,42,381,826
1810,37,30,192,340
1809,29,18,63,83
1818,47,33,222,404
1806,20,9,18,19
1806,20,9,18,19
1814,35,15,45,55
1800,2,0,0,0
1800,16,15,54,70
1800,15,15,45,55
1800,7,3,0,0
1800,16,15,45,55
1800,13,12,30,34
1814,36,21,84,119
1800,15,9,18,19
1802,20,15,55,70
1800,12,3,0,0
1800,17,15,45,55
1800,5,3,0,0
1813,31,9,18,19
1818,47,38,300,608
1804,24,15,45,55
1816,38,15,54,70
1804,25,9,18,19
1803,16,6,9,0
1804,18,12,30,34
1803,16,9,18,19
1800,3,0,0,0
1801,16,9,27,24
1800,12,9,18,19
1801,9,3,0,0
1800,16,15,45,55
1800,8,6,9,0
1800,15,12,30,34
1814,37,12,30,34
1800,9,3,0,0
1800,7,3,0,0
1801,13,6,9,0
1801,15,12,30,34
1800,16,9,27,24
1800,15,9,27,21
1800,12,9,18,19
1814,35,9,18,19
1800,3,3,0,0
1800,16,9,27,24
1800,9,9,18,19
1800,9,9,18,19
1800,0,0,0,0
1800,9,9,18,19
1800,0,0,0,0
1800,1,0,0,0
1800,15,0,0,0
1800,4,0,0,0
1800,0,0,0,0
1800,6,6,9,0
1800,6,6,9,0
1800,6,6,9,0
1800,6,6,9,0
1800,13,6,9,0
1800,7,6,9,0
1800,0,0,0,0
1800,2,0,0,0
1800,4,3,0,0
1800,0,0,0,0
1800,6,3,0,0
1800,14,9,18,19
1800,3,3,0,0
1800,12,12,30,34
1800,4,3,0,0
1800,10,9,18,19
1800,14,3,0,0
1800,15,6,9,0
1800,3,0,0,0
1800,6,6,9,0
1800,6,6,9,0
1800,11,9,18,19
1800,6,6,9,0
1800,6,6,9,0
1800,12,12,30,34
1800,12,12,30,34
1800,12,12,30,34
1800,8,3,0,0
1800,2,0,0,0
1800,0,0,0,0
1800,6,6,9,0
1800,15,6,9,0
1800,13,6,9,0
1800,7,6,9,0
1800,17,9,18,19
1800,12,12,30,34
1800,12,12,30,34
1800,6,3,0,0
1800,6,6,9,0
1800,12,12,30,34
1800,6,6,9,0
1800,11,9,18,19
1800,14,9,18,19
1800,0,0,0,0
761,20,18,63,83
1488,70,18,63,83
1386,63,18,63,83
765,20,18,63,83
765,20,18,63,83
1242,20,18,63,83
1060,20,18,63,83
99,20,18,63,83
99,20,18,63,83
1639,88,18,63,83
1243,20,18,63,83
1243,20,18,63,83
1062,20,18,63,83
1062,20,18,63,83
106,20,18,63,83
1663,50,6,9,0
1839,106,6,9,0
1250,43,6,9,0
566,3,0,0,0
1599,1,0,0,0
1658,45,12,30,34
1689,63,48,558,1502
1796,82,49,492,1211
1730,69,51,593,1601
1767,80,51,588,1636
1655,48,21,105,155
1701,60,25,132,209
1687,62,48,480,1140
1671,57,38,309,632
1686,59,41,339,712
1756,98,45,407,938
1732,73,50,504,1306
1670,55,36,274,542
1676,58,43,446,1021
1667,52,27,163,273
1657,45,12,30,34
1666,52,31,222,405
1948,111,54,636,1732
1656,48,21,123,183
1678,58,36,297,597
1868,110,52,630,1653
1685,60,43,409,973
1663,52,28,183,331
1736,73,51,627,1674
1722,68,52,618,1664
1661,48,21,84,119
1718,67,50,554,1463
1655,42,3,0,0
1655,42,0,0,0
1655,42,3,0,0
1656,44,9,18,19
1657,47,15,54,70
1680,59,42,398,882
1661,47,15,50,61
1657,44,10,27,24
1661,46,18,63,83
1662,50,24,132,209
1658,48,18,81,111
1655,43,3,0,0
1042,35,12,30,34
1362,47,12,30,34
1011,44,20,90,132
1368,50,20,81,111
602,26,15,45,55
879,39,20,81,111
864,40,20,90,132
724,31,18,63,83
1148,55,45,432,994
1052,61,48,538,1388
1110,59,48,528,1370
940,53,45,438,1024
846,47,37,294,587
1121,52,42,348,757
1056,56,46,488,1211
880,50,42,380,831
817,41,30,192,340
765,33,12,35,40
1436,63,49,558,1437
880,47,36,297,597
1313,59,48,553,1361
928,51,42,408,928
810,42,28,176,302
1056,61,48,556,1426
1017,60,49,558,1437
1006,57,48,521,1312
905,50,41,335,705
764,33,12,29,30
777,38,18,81,111
765,33,11,27,30
760,31,9,18,19
1225,58,46,438,1020
1292,63,45,443,1055
1153,48,25,132,209
1145,54,45,396,903
1127,51,39,303,623
1293,62,45,406,938
1234,61,46,417,1012
1110,49,39,306,637
1079,41,27,142,237
1041,33,12,30,34
1571,82,49,492,1211
1110,47,35,231,441
1483,74,49,492,1211
1233,61,47,482,1161
1208,58,47,474,1110
1204,55,45,404,958
1037,31,3,0,0
1036,31,3,0,0
1055,37,15,45,55
1055,37,18,63,83
1038,31,9,18,19
1041,32,9,18,19
1050,35,15,45,55
1191,64,51,564,1497
918,40,21,105,155
1045,57,46,480,1140
966,48,36,276,554
1017,51,40,339,712
1196,55,42,351,770
1139,58,48,491,1211
960,47,36,261,506
996,52,44,447,1021
944,46,32,222,405
1497,67,51,592,1554
923,41,21,123,183
1379,64,51,586,1481
1028,53,42,384,895
939,45,29,183,330
1133,65,51,587,1531
1103,61,51,590,1553
1097,61,48,556,1438
1006,52,42,398,882
932,41,24,132,209
918,39,18,81,111
907,34,9,21,19
1123,49,24,108,164
1107,58,46,435,1007
1051,51,37,309,632
1090,53,39,303,621
1209,60,48,461,1178
1042,49,36,274,542
1070,54,43,447,1021
1036,46,24,129,200
1023,47,31,222,405
1539,78,52,588,1588
1072,51,36,264,519
1442,72,51,585,1514
1097,55,42,409,973
1021,47,27,171,290
1200,66,50,580,1535
1172,63,51,583,1522
1166,62,48,513,1360
997,37,9,18,19
1002,41,15,45,55
1080,56,42,398,882
1009,42,15,50,61
997,38,9,18,19
1013,45,24,135,219
997,39,9,18,19
995,37,3,0,0
995,37,3,0,0
1004,41,15,54,70
1364,47,12,35,40
1233,39,12,35,40
853,37,12,35,40
543,15,9,18,19
748,34,21,84,119
929,36,21,105,155
551,24,21,84,119
926,45,21,105,155
853,40,21,105,155
527,15,6,9,0
1124,49,24,108,164
1065,49,25,132,209
1446,60,25,132,209
1322,52,25,132,209
1070,48,24,132,209
778,15,9,18,19
784,17,9,18,19
881,46,39,303,623
1118,51,42,351,770
1052,53,45,438,1024
1432,61,48,480,1140
1310,59,48,480,1140
903,47,42,315,679
1055,58,46,480,1140
1010,57,46,480,1140
756,34,21,84,119
998,55,45,438,1024
881,47,40,306,637
748,31,15,45,55
624,26,15,45,55
1389,57,38,282,577
745,39,33,198,363
1265,50,37,282,577
672,35,27,135,219
977,54,38,294,587
928,47,36,267,532
906,48,36,276,554
645,32,24,108,164
611,23,9,18,19
1099,47,36,234,454
822,43,33,228,429
1419,60,41,339,712
1298,55,41,339,712
1027,54,40,339,712
990,51,39,339,712
850,42,35,228,429
1201,60,42,339,769
1055,36,24,126,192
1549,70,45,407,938
1083,45,33,198,363
1449,64,45,406,938
1204,58,43,398,893
1176,55,42,384,848
1171,53,42,327,724
1017,30,12,30,34
1025,31,18,63,83
1007,26,9,18,19
1006,23,0,0,0
1006,23,0,0,0
1005,49,42,348,755
962,40,25,132,209
1503,69,50,501,1254
931,37,21,123,183
1394,64,48,501,1254
1032,50,42,354,784
952,41,27,146,247
1148,60,48,497,1262
1118,58,48,483,1156
1112,57,46,489,1257
1014,49,41,309,650
1360,49,17,67,86
735,31,15,54,70
923,44,17,67,86
534,18,12,30,34
517,14,9,18,19
514,11,6,9,0
741,42,36,261,506
663,31,21,84,119
663,35,28,162,274
1388,55,36,274,542
1260,48,35,244,477
969,50,35,231,441
921,47,36,261,506
901,47,35,244,477
778,40,33,225,418
716,39,30,222,405
1401,58,45,446,1021
1280,54,42,419,934
847,45,39,303,625
1003,55,42,419,934
962,53,42,446,1021
948,51,42,384,845
827,45,36,325,663
1384,52,27,163,273
1258,46,27,163,273
563,14,3,0,0
885,44,27,153,245
590,24,18,63,83
563,13,0,0,0
846,36,12,30,34
502,9,6,9,0
1380,52,30,222,405
780,39,30,165,285
899,45,30,222,405
755,37,28,162,274
575,22,9,18,19
863,34,12,30,34
502,8,3,0,0
502,8,3,0,0
1405,58,37,297,597
1686,95,54,631,1653
1419,61,43,409,973
1359,45,9,18,19
1489,75,54,627,1623
1484,67,51,618,1664
1369,50,21,84,119
1479,65,50,553,1415
1362,49,15,59,76
1406,59,42,398,882
1369,49,15,45,55
1369,49,18,63,83
1370,51,24,135,219
1360,46,9,18,19
1360,46,9,18,19
1360,46,9,21,19
1360,46,9,18,19
1361,48,15,59,76
1359,45,9,18,19
1359,44,3,0,0
1359,43,0,0,0
1233,44,21,84,119
596,27,18,63,83
932,46,21,123,183
856,41,21,123,183
1282,53,36,297,597
846,42,33,198,363
1002,54,37,297,597
961,48,36,297,597
1306,54,42,388,907
1386,67,51,622,1623
1361,64,51,613,1580
1239,44,21,84,119
1356,64,48,552,1415
1286,55,42,378,817
1239,41,15,45,55
1239,41,18,63,83
1241,44,24,135,219
1233,40,15,59,76
1228,33,3,0,0
1035,57,42,387,862
995,53,42,409,928
986,51,42,354,829
720,27,9,18,19
734,31,15,54,70
759,36,24,108,164
915,42,9,18,19
952,47,28,183,330
875,45,28,180,317
598,23,9,18,19
598,27,18,63,83
566,16,3,0,0
1112,63,51,614,1580
1107,62,48,552,1402
923,44,15,59,76
1015,55,42,378,817
927,45,18,81,111
916,43,9,18,19
916,41,9,18,19
915,40,3,0,0
915,40,3,0,0
915,41,9,18,19
915,41,3,0,0
915,41,6,9,0
915,39,6,9,0
915,39,3,0,0
1082,60,48,553,1337
979,52,42,398,882
870,38,18,63,83
860,33,9,18,19
857,31,3,0,0
857,31,3,0,0
857,31,3,0,0
857,33,3,0,0
966,51,41,342,729
866,42,24,135,219
853,38,15,59,76
839,32,3,0,0
529,14,6,9,0
534,16,9,27,24
509,12,9,18,19
564,20,12,30,34
535,16,9,27,24
499,6,3,0,0
505,9,9,18,19
491,3,3,0,0
492,4,3,0,0
497,8,6,9,0
496,7,3,0,0
1762,73,19,81,111
1603,19,12,42,49
1649,56,21,97,138
1703,96,21,86,127
1709,80,21,97,138
1607,23,16,60,76
1621,38,21,97,138
1603,18,6,9,0
1624,43,18,81,114
1760,72,12,30,34
1923,107,12,30,34
1785,79,45,432,1015
1639,40,21,84,119
1699,67,48,566,1492
1748,78,48,558,1474
1658,57,46,477,1128
1647,49,37,294,587
1731,98,42,348,757
1706,69,48,488,1211
1650,52,42,380,831
1645,48,36,270,545
1642,44,30,192,340
1938,110,50,592,1541
1652,51,36,297,597
1857,110,48,592,1465
1656,55,43,408,928
1639,43,28,176,302
1710,65,50,592,1530
1689,63,49,592,1541
1686,61,48,560,1416
1630,30,6,9,0
1652,54,41,371,796
1632,33,11,27,24
1630,31,6,9,0
1630,29,0,0,0
1633,39,18,81,111
1792,80,45,397,893
1764,73,19,81,111
1765,74,22,144,219
1806,82,48,504,1199
1832,89,51,569,1436
1793,83,48,477,1108
1765,74,21,137,210
1793,81,45,447,1005
1782,80,48,451,1058
1779,79,44,441,1001
1824,102,55,707,1836
1761,72,13,54,64
1808,84,54,675,1689
1764,73,18,63,83
1757,70,6,9,0
1773,76,39,306,637
1758,73,20,99,139
1834,92,48,524,1236
1766,74,24,135,211
1771,77,38,294,594
1763,73,18,63,83
1768,74,27,171,298
1764,73,18,70,93
1764,74,21,102,147
1969,116,60,772,2122
1764,73,21,84,119
1775,77,38,323,671
1919,115,60,747,2021
1757,71,6,9,0
1762,73,18,63,83
1811,83,51,561,1388
1797,82,48,491,1192
1800,81,45,414,915
1778,78,40,333,713
1794,80,46,440,1048
1766,74,24,135,211
1757,70,3,0,0
1765,74,24,160,256
1760,72,18,63,83
1769,76,39,311,656
1757,70,6,10,0
1770,76,39,317,664
1759,72,12,30,34
1757,70,3,0,0
1758,71,6,9,0
1761,72,12,30,34
1758,72,6,9,0
1757,70,0,0,0
1764,73,18,72,91
1757,71,3,0,0
1762,72,18,63,83
1758,72,12,30,34
1764,73,19,94,131
1761,72,15,45,55
1758,72,6,9,0
1774,78,42,365,801
1760,72,18,63,83
1757,70,0,0,0
1761,72,12,42,49
1760,72,12,30,34
1758,76,33,243,482
1686,68,47,522,1312
1682,62,45,498,1203
1664,55,28,180,300
1744,98,48,523,1322
1717,69,45,477,1088
1652,55,42,402,922
1753,87,48,552,1413
1647,48,24,144,234
1643,47,20,93,157
1947,109,48,525,1252
1865,110,45,418,950
1694,68,48,544,1420
1641,42,12,30,34
1663,57,41,333,690
1647,46,24,135,211
1639,41,3,0,0
1645,52,36,314,612
1640,43,12,42,49
1651,54,42,349,746
1653,55,42,370,794
1643,47,27,135,219
1646,53,40,342,725
1648,50,33,235,440
1640,42,6,9,0
1640,42,15,54,70
1641,43,15,61,76
1642,44,18,83,110
1659,53,22,105,155
1646,51,38,300,608
1640,42,15,45,55
1641,44,13,51,59
1640,42,12,30,34
1641,44,15,54,64
1659,60,45,477,1171
1615,23,9,27,21
1621,30,9,18,19
1601,13,3,0,0
1721,71,20,81,111
1609,21,18,63,83
1924,108,20,81,111
1842,107,20,81,111
1604,16,12,30,34
1629,39,18,63,83
1603,14,9,18,19
1603,15,9,27,19
1644,54,12,42,49
1698,96,12,42,49
1701,79,12,42,49
1599,8,3,0,0
1621,40,12,30,34
1722,71,22,144,219
1613,26,21,84,119
1632,37,21,84,119
1611,24,21,84,119
1924,108,22,144,219
1843,107,22,144,219
1663,49,21,105,155
1777,82,53,628,1732
1663,54,21,105,155
1695,65,50,557,1347
1681,60,36,276,554
1693,64,42,405,876
1766,100,44,417,925
1744,75,50,512,1285
1680,57,36,261,506
1687,62,45,447,1021
1774,87,33,226,408
1679,59,38,270,581
1665,54,21,108,160
1665,52,12,30,34
1663,51,9,18,19
1675,57,33,222,405
1951,112,55,663,1838
1664,54,21,123,183
1669,54,21,84,119
1875,112,54,657,1754
1693,64,44,384,895
1669,57,29,182,336
1749,73,52,648,1724
1731,70,52,622,1654
1725,70,51,603,1596
1667,53,16,60,76
1666,52,15,45,55
1663,50,9,18,19
1665,52,21,84,119
1663,50,6,9,0
1663,50,9,18,19
1689,64,44,447,1027
1663,50,0,0,0
1663,50,6,9,0
1663,53,15,56,70
1663,50,0,0,0
1663,50,3,0,0
1669,55,24,132,209
1663,50,3,0,0
1663,50,3,0,0
1666,54,18,81,111
1663,50,3,0,0
1720,70,15,45,55
1718,70,12,35,38
1722,71,21,136,210
1759,78,33,223,402
1746,78,48,521,1244
1730,72,37,309,632
1742,77,43,410,908
1780,83,51,550,1421
1729,72,36,274,542
1736,75,45,447,1021
1810,90,39,336,679
1724,71,21,102,147
1728,72,38,270,581
1728,72,26,162,256
1722,71,18,63,83
1716,69,9,18,19
1722,71,21,102,147
1726,71,32,222,405
1961,115,60,693,2052
1737,75,37,314,619
1905,114,59,691,1975
1717,69,12,35,38
1721,71,18,63,83
1744,77,45,420,1001
1718,70,12,30,34
1722,71,27,163,275
1785,83,52,644,1724
1767,80,51,615,1623
1767,78,34,270,534
1741,74,30,191,377
1765,79,49,581,1508
1723,71,21,102,147
1718,69,18,63,83
1719,70,12,30,34
1717,69,12,30,34
1722,71,21,99,139
1717,69,6,9,0
1718,70,6,9,0
1716,69,3,0,0
1726,71,21,84,119
1719,70,15,45,55
1717,69,9,18,19
1716,68,6,9,0
1716,69,3,0,0
1719,69,21,84,119
1717,69,3,0,0
1718,70,15,45,55
1716,69,3,0,0
1739,76,45,471,1101
1722,70,15,50,61
1718,69,9,18,19
1716,68,3,0,0
1722,70,25,132,209
1717,70,6,9,0
1716,69,3,0,0
1716,68,0,0,0
1718,70,12,30,34
1707,80,15,45,55
1923,108,15,45,55
1841,107,15,45,55
1616,24,12,42,49
1613,24,12,30,34
1840,106,12,42,49
1658,47,12,30,34
1698,96,9,18,19
1922,106,9,18,19
1627,40,21,84,119
1667,57,21,105,155
1601,24,21,84,119
1670,51,21,105,155
1651,46,21,105,155
1686,68,48,531,1321
1671,64,30,215,373
1743,100,51,608,1615
1718,74,48,522,1201
1647,56,20,99,139
1658,63,42,439,1033
1753,89,51,570,1507
1650,57,21,115,165
1660,65,42,397,848
1945,110,51,579,1487
1664,63,27,186,323
1865,110,48,477,1127
1722,68,30,231,398
1703,66,27,170,288
1697,69,48,522,1312
1668,64,39,332,710
1649,56,15,56,70
1651,58,21,102,147
1651,61,39,346,696
1646,55,18,63,83
1644,55,18,83,110
1658,64,43,384,867
1646,55,12,42,49
1659,64,44,414,911
1649,57,27,135,219
1645,54,12,30,34
1652,61,42,381,826
1643,54,3,0,0
1654,60,33,233,425
1644,54,6,9,0
1643,54,0,0,0
1647,55,12,30,34
1646,55,12,42,49
1646,54,12,42,49
1643,54,0,0,0
1651,60,39,300,608
1650,58,21,123,183
1644,54,6,9,0
1648,56,18,63,83
1645,55,12,30,34
1643,54,0,0,0
1643,54,0,0,0
1665,67,48,526,1338
1646,56,18,78,104
1643,54,6,9,0
1646,55,12,42,49
1646,55,9,18,19
1840,106,12,38,38
1602,14,10,27,27
1608,18,10,27,27
1603,14,7,13,0
1714,81,19,81,111
1617,28,19,81,111
1612,24,21,84,119
1924,108,21,137,210
1843,108,21,137,210
1614,26,19,81,111
1744,98,50,547,1365
1717,70,48,510,1179
1639,42,9,18,19
1652,54,42,404,923
1754,87,49,540,1342
1655,53,42,365,758
1946,109,51,566,1391
1864,110,45,430,937
1723,62,27,180,299
1695,64,46,499,1203
1663,54,39,330,701
1642,43,12,42,49
1639,40,3,0,0
1639,42,12,30,34
1639,42,9,18,19
1640,45,18,63,83
1651,53,42,384,867
1639,42,3,0,0
1653,53,42,375,799
1643,47,27,135,219
1639,42,9,18,19
1647,52,40,342,726
1639,40,3,0,0
1641,43,12,30,34
1648,50,31,216,399
1640,42,12,30,34
1640,43,12,30,34
1642,45,18,63,83
1647,50,36,264,520
1643,46,21,123,189
1641,45,15,54,70
1659,59,45,481,1163
1640,44,14,54,64
1653,53,41,359,763
1729,98,44,405,904
1701,68,48,453,1072
1631,39,18,63,83
1641,49,37,270,581
1629,40,19,81,111
1934,109,51,572,1397
1855,108,51,572,1397
1652,54,42,328,727
1627,33,3,0,0
1706,64,50,557,1347
1687,62,48,519,1244
1684,57,27,171,270
1632,40,21,84,119
1684,62,48,511,1218
1629,38,15,45,55
1627,33,0,0,0
1627,33,0,0,0
1628,38,21,84,119
1648,53,42,352,762
1627,33,3,0,0
1627,33,6,9,0
1628,36,12,33,34
1927,108,38,282,577
1635,42,33,198,363
1847,108,37,282,577
1621,34,27,135,219
1688,58,39,294,587
1673,56,36,267,532
1667,55,36,276,554
1616,22,9,18,19
1620,32,24,108,164
1727,96,40,368,757
1645,48,33,228,429
1734,83,33,274,520
1934,109,45,463,1102
1855,109,45,463,1102
1701,61,42,396,856
1686,59,41,361,785
1682,57,30,205,351
1632,37,19,81,111
1648,49,36,283,545
1628,30,9,18,19
1626,27,6,9,0
1627,31,12,30,34
1769,102,54,701,1806
1698,96,9,18,19
1700,96,20,99,139
1699,96,9,18,19
1715,96,42,439,1033
1799,103,52,621,1629
1699,96,9,27,19
1698,96,3,0,0
1701,96,18,78,104
1717,97,42,397,842
1704,96,18,63,83
1712,96,24,126,192
1698,96,9,18,19
1700,96,12,30,34
1959,117,57,774,2187
1722,96,36,291,576
1896,116,56,693,1858
1699,96,6,9,0
1700,96,9,18,19
1698,96,6,9,0
1698,96,6,9,0
1698,96,9,21,19
1698,96,6,9,0
1774,100,47,476,1111
1758,100,45,408,911
1698,96,9,18,19
1756,98,48,535,1353
1724,98,40,334,744
1751,98,42,360,812
1707,96,21,102,147
1699,96,9,18,19
1699,96,12,30,34
1707,96,39,346,696
1698,96,3,0,0
1700,96,18,63,83
1698,96,3,0,0
1698,96,18,83,110
1698,96,6,9,0
1698,96,0,0,0
1701,96,12,42,49
1715,96,42,384,867
1715,96,44,413,911
1704,96,27,140,225
1708,96,42,381,826
1710,96,33,233,425
1699,96,12,30,34
1700,96,12,30,34
1700,96,12,42,49
1698,96,6,9,0
1698,96,6,9,0
1700,96,12,30,34
1698,96,0,0,0
1707,96,38,300,608
1698,96,0,0,0
1698,96,9,27,21
1698,96,6,11,0
1698,96,6,9,0
1698,96,0,0,0
1698,96,0,0,0
1704,96,22,123,183
1698,96,0,0,0
1698,96,0,0,0
1699,96,12,30,34
1698,96,6,9,0
1699,96,12,30,34
1704,96,18,78,104
1698,96,3,0,0
1698,96,3,0,0
1698,96,0,0,0
1701,96,15,45,55
1698,96,6,9,0
1698,96,3,0,0
1698,96,0,0,0
1722,98,48,531,1323
1700,96,18,78,104
1671,57,12,30,34
1611,22,12,30,34
1607,17,12,30,34
1841,106,13,54,64
1602,9,3,0,0
1602,9,0,0,0
1690,63,42,348,755
1684,63,42,378,802
1778,90,51,576,1386
1674,59,18,78,104
1687,64,40,354,719
1669,57,9,18,19
1681,60,25,132,209
1951,112,60,797,2196
1668,58,21,123,183
1673,58,18,81,111
1877,112,57,724,1887
1667,55,6,9,0
1698,66,45,386,858
1675,59,27,146,247
1757,76,51,534,1351
1734,72,50,497,1200
1728,71,48,506,1145
1667,55,6,9,0
1694,64,39,329,716
1728,70,49,492,1257
1676,59,22,105,155
1673,58,16,72,91
1668,56,9,18,19
1675,61,36,282,535
1670,57,12,42,49
1683,63,40,339,738
1676,61,39,339,711
1668,57,12,30,34
1693,65,42,354,764
1676,61,36,267,532
1667,55,9,18,19
1673,59,21,108,161
1670,57,12,30,34
1667,54,9,18,19
1692,67,45,450,999
1669,57,12,42,49
1670,56,12,42,49
1600,10,9,18,19
1924,108,18,63,83
1842,107,18,63,83
1657,46,18,66,86
1651,43,6,9,0
1632,43,36,261,506
1626,33,21,84,129
1624,35,28,162,274
1927,108,36,274,542
1847,108,36,244,477
1687,56,35,231,441
1671,55,36,261,506
1666,54,35,244,477
1616,27,18,63,83
1634,43,33,225,418
1621,33,18,63,83
1628,39,31,222,405
1930,108,45,446,1021
1851,108,42,419,934
1643,51,39,303,640
1693,60,43,419,934
1679,59,44,446,1021
1673,57,42,384,855
1619,30,18,63,83
1639,49,38,325,663
1704,80,18,81,111
1621,32,20,99,139
1839,106,20,99,139
1659,49,18,63,83
1622,42,18,63,83
1720,81,42,439,1033
1630,47,37,288,561
1930,108,42,407,883
1639,47,18,63,83
1664,57,42,405,937
1613,25,3,0,0
1621,45,36,285,549
1627,46,39,306,635
1628,47,39,300,608
1617,38,27,135,219
1621,46,42,381,826
1622,42,30,192,340
1613,23,3,0,0
1621,44,38,300,608
1613,25,3,0,0
1634,54,42,408,957
1711,80,15,45,55
1710,80,21,120,190
1705,80,15,45,55
1723,82,42,397,848
1712,81,18,63,83
1967,114,54,630,1646
1728,81,27,183,316
1910,113,50,535,1311
1763,88,48,553,1413
1732,85,41,362,776
1701,79,3,0,0
1701,80,9,18,19
1714,81,21,140,223
1714,81,39,346,696
1704,80,18,63,83
1701,79,3,0,0
1701,79,18,78,104
1705,80,12,42,49
1703,79,12,30,34
1720,81,43,384,867
1703,80,12,42,49
1701,79,6,10,0
1720,82,44,414,911
1711,80,27,140,225
1701,79,9,18,19
1701,79,3,0,0
1715,81,42,381,826
1716,81,33,246,461
1702,80,12,30,34
1704,79,15,54,70
1705,80,15,61,76
1701,79,0,0,0
1701,79,6,9,0
1703,80,12,42,49
1701,79,0,0,0
1701,79,3,0,0
1730,82,27,177,288
1714,81,39,300,608
1701,79,3,0,0
1701,79,0,0,0
1701,79,9,27,21
1703,79,15,45,55
1711,80,21,123,189
1708,80,18,63,83
1701,79,0,0,0
1705,79,12,30,34
1702,80,12,30,34
1702,80,12,30,34
1711,81,16,60,76
1705,80,15,54,70
1701,79,6,9,0
1706,79,14,46,52
1704,80,10,27,24
1728,85,48,528,1338
1701,79,3,0,0
1704,80,18,78,104
1703,79,12,42,49
1702,80,9,21,19
1704,79,14,54,64
1925,108,21,123,183
1845,107,24,144,224
1660,50,23,135,206
1616,26,18,63,83
1621,34,21,84,119
1611,24,12,42,49
1609,21,12,30,34
1628,43,21,84,119
1923,107,18,78,104
1608,21,18,63,83
1662,49,18,63,83
1621,38,18,78,103
1843,106,21,99,138
1656,49,19,81,111
1604,19,15,45,55
1604,20,15,45,55
1603,18,15,45,55
1625,43,19,92,125
1600,7,3,0,0
1927,108,37,270,545
1846,108,37,270,545
1686,57,37,270,545
1671,56,38,270,581
1666,55,37,270,581
1616,23,12,30,34
1616,27,21,84,119
1634,45,36,234,490
1922,107,21,108,160
1627,41,18,81,111
1654,48,21,99,139
1932,108,42,365,758
1851,109,39,287,566
1642,48,35,252,471
1621,37,15,45,55
1617,31,10,27,21
1625,45,33,213,372
1617,36,18,78,104
1630,46,38,297,595
1631,48,39,319,633
1617,34,12,35,38
1625,46,36,261,506
1617,32,6,9,0
1617,36,15,45,52
1617,30,9,18,19
1617,31,12,30,34
1617,31,12,30,34
1617,31,9,27,19
1638,53,42,364,765
1618,36,18,78,104
1924,108,18,63,83
1842,108,18,63,83
1839,106,9,27,21
1923,107,6,9,0
1839,106,6,9,0
1927,108,27,183,329
1846,108,27,183,329
1613,23,9,18,19
1611,22,6,9,0
1663,50,27,153,245
1617,29,19,78,104
1611,19,9,18,19
1617,27,18,78,104
1611,19,9,18,19
1924,108,18,63,83
1843,107,18,70,93
1629,39,18,63,83
1604,13,6,9,0
1603,10,3,0,0
1599,9,9,18,19
1599,9,9,18,19
1599,3,3,0,0
1599,3,3,0,0
1840,106,12,33,34
1603,13,6,9,0
1600,10,3,0,0
1653,44,12,30,34
1923,108,21,102,147
1843,107,21,102,147
1603,14,9,18,19
1603,16,9,27,19
1606,18,12,30,34
1839,106,9,21,19
1651,47,9,18,19
1602,13,6,9,0
1926,107,31,222,405
1634,45,30,165,285
1667,53,31,222,405
1630,40,28,162,274
1923,107,20,85,114
1924,108,21,84,119
1931,108,42,386,812
2011,125,66,817,2573
1924,108,18,63,83
1933,108,47,440,1042
1949,112,57,693,1936
1950,110,55,662,1826
1951,110,49,552,1335
1923,107,6,9,0
1924,108,21,91,129
1937,109,40,330,711
1946,110,51,607,1563
1922,106,9,18,19
1924,107,18,89,116
1923,107,13,54,64
1922,106,18,63,83
1923,107,15,50,61
1923,107,12,43,43
1922,106,3,0,0
1922,106,12,35,39
1925,108,24,160,256
1923,107,9,18,19
1923,107,6,9,0
1923,107,6,9,0
1923,107,12,30,34
1930,108,42,387,888
1922,107,3,0,0
1922,106,9,18,19
1931,108,42,382,820
1923,107,9,18,19
1927,108,41,342,726
1922,106,3,0,0
1923,107,12,30,34
1927,108,31,216,399
1923,107,15,45,55
1922,107,3,0,0
1923,107,12,30,34
1923,107,12,30,34
1922,106,9,18,19
1922,106,15,54,70
1922,106,3,0,0
1933,108,45,473,1101
1926,108,36,264,520
1922,106,0,0,0
1922,106,3,0,0
1922,106,3,0,0
1925,107,18,72,91
1924,107,21,123,183
1923,107,6,9,0
1922,106,3,0,0
1923,107,18,63,83
1924,108,19,94,131
