"0,2-d","1,2-d","3,2-d","4,2-d","5,2-d"
1608,65,36,513,2850
1761,74,39,585,3344
1159,38,24,234,855
2307,102,42,639,3629
2112,93,45,702,3990
1528,71,42,639,3629
1317,51,33,459,2565
1152,36,24,234,855
1193,38,24,207,684
1338,52,24,243,950
1083,22,9,27,19
1212,72,60,1359,11856
1077,48,27,324,1596
1521,86,66,1557,13832
1373,70,54,1179,10051
1044,62,54,1134,9310
1526,104,69,1611,14098
902,42,21,180,570
2072,83,60,1359,11856
1877,80,54,1062,7980
1293,88,69,1611,14098
1082,62,42,756,5510
992,55,45,810,5643
1029,61,45,891,7277
1047,62,48,963,7676
911,43,27,324,1596
993,54,45,891,7277
958,51,36,558,3458
966,52,42,774,5852
1136,73,63,1422,12331
1450,78,60,1359,11856
1302,73,57,1197,9823
973,63,54,1080,8417
1455,95,66,1503,12882
2001,81,63,1422,12293
1806,72,51,981,7372
1222,93,69,1548,13072
1011,63,45,801,5719
958,58,45,891,7277
976,59,48,909,6935
840,45,30,360,1710
922,54,42,792,6270
887,52,39,549,3116
818,41,18,135,380
895,51,39,675,4864
1065,69,57,1251,10697
777,30,9,27,19
821,42,21,171,494
1315,54,27,324,1596
1320,66,33,441,2280
1866,64,33,441,2280
1671,59,33,441,2280
1087,63,33,441,2280
897,35,21,189,665
633,12,0,0,0
1611,85,57,1233,10336
1282,63,54,1134,9310
1764,113,69,1566,13832
2310,99,63,1395,11970
2115,88,54,1071,8075
1531,92,69,1593,13946
1320,63,45,819,5871
1155,44,24,234,855
1230,56,45,810,5643
1267,60,45,891,7277
1285,64,51,1008,7866
1149,46,27,324,1596
1231,56,45,891,7277
1196,55,36,558,3458
1204,53,42,774,5852
1374,78,60,1377,12141
1085,30,6,9,0
1134,60,48,909,6954
1616,96,66,1386,11267
2162,91,60,1251,10108
1967,83,51,945,6726
1383,88,66,1386,11267
1172,62,45,801,5586
1007,43,24,243,950
1082,52,39,630,4066
1119,56,42,774,5890
1083,53,42,783,6080
1193,48,21,189,665
1056,50,39,684,5035
964,35,12,54,76
1226,65,51,1071,8892
982,38,18,135,380
1287,78,57,1188,9557
1833,64,51,999,7828
1054,79,57,1188,9557
753,49,39,648,4351
790,49,39,693,5225
808,51,39,675,4864
672,40,30,360,1710
754,50,45,891,7277
719,44,33,477,2812
727,48,42,774,5852
897,60,51,1053,8626
653,35,21,171,494
1145,60,30,261,760
2315,105,69,1566,13319
2120,97,60,1224,9253
1116,52,15,63,57
1536,127,96,1962,15827
1325,83,51,891,6308
1235,70,45,810,5643
1101,47,12,54,76
1272,75,45,891,7277
1290,77,48,963,7676
1154,62,33,378,1729
1236,70,45,891,7277
1201,67,39,612,3743
1107,50,18,117,247
1112,52,21,144,304
1346,57,24,243,950
1209,68,42,774,5852
1102,48,15,90,190
1117,51,15,72,95
1119,53,18,99,152
1379,92,66,1440,12350
1091,44,9,27,19
1090,43,6,9,0
1135,56,21,171,494
1094,46,9,27,19
1087,42,6,9,0
1082,38,0,0,0
1713,49,27,288,1140
1518,50,33,360,1387
514,28,18,108,209
934,66,39,414,1444
558,31,18,135,380
670,37,21,189,665
530,31,21,144,304
515,28,18,117,247
777,44,21,189,665
500,24,15,90,190
1496,42,21,180,570
912,56,21,180,570
483,21,15,90,190
488,22,15,90,190
478,20,15,90,190
755,41,18,135,380
2666,136,60,1152,8664
2082,97,75,1674,13889
1871,68,42,756,5529
1818,60,48,945,7562
1836,63,45,864,6745
1782,56,42,792,6270
1747,54,36,531,3097
1892,61,24,243,950
1755,54,39,675,4864
1925,72,57,1233,10450
1681,41,18,135,380
1630,28,3,0,0
1887,89,66,1350,9937
1676,67,51,954,6840
1511,45,30,333,1330
1586,52,33,459,2527
1623,57,39,639,4275
1641,61,45,747,4902
1552,50,33,441,2280
1483,41,21,162,437
1697,55,24,243,950
1730,69,51,945,6802
1435,26,3,0,0
883,55,24,153,266
479,23,15,90,190
464,22,18,108,209
466,18,9,27,19
449,18,15,90,190
1092,80,51,909,6441
1002,70,45,810,5643
1039,71,48,945,7562
1057,75,51,1008,7866
921,61,33,378,1729
1003,69,45,891,7277
968,66,39,612,3743
899,59,30,252,665
1113,56,24,243,950
976,68,42,774,5852
884,55,24,171,342
886,53,15,72,95
1146,85,69,1494,12635
858,45,9,27,19
858,45,9,27,19
858,45,9,27,19
858,45,9,27,19
869,49,15,90,190
902,55,21,171,494
861,46,9,27,19
854,43,6,9,0
662,30,12,54,76
497,21,12,54,76
716,43,30,315,1197
791,47,30,396,2128
657,31,15,81,133
846,54,42,657,4047
688,37,18,135,380
652,29,12,54,76
675,35,18,108,190
935,58,39,666,4655
681,35,18,135,380
401,4,3,0,0
756,47,36,540,3211
702,45,36,576,3819
667,39,30,387,1995
675,42,36,567,3667
845,55,45,810,5643
428,13,12,54,76
451,17,15,81,133
793,50,42,774,5890
739,45,39,693,5225
882,57,48,945,7562
757,47,39,675,4864
653,34,18,135,380
900,60,48,963,7676
764,43,27,324,1596
476,17,9,27,19
520,24,15,90,190
676,43,39,684,5035
846,54,45,891,7277
641,39,33,477,2812
811,50,36,558,3458
523,20,9,27,19
450,19,18,117,247
440,16,15,90,190
445,17,15,90,190
480,24,18,117,247
465,20,15,90,190
819,51,42,774,5852
450,18,15,90,190
446,15,12,54,76
704,30,9,27,19
413,9,9,27,19
413,9,9,27,19
413,9,9,27,19
450,10,3,0,0
407,4,0,0,0
419,20,9,27,19
781,24,18,135,380
1959,76,21,180,570
1764,70,21,180,570
740,16,12,54,76
969,29,21,162,437
1335,26,21,153,399
1140,28,24,171,418
111,14,9,27,19
115,16,12,45,38
2318,103,24,198,589
1523,36,18,135,380
1293,15,9,27,19
1328,38,18,135,380
1094,15,9,27,19
1098,17,12,45,38
304,15,12,54,76
69,10,9,27,19
1147,49,15,81,133
1152,53,15,81,133
762,36,12,54,76
1390,61,15,81,133
705,8,3,0,0
1000,40,12,54,76
1005,40,12,54,76
803,27,21,189,665
975,39,21,189,665
792,25,21,189,665
1970,80,30,342,1425
1775,73,30,342,1425
1242,51,24,243,950
179,21,21,189,665
1357,30,21,189,665
1162,28,21,189,665
1529,43,21,189,665
1334,40,21,189,665
801,35,21,189,665
1346,27,21,189,665
1151,28,21,189,665
2329,106,30,342,1425
1796,57,24,243,950
1601,58,24,243,950
1556,88,60,1413,13414
1400,71,42,729,5111
1480,80,51,954,7543
1776,89,60,1377,12768
1293,58,27,261,855
1382,71,45,756,5016
1454,80,57,1269,11096
1260,47,9,18,0
1929,72,33,468,2641
1379,73,48,792,5700
1254,46,9,27,19
1353,71,42,603,3553
2475,137,84,2151,20463
1297,58,27,279,1064
2280,132,72,1854,18354
1557,85,57,1116,9329
1366,68,30,396,2128
1838,115,81,2007,18962
1747,108,75,1845,17765
1744,110,72,1773,16929
1283,54,21,189,665
1506,91,66,1386,11248
1246,42,3,0,0
1310,60,27,315,1463
1256,47,12,54,76
1321,62,30,288,1026
1256,47,12,54,76
1270,51,15,90,190
1243,40,0,0,0
1248,44,6,0,0
1242,39,0,0,0
926,42,21,189,665
1146,42,24,243,950
663,26,21,189,665
1208,57,27,243,950
1114,57,24,243,950
628,16,6,9,0
614,12,3,0,0
1115,60,45,882,7106
1559,62,51,1062,9177
1411,67,54,1215,11419
1014,54,42,747,5510
936,41,21,180,570
2110,90,66,1584,15371
1915,91,63,1530,15105
1192,61,45,864,7106
1473,85,63,1548,15276
1382,82,60,1440,14060
1379,88,69,1566,14345
914,40,15,90,190
918,39,21,189,665
1141,65,48,945,7619
1954,76,42,675,4598
1759,71,39,657,4579
845,42,27,324,1596
1317,76,45,693,4731
1226,65,36,594,4180
1223,70,45,738,5111
733,22,9,27,19
789,33,24,252,1064
726,20,6,9,0
1483,56,42,756,5567
1013,52,36,576,3819
1488,48,33,459,2527
2034,83,51,1071,8892
1839,82,51,1071,8892
1397,76,48,981,8113
1306,75,48,891,7087
1065,58,39,639,4218
820,28,9,9,0
807,24,6,0,0
1779,81,48,936,7638
1932,83,33,432,2242
1304,37,21,171,494
1267,28,12,54,76
2478,106,57,1197,10089
2283,99,54,1125,9709
1841,81,51,1062,9177
1750,76,45,918,7961
1747,76,48,954,7961
1324,40,18,135,380
1309,62,48,963,8018
1784,72,33,459,2527
2330,104,63,1476,14041
1148,42,27,288,1140
2135,100,63,1467,13965
1412,65,45,927,8170
1221,51,30,369,1786
1693,90,66,1548,14421
1602,81,54,1287,12787
1599,85,63,1485,14060
1139,37,15,90,190
1361,65,45,864,6878
1176,43,24,234,855
754,30,18,126,304
751,31,18,135,380
1847,56,27,261,855
1210,56,27,261,855
693,26,18,126,304
1071,43,6,9,0
915,51,42,711,4845
814,42,30,396,2128
1936,70,45,756,5016
1741,69,36,585,3990
1299,68,42,675,4351
1208,66,39,666,4655
1205,67,36,585,3990
967,52,36,567,3667
782,33,21,171,494
834,38,21,135,380
886,50,36,558,3477
2008,83,60,1314,11286
1813,84,51,1107,9766
1090,57,45,828,6308
1371,79,54,1170,10127
1280,78,54,1206,10735
1277,77,51,1053,8949
1039,60,45,846,6384
854,40,24,234,855
777,23,3,0,0
618,13,3,0,0
660,18,6,9,0
1309,28,15,90,190
2483,92,39,585,3420
2288,88,36,549,3306
1514,48,27,315,1463
1933,72,42,738,5415
1738,70,39,693,5225
1296,70,42,738,5415
1205,69,42,747,5510
1202,71,42,747,5510
741,30,21,189,665
964,53,39,648,4465
706,20,3,0,0
1855,60,27,261,874
937,38,21,180,570
1124,60,24,225,760
624,12,3,0,0
1623,51,12,54,76
579,7,3,0,0
1907,67,36,558,3477
989,50,36,450,2356
1179,68,39,567,3477
938,52,33,414,2147
676,19,3,0,0
688,25,12,54,76
688,25,12,54,76
679,21,6,9,0
1851,55,24,243,950
1831,52,21,189,665
2834,164,87,2196,21318
2111,96,54,1125,9519
2392,136,81,2052,20140
2301,113,75,1944,19418
1859,57,24,243,950
2298,118,78,1917,18373
1838,52,18,126,304
1798,40,3,0,0
1833,51,15,90,190
1808,45,9,27,19
2060,89,63,1350,11134
1864,57,27,315,1463
1875,62,30,324,1216
1812,46,9,27,19
1801,42,6,9,0
1214,57,27,279,1064
1123,55,27,279,1064
882,42,24,225,779
646,21,15,90,190
1652,56,21,189,665
738,32,18,135,380
1210,56,27,288,1140
1116,57,27,288,1140
1622,49,12,54,76
1086,47,12,54,76
1636,54,21,189,665
1100,53,21,189,665
1916,82,51,1008,8588
2197,116,81,1962,19399
2106,116,75,1809,18088
1664,56,24,243,950
2103,119,90,2016,18582
1643,55,18,126,304
1638,53,15,90,190
1628,47,9,27,19
1865,87,57,1215,10184
1608,45,6,9,0
1646,56,18,117,247
1669,61,27,315,1463
1603,42,3,0,0
1618,47,6,9,0
1669,58,15,81,133
1606,44,6,9,0
1474,87,45,927,8170
1383,80,51,1026,8873
1380,79,51,1044,8835
905,32,9,27,19
946,39,24,252,1064
892,29,12,54,76
892,29,12,54,76
1283,69,42,558,2698
1189,70,39,504,2470
732,29,15,81,133
762,38,30,270,798
755,36,27,216,551
714,29,18,135,380
714,29,18,135,380
714,29,18,135,380
1664,104,75,1863,18373
1661,106,84,1998,18829
1171,45,9,27,19
1423,82,57,1179,9785
1204,52,21,153,342
1234,59,24,207,627
1238,61,30,324,1216
1187,50,15,90,190
1164,42,6,9,0
1227,57,21,144,285
1159,38,0,0,0
1161,40,3,0,0
1164,42,6,9,0
1131,54,24,243,950
1570,101,66,1647,16378
1109,51,21,189,665
1095,46,9,27,19
1332,84,66,1368,11020
1143,53,18,135,380
1085,46,15,63,76
1073,40,6,9,0
1082,44,12,54,76
1082,44,12,54,76
1087,47,15,63,76
1096,49,18,99,190
1069,37,0,0,0
1073,40,6,9,0
890,41,21,189,665
1102,51,15,90,190
1106,54,21,189,665
1329,84,54,1062,8683
1072,44,6,9,0
1110,53,21,153,342
1133,58,27,315,1463
1067,41,3,0,0
1070,43,6,9,0
1133,55,18,117,228
1066,40,0,0,0
604,10,3,0,0
868,38,21,189,665
855,36,15,90,190
676,25,15,81,133
706,30,21,162,437
665,23,18,135,380
665,23,18,135,380
665,23,18,135,380
591,12,12,54,76
594,13,12,54,76
594,13,12,54,76
599,15,12,54,76
591,12,12,54,76
596,14,12,54,76
596,14,12,54,76
588,10,3,0,0
596,10,6,9,0
658,22,18,135,380
658,22,18,135,380
658,22,18,135,380
617,18,18,135,380
617,18,18,135,380
617,18,18,135,380
2313,102,24,234,855
1325,25,24,234,855
1318,23,21,189,665
1325,25,24,234,855
1318,23,21,189,665
1130,25,24,234,855
1123,23,21,189,665
1130,25,24,234,855
1123,23,21,189,665
135,23,21,189,665
142,25,24,234,855
135,23,21,189,665
135,23,21,189,665
128,22,21,189,665
135,23,21,189,665
1386,30,15,90,190
1932,70,15,90,190
1737,63,15,90,190
1739,64,15,72,76
726,16,12,45,38
769,21,12,45,38
1432,37,21,180,570
853,28,21,180,570
800,25,21,189,665
1978,83,30,333,1311
1783,74,30,333,1311
830,26,21,180,570
1586,66,36,522,2964
1739,67,33,459,2565
2285,105,39,576,3249
2090,91,39,576,3249
1648,65,24,252,1064
1506,60,33,459,2565
1295,46,30,405,2280
1171,36,24,207,684
1061,20,9,27,19
1231,64,48,864,6308
1527,70,51,1116,10108
1130,57,42,747,5510
2226,113,63,1476,13813
2031,105,63,1476,13813
1308,66,45,873,7201
1589,86,57,1359,13129
1498,80,60,1341,12426
1447,52,30,351,1501
1495,82,60,1332,12141
1034,41,24,207,684
1257,70,51,999,7885
1020,38,12,54,76
1010,34,12,45,38
1056,38,15,90,190
993,25,0,0,0
2070,98,45,783,5548
1037,48,36,531,3249
1875,84,45,783,5548
961,37,27,324,1596
1433,76,45,792,5681
1342,62,39,684,5035
1339,63,42,729,5111
905,36,24,252,1064
878,32,15,90,190
1129,54,36,576,3819
1604,58,39,567,3040
2150,108,60,1197,8987
1955,98,60,1197,8987
1513,79,45,873,6897
1422,75,45,837,6327
1371,50,30,369,1710
1002,37,18,135,380
1181,65,45,747,4769
944,31,12,54,76
923,26,3,0,0
1425,63,48,963,8018
1900,81,42,675,4066
1321,46,24,252,1064
2446,128,72,1692,15124
2251,115,72,1692,15124
1528,71,48,981,8455
1337,48,27,324,1596
1809,92,60,1359,12521
1718,80,51,1170,11305
1667,68,39,576,3211
1456,58,33,459,2565
1715,80,57,1305,12236
1291,44,21,189,665
1477,71,51,972,7429
1292,46,21,189,665
870,33,18,126,304
867,34,18,135,380
1963,79,27,261,855
1326,57,27,261,855
757,18,6,9,0
809,28,18,126,304
1031,52,45,756,5035
927,36,21,189,665
930,42,30,396,2128
2052,94,51,855,5491
1857,84,39,639,4275
1415,70,45,720,4541
1324,65,42,711,4845
1321,62,39,639,4275
846,29,18,135,380
1083,58,36,567,3667
898,36,21,171,494
1002,47,36,558,3477
2124,104,60,1314,11286
1929,96,51,1107,9766
1206,60,42,783,6118
1487,78,57,1215,10317
1396,74,57,1251,10925
1393,69,48,1008,8759
918,32,18,135,380
1155,63,45,846,6384
970,40,24,234,855
897,26,9,18,0
776,19,9,18,0
2599,121,60,1026,6213
1566,50,24,252,1064
2404,108,60,1026,6213
1820,86,39,585,3344
1609,58,30,405,2280
1451,39,21,180,570
1485,43,21,189,665
1630,59,33,432,2109
1997,77,21,189,665
1802,73,24,234,855
1218,37,21,189,665
842,23,18,135,380
2049,96,48,783,5491
1854,85,39,693,5225
1412,72,42,738,5415
1321,68,48,792,5586
1318,66,45,765,5529
838,26,12,54,76
857,33,21,189,665
1080,59,39,648,4465
826,25,9,27,19
822,21,3,0,0
2020,85,33,396,1729
1825,78,33,396,1729
1289,54,27,306,1349
872,28,18,135,380
1953,73,18,135,380
1758,68,21,144,380
963,27,18,135,380
725,11,6,9,0
1967,78,24,234,855
1772,72,24,234,855
1917,64,6,9,0
1722,57,6,9,0
2023,87,36,558,3477
1105,52,36,450,2356
1295,63,39,576,3496
1054,54,30,396,2128
804,23,12,54,76
804,23,12,54,76
807,23,9,27,19
1967,78,24,243,950
2112,103,51,882,6004
2950,199,135,3087,26220
1941,72,18,135,380
2227,122,63,1278,10564
2508,158,96,2259,20482
2417,132,87,2070,19475
2366,108,48,765,4389
2155,95,36,495,2660
2414,133,81,1863,17024
1939,72,18,135,380
1934,70,12,54,76
1935,71,15,63,76
1997,81,24,225,760
1924,65,6,9,0
2031,82,21,189,665
1932,70,15,90,190
1953,72,15,90,190
1914,62,3,0,0
2176,115,72,1503,11894
1962,77,18,108,209
1980,82,30,342,1520
1927,68,12,45,38
1991,85,33,333,1159
1917,64,6,9,0
1953,78,21,117,209
1912,60,0,0,0
1922,67,9,27,19
1975,77,18,117,247
1330,58,30,315,1159
1239,53,30,315,1159
998,47,27,261,874
762,22,18,117,247
766,22,15,81,133
1917,92,48,846,5890
1194,55,33,495,3135
1475,77,48,819,5605
1384,67,39,675,4845
958,37,18,99,190
920,31,15,90,190
1742,66,18,81,76
1746,66,18,135,380
2032,99,57,1161,9747
2313,129,78,1944,19000
2222,126,72,1800,17708
2171,95,48,765,4389
1960,89,39,549,2945
2219,125,81,1836,16853
1795,72,24,234,855
1802,75,24,225,760
1836,73,21,189,665
1737,63,15,90,190
1719,55,3,0,0
1981,104,66,1359,10868
1767,68,15,90,190
1785,77,36,396,1577
1722,57,6,9,0
1758,65,15,90,190
1718,53,0,0,0
1780,70,21,126,247
1749,66,15,90,190
1722,57,6,9,0
1019,36,12,45,38
772,23,15,54,38
767,15,6,9,0
1590,91,54,1080,9196
1499,81,51,1098,9709
1448,50,21,189,665
1496,76,48,990,8569
1017,35,12,54,76
1003,31,9,27,19
1035,39,15,90,190
1062,46,27,270,1083
1008,33,12,54,76
1008,33,12,54,76
936,22,12,54,76
1399,64,30,396,2128
1305,58,33,432,2242
853,22,9,27,19
1780,101,78,1899,18088
1777,99,69,1683,16245
1302,50,18,135,380
1298,50,15,63,76
1280,42,6,9,0
1316,52,15,90,190
1539,86,60,1233,9975
1290,46,12,45,38
1354,62,30,315,1140
1316,55,21,117,209
1303,50,18,117,247
1275,38,0,0,0
1277,40,3,0,0
1307,52,21,144,304
1686,91,72,1638,15295
1211,45,18,135,380
1206,42,12,54,76
1225,49,24,207,684
1448,85,69,1413,11115
1201,43,15,63,57
1212,46,18,117,247
1194,40,9,27,19
1216,47,21,144,304
1376,50,30,405,2280
1252,37,21,189,665
1397,53,27,297,1216
1000,34,21,189,665
1201,42,15,90,190
1222,48,21,189,665
1445,81,60,1161,9082
1249,54,30,342,1520
1181,32,0,0,0
1191,39,9,27,19
1244,53,18,117,247
1213,45,15,90,190
1186,36,6,9,0
769,15,6,9,0
743,14,6,9,0
807,14,9,27,19
963,38,15,90,190
704,8,6,9,0
984,43,21,189,665
737,16,9,27,19
971,40,18,117,247
943,28,0,0,0
975,42,21,144,304
808,22,9,27,19
810,24,15,63,76
735,14,9,27,19
683,3,3,0,0
707,12,12,54,76
739,17,12,54,76
679,0,0,0,0
690,5,0,0,0
679,0,0,0,0
1940,51,15,90,190
1745,45,15,90,190
2291,96,15,90,190
1107,16,6,9,0
1331,20,6,9,0
600,22,6,9,0
2310,99,15,72,95
1774,56,18,81,95
1335,19,9,27,19
1579,56,18,72,95
1140,20,9,27,19
1109,14,3,0,0
604,26,9,27,19
573,16,3,0,0
543,11,3,0,0
543,11,3,0,0
43,3,3,0,0
267,17,12,54,76
1197,24,15,81,133
664,24,12,54,76
1165,23,12,54,76
1562,49,12,54,76
1924,54,9,27,19
897,35,21,189,665
959,40,21,189,665
865,41,21,189,665
363,8,0,0,0
634,24,21,189,665
1179,45,24,243,950
1085,38,24,243,950
696,25,21,189,665
602,24,21,189,665
1147,46,24,243,950
647,11,3,0,0
32,6,6,9,0
1065,11,6,9,0
1048,6,6,9,0
1499,92,72,1683,14744
1351,75,60,1332,11343
1022,65,54,1134,9329
1504,101,69,1611,14231
1039,67,51,981,7505
2050,90,66,1566,14022
1855,82,54,1044,8018
1413,51,27,315,1463
1271,81,63,1404,12046
1060,61,45,828,6118
845,37,18,135,380
1007,65,51,1062,8930
1025,63,48,981,8056
889,44,27,324,1596
971,56,45,891,7296
936,53,36,522,3002
848,34,12,54,76
944,53,39,675,4864
880,44,27,288,1140
1114,74,60,1377,12236
1364,68,36,504,2679
1369,72,30,369,1786
1915,73,39,549,2869
1720,69,39,549,2869
1278,45,27,315,1463
1187,45,24,252,1064
1136,51,27,324,1596
767,28,18,135,380
1660,99,66,1512,13015
1168,54,24,225,760
1331,77,57,1251,10621
1813,131,102,2178,17955
1348,83,60,1206,9063
2359,120,81,1899,16321
1326,67,36,486,2375
2164,110,75,1566,11723
1722,74,39,576,3173
1631,70,36,441,2071
1580,92,69,1602,14022
1369,73,48,918,6916
1279,71,48,909,6555
1154,50,18,135,380
1164,54,24,189,513
1316,79,54,1107,9120
1334,80,60,1215,9652
1198,57,27,324,1596
1280,70,48,999,8455
1245,68,39,603,3648
1144,46,12,54,76
1145,48,15,81,133
1253,67,42,774,5852
1189,58,27,288,1140
1140,46,12,54,76
1423,95,75,1683,14592
1159,52,21,171,494
1128,40,3,0,0
1183,62,48,972,7885
1665,102,63,1413,12198
1200,66,51,963,6992
2211,100,66,1431,11856
2016,93,54,1017,7391
1574,65,30,378,1862
1483,57,24,252,1064
1432,76,54,1179,10051
1221,60,48,837,5814
1020,37,15,90,190
1131,55,42,720,4807
1168,63,51,963,7391
1132,55,45,882,7068
1105,52,39,684,5035
1041,42,24,243,950
1275,70,54,1197,10374
999,35,15,81,133
1173,59,21,180,570
686,28,24,225,760
1524,49,24,225,760
991,26,18,135,380
783,41,18,135,380
1336,84,60,1287,10735
871,59,42,738,5187
1882,73,51,1062,8797
1103,67,57,1170,9424
802,52,45,765,5130
839,56,42,792,6251
857,55,42,774,5852
721,39,27,324,1596
803,52,48,999,8455
768,45,33,477,2812
776,50,45,810,5966
946,65,54,1161,9804
669,30,15,90,190
1194,64,27,270,912
1353,89,63,1260,9310
2364,118,75,1737,14972
1331,67,27,297,1216
2169,111,75,1458,10621
1585,119,78,1737,14592
1374,85,54,990,7163
1216,62,24,234,855
1284,77,51,945,6669
1159,55,18,135,380
1169,58,21,171,494
1321,86,63,1170,9272
1153,53,15,81,133
1339,85,63,1269,9937
1203,65,27,324,1596
1285,76,48,999,8455
1250,72,39,603,3648
1150,53,15,81,133
1258,74,45,810,5966
1194,62,27,288,1140
1162,55,18,135,380
1145,51,12,54,76
1428,101,81,1800,15181
1164,57,21,171,494
1152,54,15,81,133
1143,50,9,27,19
1151,53,15,90,190
1133,45,3,0,0
1133,45,3,0,0
1131,43,0,0,0
729,41,21,171,475
1545,50,24,225,741
961,42,21,180,570
804,44,24,207,608
1899,76,51,990,7562
1704,79,57,909,5586
909,56,39,639,4161
708,36,15,90,190
819,56,36,531,3021
704,40,21,171,494
856,62,45,810,5852
874,63,51,927,6365
684,34,12,54,76
820,56,39,666,4655
671,29,6,9,0
697,38,15,81,133
963,70,54,1044,7771
699,39,21,171,494
1877,71,33,423,2033
2715,153,72,1458,10773
2273,107,39,576,3173
2182,85,30,378,1862
2131,92,63,1404,12046
1920,73,48,873,6308
1719,48,18,117,247
1762,55,24,234,855
1867,74,51,1062,8930
1885,74,51,1035,8341
1831,65,45,891,7296
1679,36,3,0,0
1796,62,36,522,3002
1695,44,12,54,76
1804,63,39,675,4864
1740,53,27,288,1140
1686,40,9,18,0
1708,46,18,135,380
1974,84,63,1413,12274
1682,38,6,9,0
1677,34,0,0,0
1682,66,36,486,2375
1240,46,27,315,1463
1149,40,27,297,1254
941,47,24,234,855
2078,84,36,513,2774
1987,85,36,441,2071
1936,85,54,1062,7980
1725,73,45,864,6631
1524,48,18,117,247
1567,55,24,234,855
1635,63,36,531,3040
1520,48,21,153,399
1672,72,45,747,5073
1504,43,12,54,76
1690,73,48,855,5947
1500,42,12,54,76
1601,59,30,387,1995
1500,41,12,54,76
1513,45,15,81,133
1779,82,60,1161,8474
1494,39,9,27,19
1495,39,3,0,0
1545,55,30,378,1862
987,23,9,27,19
1141,64,45,801,5700
1051,59,48,846,5757
926,38,18,135,380
1088,64,45,891,7277
1106,65,48,963,7676
970,46,27,324,1596
1052,57,45,891,7277
1017,53,36,558,3458
1025,56,45,810,5966
929,39,18,135,380
1195,76,63,1422,12331
918,36,15,90,190
840,46,33,468,2641
895,54,39,657,4465
750,34,21,189,665
718,30,18,135,380
984,59,42,765,5624
708,28,12,54,76
737,36,21,189,665
826,42,21,189,665
805,52,39,630,3952
751,48,39,657,4484
716,41,30,387,1995
724,45,39,603,3781
894,61,48,909,6555
617,27,15,90,190
672,36,18,135,380
690,36,21,171,494
515,20,15,90,190
656,33,15,81,133
842,59,48,927,7239
788,52,42,792,6251
697,38,21,189,665
931,67,48,1008,8645
655,33,15,54,76
636,24,3,0,0
636,24,3,0,0
806,51,42,774,5852
671,30,12,54,76
949,67,54,1143,9443
685,35,21,171,494
813,45,27,324,1596
493,14,12,54,76
725,45,39,684,5035
895,59,48,999,8455
690,40,33,477,2812
626,31,18,135,380
860,54,36,558,3458
563,14,0,0,0
477,13,12,54,76
868,56,42,774,5852
591,25,15,90,190
458,7,6,9,0
467,8,3,0,0
454,6,6,9,0
1085,18,15,54,38
1128,22,12,45,38
1100,17,9,18,0
115,14,9,27,19
87,11,6,9,0
1986,61,21,180,570
1791,53,21,180,570
838,26,18,135,380
1407,34,21,180,570
1212,32,21,180,570
259,24,18,135,380
1354,30,21,189,665
1159,29,21,189,665
2337,110,33,351,1330
1384,34,24,198,589
1299,13,0,0,0
1308,19,9,27,19
1299,13,0,0,0
1189,33,24,198,589
1113,17,9,27,19
160,14,9,27,19
66,0,0,0,0
1589,92,66,1431,11856
1064,35,9,27,19
1260,68,54,1134,9329
1742,112,75,1683,14459
1277,66,48,954,7448
2288,108,72,1665,14535
2093,92,54,1080,8360
1651,65,30,378,1862
1509,87,69,1476,12274
1298,64,45,828,6118
1070,37,12,54,76
1083,41,18,135,380
1245,66,54,1089,8987
1263,67,48,981,8056
1127,49,27,324,1596
1209,60,45,891,7296
1174,59,36,522,3002
1182,56,39,675,4864
1118,50,27,288,1140
1083,40,15,90,190
1352,81,63,1404,12293
1079,39,15,90,190
1112,64,48,918,7087
1594,94,69,1458,11913
1129,60,45,837,6137
2140,99,75,1593,12958
1945,86,51,999,7524
1503,67,33,441,2261
1361,82,63,1260,9994
1150,62,45,810,5795
916,32,9,27,19
1097,61,48,936,7334
1061,56,42,783,6080
1034,52,36,594,4180
970,45,27,270,1007
1204,67,51,1080,9101
931,37,15,81,133
931,36,15,90,190
960,43,18,135,380
1265,74,57,1188,9576
800,51,39,657,4522
1811,70,54,1107,8987
1032,71,54,1080,8417
585,26,6,0,0
768,52,42,792,6251
786,51,39,684,5035
650,40,30,360,1710
732,51,45,891,7296
697,45,30,405,2280
705,48,39,675,4864
875,60,51,1044,8512
631,38,24,171,494
1282,71,48,954,7448
2293,105,72,1665,14592
2098,92,51,1044,8341
1514,113,87,1710,13452
1303,75,51,927,6821
1088,45,18,135,380
1250,72,51,1062,8930
1268,71,48,981,8056
1132,56,30,360,1710
1069,39,9,27,19
1214,65,45,891,7296
1179,62,39,576,3287
1187,62,39,675,4864
1123,53,30,315,1197
1088,46,18,117,247
1357,86,60,1377,12236
1084,45,18,108,190
1065,37,6,9,0
1084,44,15,90,190
1113,53,27,198,513
1074,39,9,27,19
1072,40,9,27,19
1080,43,12,45,38
1828,65,48,954,7448
1633,62,42,684,4541
838,48,36,567,3648
785,50,42,765,5662
803,51,42,738,5187
749,47,36,585,3990
626,29,12,54,76
892,57,45,855,6498
2644,141,66,1269,9519
2202,104,36,468,2318
2060,93,66,1458,12407
1849,70,48,909,6802
1630,42,15,81,133
1615,37,9,27,19
1796,67,51,1062,8930
1814,67,48,981,8056
1760,61,45,891,7296
1621,39,12,54,76
