"0,2-nd","1,2-nd","3,2-nd","4,2-nd","5,2-nd"
4425054,5884,2736,464922,8016651
4130529,2524,345,27351,268793
3929500,701,57,1071,0
3920954,664,48,2241,0
3945421,880,117,1899,9120
3918096,477,96,1782,9120
4031343,1348,9,0,0
3906122,41,9,0,0
3908474,264,0,0,0
3920401,558,21,0,0
4269168,4190,1968,315801,5387032
4146761,2676,366,31050,310935
4170291,2873,564,49887,529720
4187584,3071,555,54333,598367
4132080,2217,63,0,0
4441387,6103,2931,468333,7675031
4157678,2921,654,62424,685254
4296915,4265,1152,145125,2141794
3940617,1044,216,15336,133437
4169441,3370,1641,279333,5003479
4057473,1690,252,7605,47234
4057473,1690,252,7605,47234
4368635,5320,2487,413316,6960270
3905995,0,0,0,0
4234267,3115,72,0,0
4151823,3105,1233,180441,3019784
4043281,1752,195,10413,87457
4039169,1678,150,4851,0
4095623,2493,567,59733,759031
4351162,4977,1734,240948,3619063
4248666,2948,480,54675,673132
3947252,1035,300,17415,154109
3937364,879,237,12645,89224
3905993,271,0,0,0
3924081,509,51,1908,0
3943556,971,246,12726,89224
3924002,493,0,0,0
3930712,722,24,0,0
3960949,1017,114,1044,1843
3907300,153,81,954,1843
3936104,996,156,19107,213541
4259371,3028,705,71496,971679
3929207,633,105,792,760
3931548,766,153,2169,6897
3915440,412,21,0,0
3910569,422,39,81,0
3908082,226,36,81,0
3975668,1235,225,11403,85291
3946748,923,138,5607,50540
3914164,574,15,0,0
3942151,769,159,5580,45980
4031343,1348,9,0,0
4346212,5016,2040,318861,5233569
3928794,623,24,0,0
3905994,107,0,0,0
4240446,3452,363,19629,168302
3976961,1193,87,1350,0
3910878,271,90,774,760
3911616,300,144,5913,47234
3912572,444,15,0,0
4289326,4042,618,56394,598367
3991544,1469,234,18459,183863
3928794,540,9,0,0
3906021,96,9,0,0
3918159,550,42,2169,0
3977115,1060,147,7839,78812
3907956,182,0,0,0
3905997,9,9,0,0
3944315,854,168,6876,44365
3910569,422,39,81,0
4246030,3656,432,34767,338314
3960949,1017,114,1044,1843
3905995,0,0,0,0
3943423,749,27,0,0
4234269,3051,0,0,0
3943425,550,0,0,0
3905995,0,0,0,0
3948063,1098,78,3996,0
3955446,1158,195,15975,168625
3956467,1079,135,9171,77349
3928793,611,9,0,0
3907795,387,9,0,0
2016663,3014,786,83790,997823
2503221,4577,909,87417,997823
2491803,4526,891,85968,997823
1666498,1935,618,71469,997823
1764538,2339,606,60831,751127
1397923,506,0,0,0
764709,787,264,20277,241946
1279116,984,261,22059,241946
1267718,985,267,21159,241946
503081,599,201,13932,175693
1869155,3972,969,87327,999818
1852275,4439,1056,87345,1014961
820679,1069,402,31473,384218
1012562,2258,798,70956,1012966
1114539,2577,795,65124,765054
2347114,5461,1065,89883,999818
1527593,2242,699,75528,997823
1621559,2965,747,66132,752780
1320391,1437,426,32904,384218
1514443,2357,780,74790,1012966
1277650,1008,105,4446,0
1608216,3167,831,67482,765054
454733,731,360,23877,384218
559681,838,318,22536,283537
757356,1649,630,54000,763401
3824401,8196,702,48924,491720
1444188,1070,114,5202,0
1356705,390,0,0,0
2740525,1384,117,5202,0
3738449,7196,1023,99396,1309860
1383513,1390,363,30861,415796
1979501,3538,849,93933,1309860
1948271,3399,879,95616,1345922
1589670,2734,654,62532,896420
102444,64,12,0,0
3396900,4558,954,100125,1322723
2765579,1559,402,27837,317357
3361398,4634,867,94842,1309860
3022983,3102,738,66987,906604
2708831,930,168,3573,17024
2706414,875,117,1269,2527
960936,1313,369,28629,415796
936235,1098,330,24030,316901
1569130,2766,771,87489,1309860
1208474,2293,681,62316,906319
536483,833,294,13707,173755
182372,310,150,2277,17024
178785,273,108,1269,2527
1178537,2063,594,58293,896420
834627,556,0,0,0
471568,472,126,3267,16853
108404,153,90,999,2527
1903356,2458,735,109647,1825938
2632760,5797,2787,608562,13512135
2894704,6882,3045,593001,12706592
2244249,4246,2373,532125,12562268
2918652,6218,2520,486045,11032901
2635880,5486,2727,579609,13512135
2099994,3565,1854,390762,9015025
1845740,1933,330,26874,312227
4251620,11210,3555,682542,14090552
2092794,3587,1680,313236,6691819
3755066,9342,3438,669186,14090552
2672989,5821,2949,636732,14048942
2535165,5392,2979,629046,14091749
2511166,4791,2622,589419,13512135
1747252,2994,822,108405,1825938
3180445,3539,837,122733,1825938
2652638,3187,807,120159,1825938
1359530,2886,816,95004,1825938
2455337,7638,3981,765576,15751836
1796621,5357,3105,645921,15087843
1571598,4240,1941,339939,7452104
2507085,5254,2310,476901,10561359
2202746,5720,3255,693675,15793370
1648762,4812,2580,488313,10982133
1549402,4171,1947,352683,7838298
1505384,3917,1512,217575,4022357
3873569,8311,4134,840420,16976348
1423586,3325,1017,116109,1820067
3348139,7972,3906,802980,16717207
1777406,5029,2601,512298,11803161
1495450,4113,1701,195921,3329883
1381802,2587,81,0,0
2213615,7697,4206,786942,16886725
2074954,7281,4128,780399,16997172
1447358,3321,951,116640,1930647
2047081,6978,3864,750843,16820624
1706851,5189,2817,484470,10169579
1431652,3570,1098,89658,1182826
1383816,2670,171,7866,0
1392368,2900,480,28845,288211
1381316,2598,120,2142,0
1407926,3272,804,44694,422408
1385656,2821,444,13185,61199
1385656,2821,444,13185,61199
1385656,2821,444,13185,61199
1380783,2508,0,0,0
2084682,5075,2895,616527,13757349
1861090,3944,2013,367299,7909776
2488281,5596,3096,656064,14462876
1938823,4472,2535,502056,10982133
1837454,3915,1917,357048,7838298
1796638,3528,1473,224253,4022357
4116845,10484,4377,825201,16208292
1713348,2972,987,116622,1820067
1938015,4083,1926,340659,6881762
3611153,9143,4008,789300,15945047
2061900,4940,2718,538371,12260282
1789272,3546,1314,184644,3280806
2501014,7393,3987,777114,16086863
2366395,6778,4020,774621,16212738
2343247,6104,3519,721602,15484145
1673858,2217,111,1908,0
1991050,5122,2760,481689,10137013
1688352,2471,306,18747,190627
1683217,2506,459,29043,288211
2118902,3704,2064,443475,10561359
1818214,3949,2649,595251,14559624
1158856,2671,1707,319932,7838298
3504116,5988,3138,699624,15087843
2981228,5474,3063,683730,15087843
1390283,3333,2064,422460,10653509
1842343,5088,3042,647019,15087843
1700817,4831,3051,634662,15087843
1673629,4467,2967,624699,15087843
1322310,3348,2070,393606,9101304
3282643,4766,1977,377451,7787131
1026016,2237,1293,206127,5132679
2765642,4084,1887,369351,7787131
872210,1942,942,119655,2612006
1611771,4326,2073,362394,7909776
1475387,3764,1926,342540,7787131
1449493,3281,1806,326151,7452104
2500083,5638,2328,454779,10561359
4166075,8221,2787,537966,11032901
1965110,3180,1443,250704,5412701
3661911,6863,2652,529578,11032901
2547528,5279,2469,502722,11032901
2409402,4857,2427,490455,11033072
2389022,4128,2136,462537,10561359
1704365,1464,198,11790,122588
1669319,3457,2178,449802,10758256
3881673,7796,3405,729918,15669585
1413927,1815,342,27414,334058
3370272,6732,3276,714375,15669585
1794624,3880,2295,465075,11599956
1517395,2739,1107,156024,3019860
2242556,5782,3300,693090,15794567
2108617,5142,3102,670230,15669585
2083229,4635,3066,669726,15793370
1729600,3695,2097,406332,9454514
963613,2098,1242,187416,4022357
3360615,5287,2592,530766,10982133
2837059,4750,2361,501714,10758256
1239359,2976,1902,354168,8742109
1694489,4551,2439,470970,10758256
1550949,4421,2580,479484,10982133
1529576,3665,2271,456129,10758256
1171951,2952,1779,307215,6969713
3266244,4478,1935,376182,7838298
2744782,3946,1845,368433,7838298
1594375,3954,1914,348894,7838298
1450560,3826,1962,342810,7838298
1426671,3233,1815,337077,7838298
1068317,2538,1530,260091,6328805
3231138,3941,1461,233631,4022357
1093001,2287,1146,167472,3580417
1408560,3496,1506,215397,4022357
1025938,2232,1035,138609,2647916
689395,1052,180,8559,83220
1298800,2519,393,26406,312227
3149177,3352,936,118584,1815621
3355267,5180,2157,401472,7756541
4942834,14959,4650,883485,17367083
3467582,6395,2829,566307,12260282
3877029,10389,4194,850914,17326765
3775224,7980,4293,865359,17630328
3168330,3531,966,125910,1930647
3747804,7521,3666,791370,16675027
3415793,5672,2775,504702,10165133
3122568,2878,288,18459,193002
3112781,2688,174,7866,0
1468078,3172,1005,115704,1820067
1324379,2996,1029,114237,1820067
939116,1899,774,79875,1311475
602719,751,300,20880,288211
2835410,4537,2085,390276,7756541
1238739,2627,1386,231462,5405291
1690579,4372,2091,360864,7756541
1551685,3942,2067,352332,7756541
1442732,2655,390,28404,334058
632632,671,150,7587,80864
2967458,4941,2547,540873,12057077
3395444,7663,3927,830412,17291501
3251677,7553,4005,826317,17367083
2644106,3101,900,122544,1930647
3227602,6983,3654,774369,16679131
2896719,5005,2523,477513,9959781
2606183,2808,426,30906,361114
1815473,5207,2634,519363,12057077
1677671,4768,2709,522108,12260282
1656730,3977,2340,480564,11599956
964002,1315,129,5103,0
1542602,3785,1515,188820,3305924
1374705,3068,1350,179478,3286221
725483,1680,783,51552,781907
701844,1438,588,26892,242155
676588,1101,396,13104,61199
676588,1101,396,13104,61199
676588,1101,396,13104,61199
2125442,6708,4065,788877,17347589
2102575,6048,3711,752652,16820624
1755925,4759,2571,464886,9965804
1428136,2438,147,5103,0
1477485,3321,975,84114,1160691
1437615,2698,462,28674,288211
1428497,2495,246,4851,24757
1453785,3024,687,39024,400273
1428497,2495,246,4851,24757
1426222,2306,0,0,0
1347484,3022,975,114471,1930647
1964034,5605,3510,725562,16675027
1609782,4815,2826,474030,10169579
1336326,3072,741,73251,1096186
1287666,2377,255,12564,122588
1293014,2574,492,28926,288211
1282295,2265,120,2142,0
962218,1905,708,78804,1375657
1587927,4050,2361,445293,9927215
1287219,2272,501,34983,388531
559992,278,51,1908,0
905999,1556,411,26910,288211
617149,864,186,7605,79154
577792,416,111,3024,19646
617930,865,201,7821,78565
602477,803,207,4869,24757
631874,1241,567,19818,129941
602477,803,207,4869,24757
605952,925,384,12735,61199
605952,925,384,12735,61199
605952,925,384,12735,61199
553214,316,60,2142,0
575262,615,195,4806,24757
544382,298,144,4473,24757
575262,615,195,4806,24757
571401,489,42,0,0
578751,736,366,12564,61199
578751,736,366,12564,61199
578751,736,366,12564,61199
551776,488,324,12159,61199
551776,488,324,12159,61199
551776,488,324,12159,61199
2910986,2300,261,15804,154831
2378609,2072,243,15372,154831
335306,189,48,1296,0
4516365,11018,402,16794,154831
2645022,403,48,1296,0
2106834,396,48,1296,0
28681,19,9,0,0
2168241,927,78,4644,0
2948673,6147,1983,261864,3684556
2467207,5363,2613,448290,7579860
2364048,5059,2523,445662,7882701
2197764,3990,1380,208719,3304632
2948193,7078,2955,472887,7621660
2673260,5853,2604,436005,7221995
2922253,7975,3096,491787,8236386
1962769,3011,1044,127071,1875509
4293452,11175,3390,527184,8283240
3795701,9377,3228,478206,7532436
2469750,6275,2910,471870,8283240
2179851,4299,2124,355635,6480558
1957186,2834,1008,120123,1726112
2086164,3681,1872,324720,5863590
2102872,3931,1938,310077,5304819
1875505,1989,156,8730,0
1895182,2218,348,26190,251142
2216929,4649,2295,376227,6416832
1868609,1702,0,0,0
2490241,4362,897,93924,1139088
1462768,1270,405,56268,1014486
3858281,8536,1128,103653,1139088
3352592,6975,1101,102627,1139088
1722679,2194,567,69903,1117922
2505927,4626,1275,149760,2151465
1494775,1544,555,65484,1069605
1750899,2583,777,98685,1658890
1480914,1400,525,64485,1069605
3872858,8807,1506,160758,2151465
3368653,7217,1476,157896,2151465
2147994,2896,882,131067,2092717
3222643,8387,3636,686286,13925708
2584278,5166,2853,623367,13892819
2497120,4768,2439,474264,9969452
3258907,7021,3042,581868,12280270
2976102,6317,3108,647001,14079209
2228588,2786,711,79065,1072436
2441892,4380,2205,446067,9652361
3259090,6415,1821,292914,4968747
4574613,12696,4317,796248,15535996
2225287,2795,726,113670,1841575
4072785,11119,4068,770688,15476450
3007592,6985,3492,715860,14946521
2872049,6408,3057,666504,14369662
2837333,6560,3138,645120,13999941
2255170,3050,963,109323,1572060
3837042,8291,972,53685,412034
3332447,6714,951,53415,412034
1415980,1093,561,41976,412034
1410327,1031,480,39141,401584
1415980,1093,561,41976,412034
1410327,1031,480,39141,401584
2509549,4642,1215,119745,1402751
2936870,6204,1947,282213,4466045
2838647,6761,3102,588753,12697301
2749727,6517,2955,477783,9488638
3227945,8070,3840,700416,14407073
2484667,4362,876,81315,1072436
2698261,5917,2481,452538,9652361
3504686,8426,2769,384786,6092388
2531487,4620,1050,113049,1464216
2568467,4895,1359,167670,2544537
2484894,4331,819,89289,1113856
2498022,4425,993,95634,1084558
4784197,16746,6036,906930,16465837
2691898,5860,2169,338778,6438492
4302107,14167,5748,885366,16449535
2475188,4284,819,101223,1418597
3261299,8558,3813,703377,14248062
3129798,7782,3387,647334,13490000
3054738,6429,2079,280782,4075728
2749651,5681,1827,224559,3391272
3099807,7563,3213,603333,12676192
2523962,4551,1011,97299,1181591
2532256,4639,1035,94041,1043708
2493889,4369,750,70938,855266
2439208,3754,249,12132,0
2456470,3945,480,28323,260376
2511448,4618,1101,102105,1387551
2438842,3745,252,12141,0
2472990,4048,567,43974,521417
2451755,5613,2886,489006,8453328
2285920,4509,1761,248328,4022167
3020264,8583,4098,610245,9986609
2760664,6413,2925,490176,8232453
1998953,2934,828,82692,984903
3004885,8917,3795,543186,8517301
2208203,4727,2301,347805,5764296
4367771,12259,4134,631854,9971143
2224070,4074,1548,207648,3295930
3870170,10493,3897,570636,9105750
2822925,5099,1857,277434,4297705
2684277,4682,1527,219996,3372842
2570628,5778,2805,456984,7600760
2271296,4625,2223,363339,6360117
2056405,3298,936,104895,1356182
1986776,2803,630,68040,860643
2171140,4434,2142,360162,6385805
2189614,4570,2307,353727,5858004
1993085,2827,618,63747,756523
2302159,5394,2826,436626,7189638
1988614,2807,633,60660,676761
2512409,4629,897,94365,1290974
1558810,1749,576,67500,1079200
1484332,1459,531,64098,1069605
3872574,8905,1515,133722,1402922
3371162,7275,1476,131274,1402922
1518627,1703,600,58914,862125
1422390,927,144,6336,39577
2929722,7485,3351,531891,9018293
2656309,6189,2988,514413,9084831
2915054,7698,3213,510588,8540785
2111458,3951,1962,329328,5731122
4271320,11690,3738,591741,9859005
3781881,9514,3342,530532,8980464
2720088,4757,1575,251919,4191153
2465080,5669,2766,453573,7897939
2168354,4283,2172,372969,6946248
1883515,2494,585,64683,860643
2071337,3915,2022,346968,6385805
2090020,4017,2031,333756,5808262
1872934,2339,351,37719,459192
1884887,2422,477,46512,545813
2204341,4708,2379,403623,6984305
1859431,2070,174,4113,27474
1868410,2260,342,16695,138738
2094568,4187,2250,406647,9093913
2857383,6408,2844,526959,12052707
2578229,5483,2706,551880,12886636
1828856,2366,627,78696,1185524
4191819,11310,3738,692379,14254503
3692533,9558,3651,678051,14254503
2622979,5313,2877,625356,13892819
2484571,4895,2646,585261,13375506
2398928,4107,1263,185202,2906069
2450540,4986,2766,569061,13043424
1790551,2089,336,25515,260376
1809243,2143,495,41787,526281
2765503,6404,2769,446337,9069137
1951942,3395,1485,255645,5676307
2756821,6202,2142,307098,5438503
4102922,11122,3699,610695,11487191
3605771,9301,3603,592470,11487191
2535155,5001,2499,470178,9838751
2394803,4681,2340,439830,9400364
2304293,4256,1554,231237,3722670
1775025,2711,771,84528,1212466
1698179,2087,342,24570,260376
1675438,1679,0,0,0
3224263,9130,4629,814185,16660131
2485721,4505,987,89829,984903
3472094,11290,4605,644706,10594571
2695604,6062,2466,363132,5764296
2486646,4510,840,98127,1274330
2579680,5025,1254,149643,2387407
4817943,15501,6078,1024236,19265240
2703509,5975,2463,358659,6874333
4337381,12905,5697,960579,18413736
2449455,3904,240,10530,0
3292329,7462,3501,647874,13415463
3157321,6879,2997,565002,12184586
3050519,7526,3225,496296,8013345
2756583,6197,2475,382743,6391467
3130098,6605,2664,500751,11051464
2535618,4753,1059,110052,1354833
2474020,4347,738,70155,860643
2657224,5877,2325,370143,6385805
2673295,6124,2469,358605,5847440
2460062,4141,480,34830,338314
2500497,4572,897,89568,1106579
2476126,4244,597,49869,545813
2781549,7133,3012,443592,7153139
2475620,4340,729,61785,676761
2525199,4595,855,73953,1012282
2202351,3232,468,45225,508896
1475490,1225,246,25128,314222
1427249,1011,213,23454,306375
3332385,6681,777,53658,526129
2434807,4750,2103,392031,9051334
3217873,8764,3501,570969,9969262
2420984,4799,1974,312246,5136916
2301852,3962,1212,180018,3060045
4555075,13906,5475,1006146,19771495
2174485,2952,261,11547,89661
4067276,11604,5112,941598,18979993
3008891,6795,3405,679689,14674688
2878070,5994,2919,622017,13891280
2775891,6298,2736,454302,7623180
2477690,5148,2298,368631,6379706
2845839,5942,2910,598743,13603278
2255568,3745,1038,119709,1563035
2381584,4680,1953,318465,5667529
2515759,5371,2271,371367,6211214
2246314,3650,945,102132,1559444
3858915,8543,1062,97263,1185524
3355714,6924,1014,96120,1185524
2099412,2731,678,82539,1185524
1439682,1044,222,13374,156731
3852909,8473,993,84735,1072436
2266742,3024,741,79398,1072436
1416475,813,90,3258,0
1475914,1268,360,28422,411825
2046213,1995,150,7803,0
4053791,10368,2802,476424,9652361
3553837,8593,2601,460548,9616052
2480598,4535,2235,445347,9652361
2340176,4244,2115,431991,9616052
2311960,3943,1917,398277,9015025
1703315,2066,687,76977,1277579
2475609,4348,819,74475,806626
1654107,2017,687,69480,984903
3338152,6812,1047,89793,984903
2117258,2543,570,53469,606556
1747512,2247,570,51300,561887
2683955,6044,2400,355716,5764296
2476034,4411,774,92331,1274330
4822582,14567,4941,732654,11756288
2698818,5589,1701,229338,3772944
4335468,12330,4545,668574,10887779
3013680,9319,3435,503478,8269959
2738673,6486,2565,402939,6956698
2529445,4882,1278,132048,1709563
2463413,4310,732,71172,860643
2644768,5935,2286,369549,6385805
2447731,3758,201,4860,0
2662606,6110,2457,362394,5858004
2461082,4118,453,27711,251142
2441285,3912,279,11718,0
2469722,4327,717,67374,756523
2449465,4074,474,34821,338314
2491875,4436,750,72990,857147
2464058,4236,612,50805,545813
2769707,7202,3045,447570,7190721
2465008,4277,717,61830,676761
2436259,3727,123,0,0
2436259,3727,123,0,0
2450221,3965,318,14769,121999
2436259,3727,123,0,0
2436261,3526,0,0,0
3897799,8866,1440,150840,1848491
3389872,7367,1533,150309,1877732
2070111,3189,993,124506,1848491
1532377,1592,465,48411,684380
1666399,2058,657,73998,1073329
1803760,2571,729,80595,1073329
1438194,749,0,0,0
4050620,9864,2505,365436,5731122
3543004,8394,2334,318753,5075964
1926120,3253,1548,248247,4533799
1827406,2967,1530,246186,4474272
1844488,3211,1656,237123,4011052
1961878,3675,1893,291375,4945871
1637707,1767,510,52254,676761
3845494,8465,1041,108738,1274330
3340509,6873,1005,105021,1274330
3930026,9252,1878,219411,3132150
