0,1,2
1,18,49
1,18,1337
1,17,205
1,16,205
1,206,1313
1,94,206
1,206,239
1,17,206
1,49,206
1,49,1312
1,126,179
1,16,126
1,94,768
1,745,768
1,49,768
1,94,289
1,49,289
1,94,1197
1,712,1061
1,44,682
1,94,104
1,104,179
1,17,104
1,16,104
1,17,232
1,199,232
1,232,1337
1,94,910
1,94,697
1,94,703
1,94,687
1,94,244
1,94,179
1,94,1005
1,17,94
1,94,746
1,94,1330
1,94,745
1,16,94
1,94,199
1,8,94
1,94,561
1,94,715
1,94,936
1,94,177
1,94,368
1,49,94
1,44,94
1,179,910
1,49,1256
1,697,703
1,687,697
1,697,746
1,561,697
1,8,475
1,16,992
1,687,703
1,703,746
1,561,703
1,687,746
1,561,687
1,921,1013
1,17,179
1,16,179
1,8,179
1,49,179
1,564,1326
1,17,258
1,368,533
1,17,239
1,49,239
1,16,17
1,17,296
1,17,49
1,561,746
1,16,199
1,16,49
1,8,368
1,46,296
1,46,368
1,44,46
1,49,1334
1,177,368
1,44,368
2,19,132
2,7,132
2,5,132
2,22,132
2,84,132
2,14,132
2,107,132
2,132,215
2,32,132
2,18,132
2,104,132
2,94,132
2,17,132
2,49,132
2,132,203
2,132,188
2,132,209
2,7,19
2,5,19
2,19,22
2,19,84
2,14,19
2,19,107
2,19,215
2,19,32
2,18,19
2,19,104
2,19,94
2,17,19
2,19,49
2,19,209
2,5,7
2,7,22
2,7,84
2,7,14
2,7,311
2,7,107
2,7,215
2,7,32
2,7,748
2,7,18
2,7,768
2,7,104
2,7,94
2,7,17
2,7,745
2,7,49
2,7,203
2,7,672
2,7,436
2,7,188
2,7,709
2,7,418
2,7,438
2,7,209
2,5,22
2,5,84
2,5,14
2,5,311
2,5,107
2,5,215
2,5,32
2,5,748
2,5,18
2,5,104
2,5,94
2,5,1005
2,5,17
2,5,49
2,5,395
2,5,203
2,5,672
2,5,436
2,22,84
2,14,22
2,22,311
2,22,107
2,22,215
2,22,32
2,18,22
2,22,104
2,22,94
2,17,22
2,22,49
2,14,84
2,84,107
2,84,215
2,32,84
2,18,84
2,84,768
2,84,94
2,17,84
2,49,84
2,84,203
2,84,1130
2,14,107
2,14,215
2,14,18
2,14,104
2,14,94
2,14,17
2,14,49
2,215,311
2,32,311
2,18,311
2,104,311
2,94,311
2,17,311
2,203,311
2,107,215
2,32,107
2,18,107
2,94,107
2,17,107
2,49,107
2,32,215
2,18,215
2,94,215
2,17,215
2,18,32
2,32,104
2,32,94
2,17,32
2,32,49
2,94,748
2,18,104
2,18,94
2,17,18
2,18,49
2,18,395
2,18,203
2,18,436
2,18,188
2,18,1130
2,18,1404
2,94,768
2,745,768
2,49,768
2,768,1438
2,768,1439
2,94,104
2,17,104
2,104,395
2,94,1005
2,17,94
2,94,745
2,49,94
2,94,203
2,94,672
2,94,436
2,94,709
2,94,209
2,17,49
2,17,395
2,17,436
2,709,745
2,203,672
2,1438,1439
21,22,23
5,7,29
7,22,29
7,29,32
7,29,31
7,18,29
7,8,29
7,29,33
5,22,29
5,29,30
5,29,32
5,29,31
5,18,29
5,8,29
22,29,32
22,29,31
18,22,29
8,22,29
29,30,32
18,29,30
29,31,32
18,29,32
8,29,32
18,29,31
8,29,31
29,31,33
8,18,29
8,29,33
5,32,50
5,50,52
5,50,53
32,50,52
32,50,53
50,51,53
5,62,63
7,65,83
65,74,83
5,7,65
7,65,84
7,65,66
7,65,71
7,65,78
7,65,74
7,65,67
7,65,85
7,49,65
7,65,77
7,65,70
7,65,86
7,65,72
7,65,82
5,65,84
5,65,66
5,65,67
5,49,65
5,65,77
65,67,84
49,65,84
65,77,84
65,66,71
49,65,66
65,66,86
65,66,79
65,66,80
65,66,81
49,65,71
65,71,86
65,71,79
65,71,80
65,71,81
65,77,78
65,67,77
49,65,77
49,65,70
49,65,86
49,65,72
49,65,79
49,65,73
49,65,80
49,65,68
49,65,69
49,65,76
49,65,75
65,72,86
65,79,86
65,73,86
65,80,86
65,68,86
65,69,86
65,76,86
65,75,86
65,81,86
65,72,73
65,68,72
65,72,76
65,72,75
65,79,80
65,79,81
65,68,73
65,69,73
65,73,76
65,73,75
65,80,81
65,68,69
65,68,76
65,68,75
65,69,76
65,69,75
65,75,76
7,19,132
19,35,132
5,19,132
19,132,184
19,22,132
19,84,132
14,19,132
19,107,132
19,132,196
19,132,215
19,32,132
19,132,141
19,132,144
19,31,132
19,125,132
18,19,132
19,132,205
19,104,132
19,94,132
19,132,179
17,19,132
16,19,132
19,132,199
19,132,177
19,49,132
19,132,209
19,77,132
19,132,161
19,132,180
19,132,185
19,132,138
19,132,143
19,132,170
7,132,159
7,35,132
5,7,132
7,132,184
7,22,132
7,84,132
7,14,132
7,107,132
7,132,196
7,132,215
7,32,132
7,132,141
7,132,140
7,31,132
7,125,132
7,132,163
7,18,132
7,104,132
7,94,132
7,132,179
7,17,132
7,16,132
7,132,199
7,132,177
7,49,132
7,132,203
7,132,188
7,132,209
7,132,176
7,132,162
7,132,175
7,77,132
7,132,147
7,132,171
7,132,173
7,132,180
7,132,216
7,132,213
7,132,186
7,132,153
7,132,149
94,132,159
5,35,132
35,132,184
22,35,132
35,84,132
14,35,132
35,132,197
35,107,132
35,132,196
35,132,215
32,35,132
35,132,141
35,132,144
35,132,163
18,35,132
35,132,206
35,104,132
35,94,132
35,132,179
17,35,132
16,35,132
35,132,177
35,49,132
35,132,191
35,77,132
35,132,216
35,132,213
35,132,185
35,132,195
5,132,184
5,22,132
5,84,132
5,14,132
5,132,197
5,107,132
5,132,196
5,132,215
5,32,132
5,132,141
5,31,132
5,125,132
5,132,163
5,18,132
5,132,206
5,104,132
5,94,132
5,132,179
5,17,132
5,16,132
5,132,177
5,49,132
5,132,203
5,132,139
5,132,176
5,132,162
5,132,175
5,132,191
5,77,132
5,132,212
5,132,147
5,132,161
5,132,178
5,132,193
5,132,208
22,132,184
84,132,184
14,132,184
107,132,184
132,184,196
32,132,184
132,141,184
125,132,184
18,132,184
132,184,205
104,132,184
94,132,184
132,179,184
17,132,184
16,132,184
132,184,199
49,132,184
77,132,184
132,152,184
22,84,132
14,22,132
22,107,132
22,132,215
22,32,132
22,132,141
22,132,140
22,31,132
18,22,132
22,104,132
22,94,132
17,22,132
16,22,132
22,49,132
22,132,139
22,132,214
22,132,160
14,84,132
84,132,197
84,107,132
84,132,196
84,132,215
32,84,132
84,132,141
84,132,140
31,84,132
84,125,132
18,84,132
84,132,205
84,132,206
84,94,132
84,132,179
17,84,132
16,84,132
84,132,199
49,84,132
84,132,203
84,132,175
77,84,132
84,132,161
84,132,213
14,107,132
14,132,196
14,132,215
14,132,141
14,132,140
14,31,132
14,125,132
14,18,132
14,132,205
14,104,132
14,94,132
14,132,179
14,17,132
14,16,132
14,49,132
14,132,191
14,77,132
14,132,182
107,132,197
132,141,197
132,197,206
17,132,197
49,132,197
132,197,213
107,132,215
32,107,132
107,132,141
107,125,132
18,107,132
94,107,132
107,132,179
17,107,132
16,107,132
107,132,177
49,107,132
77,107,132
107,132,135
107,132,202
132,144,196
18,132,196
104,132,196
94,132,196
17,132,196
16,132,196
49,132,196
32,132,215
31,132,215
18,132,215
94,132,215
17,132,215
16,132,215
77,132,215
32,132,141
31,32,132
18,32,132
32,104,132
32,94,132
17,32,132
16,32,132
32,49,132
32,132,176
32,132,191
32,132,147
32,132,156
31,132,141
18,132,141
132,141,206
94,132,141
132,141,179
17,132,141
16,132,141
49,132,141
132,141,203
77,132,141
18,132,144
132,144,179
17,132,144
132,144,191
125,132,140
18,132,140
17,132,140
18,31,132
31,104,132
31,94,132
31,132,139
31,132,176
31,77,132
18,125,132
94,125,132
17,125,132
16,125,132
49,125,132
77,125,132
49,132,163
132,163,216
18,132,205
18,104,132
18,94,132
18,132,179
17,18,132
16,18,132
18,132,199
18,132,177
18,49,132
18,132,203
18,132,188
18,132,162
18,132,191
18,77,132
18,132,171
18,132,213
18,132,153
18,132,198
18,132,201
18,132,214
18,132,194
18,132,217
18,132,181
18,132,145
18,132,155
18,132,189
17,132,205
16,132,205
77,132,205
132,182,205
94,132,206
17,132,206
49,132,206
94,104,132
104,132,179
17,104,132
16,104,132
104,132,171
94,132,179
17,94,132
16,94,132
94,132,199
94,132,177
49,94,132
94,132,203
94,132,209
77,94,132
94,132,161
94,132,173
94,132,180
94,132,182
94,132,135
17,132,179
16,132,179
49,132,179
132,139,179
132,179,191
132,179,208
132,171,179
132,154,179
132,179,214
132,143,179
132,170,179
16,17,132
17,49,132
17,132,162
17,132,191
17,77,132
17,132,161
17,132,208
17,132,182
17,132,135
17,132,198
17,132,185
17,132,201
17,132,154
17,132,214
17,132,194
16,132,199
16,49,132
16,77,132
16,132,180
16,132,182
77,132,199
49,77,132
49,132,161
49,132,182
49,132,189
132,139,191
132,139,208
132,191,208
132,154,191
77,132,182
132,146,161
132,151,161
132,142,213
132,169,185
132,181,194
132,137,181
132,181,187
132,145,151
132,145,200
132,143,170
132,158,195
132,137,202
132,164,202
132,133,152
132,137,164
132,146,151
132,148,200
132,151,200
132,167,174
132,204,207
7,83,219
7,83,221
7,83,220
7,74,83
83,219,220
74,83,220
7,19,35
5,7,19
7,19,262
7,19,184
7,19,22
7,19,235
7,19,84
7,14,19
7,19,107
7,19,196
7,19,215
7,19,32
7,19,141
7,15,19
7,19,20
7,19,31
7,19,241
7,19,125
7,19,67
7,18,19
7,19,126
7,19,289
7,19,104
7,19,232
7,19,94
7,19,244
7,19,179
7,19,239
7,17,19
7,16,19
7,19,199
7,19,177
7,19,49
7,19,209
7,19,77
7,19,286
7,19,291
7,19,273
7,19,283
7,19,245
7,19,180
7,19,256
7,19,259
7,19,290
5,19,35
19,35,262
19,35,184
19,22,35
19,35,84
14,19,35
19,35,107
19,35,196
19,35,215
19,32,35
19,35,141
19,35,144
15,19,35
19,20,35
19,35,67
18,19,35
19,35,104
19,35,94
19,35,179
19,35,258
19,35,239
17,19,35
16,19,35
19,35,177
19,35,49
19,35,77
19,35,286
19,35,283
19,35,245
19,35,281
19,35,247
19,35,185
19,35,253
19,35,266
5,19,184
5,19,22
5,19,235
5,19,84
5,14,19
5,19,107
5,19,196
5,19,215
5,19,32
5,19,141
5,15,19
5,19,20
5,19,31
5,19,241
5,19,125
5,19,274
5,19,277
5,19,67
5,18,19
5,19,126
5,19,289
5,19,104
5,19,94
5,19,244
5,19,179
5,19,239
5,17,19
5,16,19
5,19,177
5,19,49
5,13,19
5,19,271
5,19,77
5,19,161
5,19,293
5,19,286
5,19,291
5,19,251
5,19,252
5,19,255
5,19,273
5,19,283
5,19,284
14,19,262
18,19,262
19,239,262
16,19,262
19,199,262
19,49,262
19,77,262
19,22,184
19,84,184
14,19,184
19,107,184
19,184,196
19,32,184
19,141,184
19,20,184
19,125,184
19,67,184
18,19,184
19,184,205
19,104,184
19,184,232
19,94,184
19,179,184
19,184,239
17,19,184
16,19,184
19,184,199
19,49,184
19,77,184
19,184,283
19,184,245
19,184,270
19,184,261
19,184,282
19,184,234
19,184,279
19,184,280
19,184,288
19,20,268
18,19,268
19,94,268
19,22,84
14,19,22
19,22,107
19,22,215
19,22,32
19,22,141
19,20,22
19,22,31
18,19,22
19,22,289
19,22,104
19,22,94
19,22,244
17,19,22
16,19,22
19,22,49
19,22,256
15,19,235
19,77,235
19,161,235
14,19,84
19,84,107
19,84,196
19,84,215
19,32,84
19,84,141
15,19,84
19,20,84
19,31,84
19,84,125
19,84,274
19,84,277
19,67,84
18,19,84
19,84,205
19,84,289
19,84,94
19,84,179
19,84,239
17,19,84
16,19,84
19,84,199
19,49,84
19,77,84
19,84,161
19,84,286
19,84,255
19,84,283
19,84,256
19,84,261
19,84,263
19,84,279
19,84,280
19,84,288
14,19,107
14,19,196
14,19,215
14,19,141
14,15,19
14,19,20
14,19,31
14,19,125
14,19,277
14,19,67
14,18,19
14,19,205
14,19,104
14,19,94
14,19,244
14,19,179
14,19,239
14,17,19
14,16,19
14,19,49
13,14,19
14,19,271
14,19,77
14,19,286
14,19,256
14,19,259
14,19,287
19,107,215
19,32,107
19,107,141
19,107,125
19,107,274
18,19,107
19,94,107
19,107,179
17,19,107
16,19,107
19,107,177
19,49,107
19,77,107
19,107,293
19,107,259
19,144,196
18,19,196
19,104,196
19,94,196
19,196,239
17,19,196
16,19,196
19,49,196
19,196,286
19,32,215
19,20,215
19,31,215
18,19,215
19,94,215
17,19,215
16,19,215
19,77,215
19,215,252
19,215,292
19,32,141
19,31,32
19,32,274
18,19,32
19,32,104
19,32,94
17,19,32
16,19,32
19,32,49
19,32,256
19,20,141
19,31,141
19,141,241
18,19,141
19,126,141
19,141,232
19,94,141
19,141,179
19,141,239
17,19,141
16,19,141
19,49,141
19,77,141
19,141,256
18,19,144
19,144,179
17,19,144
19,144,247
15,19,20
15,19,67
15,18,19
15,19,94
15,17,19
15,16,19
15,19,49
13,15,19
15,19,77
15,19,256
19,20,274
19,20,67
18,19,20
19,20,94
19,20,179
17,19,20
16,19,20
19,20,49
13,19,20
19,20,77
19,20,256
19,31,241
19,31,274
18,19,31
19,31,104
19,31,94
19,31,77
18,19,241
19,126,241
16,19,241
18,19,125
19,94,125
17,19,125
16,19,125
19,49,125
19,77,125
18,19,274
19,179,274
19,49,274
19,272,277
18,19,67
19,67,179
16,19,67
19,67,77
19,67,259
18,19,205
18,19,126
18,19,289
18,19,104
18,19,94
18,19,244
18,19,179
18,19,258
17,18,19
16,18,19
18,19,199
18,19,177
18,19,49
13,18,19
18,19,271
18,19,77
18,19,286
18,19,251
18,19,245
18,19,256
18,19,250
18,19,247
18,19,254
18,19,240
18,19,246
17,19,205
16,19,205
19,77,205
19,126,179
16,19,126
19,94,289
19,49,289
19,94,104
19,104,179
17,19,104
16,19,104
19,104,256
17,19,232
19,199,232
19,94,244
19,94,179
17,19,94
16,19,94
19,94,199
19,94,177
19,49,94
19,94,209
19,77,94
19,94,161
19,94,286
19,94,273
19,94,284
19,94,180
19,94,287
19,94,261
19,94,263
19,94,242
17,19,179
16,19,179
19,49,179
19,179,271
19,179,286
19,179,273
19,143,179
19,170,179
17,19,258
17,19,239
19,49,239
19,161,239
19,239,283
19,239,261
19,239,279
19,239,280
19,239,288
16,17,19
17,19,49
13,17,19
17,19,271
17,19,77
17,19,161
17,19,283
17,19,256
17,19,270
17,19,281
17,19,247
17,19,261
17,19,254
17,19,282
17,19,264
17,19,185
17,19,278
17,19,263
16,19,199
16,19,49
13,16,19
16,19,77
16,19,293
16,19,291
16,19,252
16,19,273
16,19,283
16,19,284
16,19,180
16,19,259
16,19,292
16,19,237
16,19,250
19,77,199
19,199,237
19,49,77
19,49,161
19,49,286
19,49,287
19,49,261
19,49,266
19,271,278
19,77,248
19,161,261
19,245,283
19,270,283
19,261,283
19,282,283
19,279,283
19,280,283
19,283,288
19,245,275
19,267,290
19,261,270
19,270,282
19,261,282
19,234,261
19,261,279
19,261,280
19,261,288
19,143,170
19,279,280
19,279,288
19,280,288
5,32,349
5,52,349
32,52,349
5,7,363
7,22,363
7,11,363
7,311,363
7,27,363
7,32,363
7,141,363
7,115,363
7,31,363
7,99,363
7,18,363
7,179,363
7,17,363
7,8,363
7,362,363
7,303,363
7,363,375
7,306,363
7,176,363
7,363,366
7,363,387
7,363,388
7,230,363
7,227,363
7,363,385
7,363,378
7,363,379
5,22,363
5,11,363
5,311,363
5,27,363
5,32,363
5,141,363
5,115,363
5,31,363
5,99,363
5,18,363
5,179,363
5,17,363
5,8,363
5,362,363
5,303,363
5,363,375
5,306,363
5,176,363
5,363,366
5,363,387
5,363,388
5,230,363
5,363,364
5,363,369
5,363,377
5,227,363
11,22,363
22,311,363
22,27,363
22,32,363
22,141,363
22,31,363
22,99,363
18,22,363
17,22,363
8,22,363
22,303,363
22,306,363
22,363,388
22,227,363
11,311,363
11,27,363
11,32,363
11,141,363
11,115,363
11,31,363
11,18,363
8,11,363
11,362,363
11,303,363
11,306,363
11,176,363
11,363,366
11,363,387
11,363,388
11,230,363
11,227,363
27,311,363
32,311,363
141,311,363
115,311,363
31,311,363
99,311,363
18,311,363
17,311,363
8,311,363
311,362,363
303,311,363
311,363,375
306,311,363
176,311,363
311,363,366
230,311,363
227,311,363
311,363,378
311,363,379
27,32,363
27,141,363
27,115,363
27,31,363
27,99,363
18,27,363
17,27,363
8,27,363
27,303,363
27,306,363
27,176,363
27,363,366
27,230,363
27,227,363
32,141,363
32,115,363
31,32,363
32,99,363
18,32,363
17,32,363
8,32,363
32,362,363
32,303,363
32,306,363
32,176,363
32,363,366
32,230,363
32,227,363
115,141,363
31,141,363
99,141,363
18,141,363
141,179,363
17,141,363
