"1,0-HhIndex","2,0-HhIndex","3,0-HhIndex"
19,7,0
3,0,0
9,2,0
2,0,0
2,0,0
11,0,0
2,0,0
7,0,0
8,2,0
17,5,0
7,0,0
2,0,0
5,0,0
4,2,0
5,0,0
5,2,0
2,0,0
10,4,0
4,0,0
7,2,0
9,0,0
3,0,0
8,0,0
7,0,0
2,0,0
2,0,0
5,0,0
5,0,0
3,0,0
16,0,0
4,0,0
2,0,0
8,2,0
7,0,0
2,0,0
5,0,0
5,0,0
15,4,0
4,0,0
9,0,0
16,3,0
2,0,0
3,0,0
3,0,0
2,0,0
6,0,0
2,0,0
2,0,0
16,4,0
2,0,0
3,0,0
9,0,0
4,2,0
2,0,0
9,2,0
2,0,0
4,0,0
5,0,0
14,2,0
3,0,0
3,0,0
6,0,0
4,0,0
6,0,0
10,2,0
8,0,0
5,0,0
9,0,0
10,2,0
4,0,0
7,0,0
14,4,0
2,0,0
2,0,0
10,0,0
11,2,0
3,0,0
3,0,0
4,0,0
7,0,0
12,0,0
7,0,0
10,0,0
3,0,0
9,0,0
2,0,0
6,0,0
14,0,0
3,0,0
2,0,0
2,0,0
11,0,0
8,0,0
7,0,0
5,0,0
5,0,0
5,2,0
10,0,0
22,12,0
7,0,0
16,0,0
5,0,0
2,0,0
4,0,0
5,0,0
14,0,0
6,4,0
8,0,0
11,0,0
9,0,0
4,0,0
14,2,0
4,2,0
6,0,0
6,0,0
9,0,0
3,0,0
5,0,0
7,0,0
4,0,0
6,0,0
11,2,0
8,2,0
2,0,0
6,0,0
2,0,0
14,0,0
19,5,0
3,0,0
2,0,0
5,0,0
6,0,0
3,0,0
8,2,0
6,0,0
3,2,0
2,0,0
5,0,0
4,0,0
5,0,0
7,0,0
3,0,0
4,0,0
7,0,0
5,0,0
3,0,0
3,0,0
30,18,0
16,2,0
3,0,0
11,0,0
2,0,0
13,0,0
7,3,0
7,0,0
5,0,0
5,0,0
5,0,0
2,2,0
7,0,0
2,0,0
12,5,0
6,0,0
2,0,0
3,0,0
7,0,0
3,0,0
3,2,0
3,0,0
8,0,0
3,0,0
3,0,0
3,0,0
10,0,0
16,4,0
4,0,0
3,0,0
9,2,0
3,0,0
3,0,0
2,0,0
2,0,0
5,0,0
3,0,0
2,0,0
3,0,0
4,0,0
5,0,0
2,0,0
3,0,0
2,0,0
3,0,0
3,0,0
7,0,0
4,0,0
5,0,0
3,0,0
19,4,0
5,0,0
6,0,0
2,0,0
2,0,0
14,2,0
6,0,0
3,0,0
4,0,0
2,0,0
2,0,0
2,0,0
2,0,0
5,0,0
13,2,0
20,6,0
2,0,0
2,0,0
31,10,0
3,0,0
7,2,0
5,3,0
3,0,0
4,0,0
7,0,0
15,3,0
4,0,0
10,5,0
5,0,0
2,0,0
3,0,0
3,0,0
2,0,0
3,0,0
2,0,0
10,3,0
12,0,0
5,0,0
11,2,0
4,2,0
6,0,0
15,0,0
5,0,0
19,4,3
3,0,0
10,0,0
8,0,0
10,2,0
10,0,0
5,0,0
3,0,0
5,0,0
11,0,0
5,0,0
16,6,0
8,2,0
2,0,0
4,0,0
2,0,0
5,0,0
6,0,0
16,0,0
3,0,0
2,0,0
7,0,0
2,0,0
4,2,0
6,0,0
10,0,0
4,0,0
2,0,0
2,0,0
10,0,0
4,0,0
4,2,0
4,0,0
2,0,0
16,6,0
2,0,0
6,0,0
5,0,0
3,0,0
3,0,0
4,0,0
7,2,0
16,2,0
7,0,0
17,6,0
2,0,0
2,0,0
5,2,0
2,0,0
4,0,0
6,0,0
22,14,3
2,0,0
10,0,0
4,2,0
2,0,0
12,0,0
3,0,0
3,0,0
2,0,0
3,0,0
5,2,0
8,0,0
2,0,0
4,0,0
2,0,0
3,0,0
3,0,0
11,0,0
3,0,0
3,0,0
5,0,0
10,0,0
3,0,0
2,0,0
2,0,0
15,2,0
5,0,0
4,0,0
16,3,0
3,0,0
9,0,0
2,0,0
14,4,0
12,0,0
2,0,0
8,0,0
2,0,0
2,0,0
7,0,0
6,0,0
3,0,0
2,0,0
6,0,0
2,0,0
5,0,0
15,10,0
11,4,3
5,0,0
8,0,0
4,2,0
2,0,0
10,2,0
9,0,0
5,0,0
3,0,0
4,0,0
9,0,0
3,0,0
20,0,0
12,0,0
11,0,0
3,0,0
8,0,0
3,0,0
2,0,0
2,0,0
16,0,0
8,0,0
10,0,0
4,0,0
6,0,0
4,0,0
8,0,0
3,0,0
4,0,0
2,0,0
2,0,0
3,0,0
2,0,0
4,0,0
3,0,0
5,0,0
2,0,0
3,0,0
16,8,0
5,0,0
2,0,0
27,14,5
7,2,0
12,5,0
4,0,0
3,0,0
8,0,0
5,0,0
3,0,0
11,2,0
5,0,0
8,0,0
3,0,0
4,0,0
6,0,0
3,0,0
2,0,0
3,0,0
9,0,0
5,0,0
6,2,0
14,0,0
6,0,0
3,0,0
2,0,0
2,0,0
15,2,0
2,0,0
10,0,0
11,0,0
2,0,0
17,6,0
7,2,0
3,0,0
6,2,0
4,0,0
2,0,0
2,0,0
2,0,0
8,0,0
2,0,0
2,0,0
5,2,0
3,0,0
4,0,0
26,14,0
5,0,0
7,0,0
2,0,0
2,0,0
3,0,0
2,0,0
3,0,0
2,0,0
9,2,0
4,0,0
7,0,0
2,0,0
2,0,0
3,2,0
8,0,0
9,2,0
6,0,0
3,0,0
7,0,0
2,0,0
21,2,0
13,0,0
12,2,0
2,0,0
5,0,0
7,2,0
17,7,0
21,7,0
5,0,0
3,0,0
4,0,0
2,0,0
2,0,0
2,0,0
6,0,0
2,0,0
3,0,0
2,0,0
2,0,0
2,0,0
10,2,0
2,0,0
5,0,0
31,18,3
3,0,0
4,0,0
7,2,0
7,0,0
4,0,0
4,0,0
2,0,0
3,0,0
7,0,0
29,9,0
4,0,0
13,0,0
6,0,0
7,2,0
6,0,0
9,0,0
3,0,0
10,0,0
4,0,0
3,0,0
8,0,0
2,0,0
7,2,0
8,0,0
15,2,0
2,0,0
20,7,0
2,2,0
10,2,0
15,2,0
5,0,0
17,2,0
13,0,0
9,2,0
30,11,0
29,13,0
7,0,0
11,0,0
3,0,0
4,0,0
5,0,0
4,0,0
5,0,0
2,0,0
5,0,0
5,0,0
7,0,0
3,0,0
6,0,0
13,0,0
34,16,4
6,0,0
18,3,0
5,3,0
7,0,0
28,10,0
5,0,0
3,0,0
4,0,0
4,0,0
3,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
8,2,0
13,4,0
14,2,0
2,0,0
11,2,0
7,2,0
11,0,0
5,0,0
18,5,0
3,0,0
2,0,0
3,0,0
3,0,0
2,0,0
9,0,0
10,0,0
15,2,0
25,8,0
3,0,0
10,2,0
12,0,0
2,0,0
16,8,0
6,0,0
6,0,0
2,0,0
3,0,0
7,0,0
6,0,0
19,2,0
4,0,0
11,5,3
14,3,0
8,0,0
3,0,0
3,0,0
2,0,0
16,0,0
2,0,0
14,0,0
2,0,0
7,0,0
4,0,0
2,0,0
2,0,0
7,0,0
11,0,0
10,0,0
6,0,0
3,0,0
6,0,0
2,0,0
3,0,0
2,0,0
6,0,0
4,0,0
11,0,0
4,0,0
5,0,0
2,0,0
10,0,0
2,0,0
2,0,0
3,0,0
8,4,0
8,0,0
10,0,0
10,0,0
5,0,0
4,0,0
3,0,0
4,2,0
8,0,0
2,0,0
4,0,0
3,0,0
8,3,0
2,0,0
16,7,0
13,0,0
5,0,0
4,0,0
9,0,0
4,0,0
4,0,0
3,0,0
10,4,0
6,0,0
2,0,0
3,0,0
24,9,0
7,0,0
4,0,0
11,0,0
2,0,0
12,2,0
3,0,0
8,2,0
3,0,0
8,0,0
2,0,0
9,0,0
12,0,0
13,2,0
4,0,0
5,0,0
17,6,0
6,0,0
5,2,0
13,2,0
2,0,0
5,2,0
4,0,0
9,0,0
9,0,0
4,2,0
25,4,0
3,0,0
14,0,0
9,0,0
10,0,0
3,0,0
2,0,0
3,0,0
8,0,0
5,0,0
4,0,0
21,7,0
3,0,0
13,7,0
9,2,0
6,0,0
5,0,0
3,0,0
3,0,0
4,0,0
2,0,0
11,0,0
2,0,0
3,0,0
12,3,0
5,0,0
2,0,0
7,0,0
11,2,0
5,0,0
3,0,0
5,0,0
16,4,0
4,0,0
10,0,0
11,2,0
4,0,0
14,2,0
8,0,0
6,0,0
8,2,0
8,0,0
3,0,0
2,0,0
7,0,0
4,0,0
5,0,0
3,0,0
10,0,0
2,0,0
2,0,0
2,0,0
8,0,0
4,0,0
14,0,0
7,0,0
20,0,0
5,0,0
6,0,0
3,0,0
2,0,0
9,0,0
9,3,0
8,0,0
8,2,0
3,0,0
8,0,0
21,6,0
9,0,0
16,0,0
5,0,0
15,2,0
12,6,0
8,0,0
3,0,0
2,0,0
3,0,0
5,0,0
5,2,0
5,0,0
2,0,0
2,0,0
9,0,0
5,0,0
17,4,0
4,0,0
3,0,0
8,0,0
5,0,0
3,2,0
2,0,0
11,0,0
9,0,0
9,0,0
2,0,0
6,0,0
3,0,0
2,0,0
6,0,0
3,0,0
5,0,0
3,0,0
2,0,0
2,0,0
3,0,0
6,0,0
3,0,0
3,0,0
4,0,0
8,2,0
3,0,0
2,0,0
3,0,0
2,0,0
9,0,0
4,0,0
4,0,0
3,0,0
3,0,0
2,0,0
15,0,0
4,0,0
3,0,0
2,0,0
32,16,3
9,0,0
2,0,0
5,0,0
9,0,0
4,2,0
4,0,0
3,0,0
5,0,0
14,4,0
3,0,0
2,0,0
4,0,0
10,0,0
16,2,0
8,0,0
4,0,0
3,0,0
2,0,0
10,0,0
6,2,0
5,2,0
8,0,0
5,0,0
15,0,0
4,0,0
2,0,0
3,0,0
2,0,0
10,4,0
20,3,0
9,2,0
3,0,0
8,0,0
3,0,0
2,0,0
2,0,0
6,0,0
8,3,0
5,2,0
7,0,0
4,0,0
2,0,0
3,0,0
5,0,0
9,0,0
2,0,0
19,0,0
8,0,0
4,0,0
2,0,0
2,0,0
2,0,0
6,0,0
2,0,0
3,0,0
5,0,0
5,0,0
2,0,0
3,0,0
10,0,0
2,0,0
2,0,0
5,0,0
6,0,0
3,0,0
6,0,0
5,0,0
5,0,0
3,0,0
2,0,0
4,0,0
2,0,0
2,0,0
4,0,0
9,0,0
4,0,0
16,8,0
7,2,0
4,0,0
3,0,0
5,0,0
5,3,0
3,0,0
3,0,0
4,0,0
4,0,0
8,0,0
15,2,0
4,0,0
32,17,4
3,0,0
9,2,0
2,0,0
3,0,0
4,0,0
15,0,0
3,0,0
2,0,0
6,0,0
2,0,0
2,0,0
17,2,0
2,0,0
2,0,0
3,0,0
3,0,0
14,0,0
9,0,0
3,0,0
6,0,0
2,0,0
5,0,0
17,2,0
2,0,0
7,2,0
10,0,0
10,0,0
6,0,0
5,0,0
3,0,0
7,0,0
9,0,0
3,0,0
3,0,0
7,0,0
18,4,0
3,0,0
16,4,0
15,0,0
4,0,0
2,0,0
3,0,0
2,0,0
5,0,0
2,0,0
10,6,0
2,0,0
5,0,0
2,0,0
6,0,0
4,0,0
3,0,0
5,0,0
21,5,0
3,0,0
6,0,0
6,0,0
12,2,0
4,0,0
2,0,0
5,2,0
4,0,0
2,0,0
2,0,0
11,0,0
12,5,0
17,0,0
13,2,0
4,0,0
4,0,0
8,0,0
10,0,0
4,0,0
4,0,0
6,0,0
7,0,0
5,2,0
13,8,0
4,0,0
5,0,0
12,2,0
2,0,0
6,0,0
10,0,0
16,8,3
2,0,0
2,0,0
9,3,0
3,0,0
2,0,0
8,0,0
10,0,0
6,0,0
7,2,0
9,4,0
8,2,0
5,0,0
4,0,0
19,12,3
8,0,0
2,0,0
6,0,0
3,0,0
16,0,0
2,0,0
4,0,0
4,0,0
7,2,0
4,0,0
14,5,3
4,0,0
3,0,0
3,0,0
7,2,0
12,2,0
5,0,0
25,5,0
4,0,0
6,2,0
5,0,0
8,0,0
4,0,0
3,0,0
2,0,0
16,2,0
5,0,0
14,6,0
10,3,0
7,0,0
4,0,0
7,4,0
7,2,0
2,0,0
3,0,0
5,0,0
5,0,0
8,0,0
17,5,0
2,0,0
2,0,0
5,0,0
5,0,0
8,0,0
4,0,0
3,0,0
6,0,0
5,0,0
13,0,0
2,0,0
10,4,0
7,2,0
18,2,0
3,0,0
19,2,0
4,0,0
5,0,0
6,0,0
3,0,0
7,0,0
4,2,0
3,0,0
21,6,0
4,0,0
7,0,0
2,0,0
5,0,0
8,0,0
10,0,0
15,5,0
13,2,0
2,0,0
5,0,0
2,0,0
4,0,0
2,2,0
9,0,0
7,0,0
8,3,0
5,0,0
7,0,0
7,0,0
4,0,0
7,2,0
7,0,0
2,0,0
3,0,0
7,0,0
2,0,0
2,0,0
12,4,0
8,0,0
12,2,0
5,0,0
10,0,0
14,2,0
8,2,0
9,2,0
2,0,0
2,0,0
2,0,0
8,0,0
17,0,0
2,0,0
23,14,6
3,0,0
4,0,0
2,0,0
3,0,0
3,0,0
2,0,0
3,0,0
8,0,0
2,0,0
19,5,0
2,0,0
9,2,0
7,0,0
3,0,0
2,0,0
3,0,0
8,2,0
4,0,0
5,0,0
9,0,0
6,0,0
2,0,0
12,2,0
2,0,0
26,16,6
10,0,0
5,0,0
2,0,0
3,0,0
7,0,0
9,0,0
2,0,0
16,3,0
20,4,0
2,0,0
5,0,0
5,0,0
9,0,0
3,0,0
10,0,0
11,0,0
2,0,0
8,0,0
3,0,0
6,0,0
5,0,0
2,0,0
7,0,0
6,0,0
5,0,0
4,0,0
6,0,0
11,0,0
7,0,0
14,3,0
5,0,0
3,0,0
3,0,0
2,0,0
4,0,0
2,0,0
25,7,0
8,0,0
7,0,0
14,0,0
7,2,0
2,0,0
2,0,0
3,0,0
15,6,0
8,0,0
7,0,0
2,0,0
4,0,0
2,0,0
11,0,0
3,0,0
8,0,0
2,0,0
5,3,0
3,0,0
3,0,0
5,0,0
7,2,0
8,0,0
14,2,0
3,0,0
2,0,0
5,0,0
2,0,0
3,0,0
14,8,0
3,2,0
8,0,0
2,0,0
3,0,0
2,0,0
6,0,0
3,0,0
4,0,0
13,0,0
2,0,0
11,0,0
8,0,0
2,0,0
3,0,0
3,2,0
3,2,0
5,0,0
8,0,0
3,0,0
6,2,0
11,2,0
3,0,0
5,2,0
9,0,0
15,0,0
3,0,0
3,0,0
4,0,0
3,0,0
5,0,0
13,3,0
2,0,0
9,2,0
2,0,0
4,0,0
4,0,0
4,0,0
2,0,0
6,0,0
28,18,0
2,0,0
6,0,0
3,0,0
15,10,0
7,0,0
5,0,0
4,0,0
14,5,0
3,0,0
8,0,0
6,0,0
3,0,0
11,3,0
3,0,0
2,0,0
5,0,0
9,0,0
13,2,0
3,0,0
2,0,0
3,0,0
2,0,0
3,0,0
8,3,0
2,0,0
6,0,0
2,0,0
9,4,0
6,0,0
2,0,0
14,3,0
3,0,0
7,2,0
2,0,0
2,0,0
15,0,0
10,0,0
3,0,0
7,0,0
4,0,0
5,0,0
4,0,0
5,0,0
7,0,0
3,0,0
2,0,0
4,2,0
4,0,0
7,0,0
9,0,0
7,0,0
4,0,0
9,0,0
5,0,0
3,0,0
6,0,0
21,6,0
6,0,0
17,2,0
2,0,0
3,0,0
9,0,0
6,0,0
2,0,0
4,0,0
17,6,0
3,0,0
5,0,0
2,0,0
3,0,0
8,0,0
2,0,0
4,0,0
4,0,0
10,3,0
3,0,0
3,0,0
2,0,0
2,0,0
3,0,0
7,0,0
2,0,0
4,0,0
3,0,0
6,0,0
2,0,0
19,10,0
17,3,0
2,0,0
3,0,0
3,0,0
5,0,0
2,0,0
10,2,0
3,0,0
18,0,0
3,0,0
2,0,0
10,0,0
2,0,0
6,0,0
3,0,0
3,0,0
6,0,0
8,0,0
2,0,0
2,0,0
4,0,0
3,0,0
4,0,0
24,10,3
2,0,0
2,0,0
2,0,0
2,0,0
5,0,0
4,0,0
5,0,0
8,4,0
3,0,0
7,0,0
5,0,0
3,0,0
5,0,0
2,0,0
2,0,0
7,0,0
3,0,0
2,0,0
2,0,0
4,0,0
11,2,0
9,0,0
5,0,0
2,0,0
2,0,0
2,0,0
4,0,0
6,0,0
5,0,0
16,4,0
3,0,0
4,0,0
3,2,0
13,4,0
3,0,0
5,0,0
3,0,0
7,0,0
2,0,0
4,0,0
4,0,0
7,0,0
10,0,0
20,9,0
10,0,0
9,0,0
2,0,0
6,0,0
11,3,0
3,0,0
2,0,0
4,0,0
12,2,0
3,0,0
2,0,0
7,0,0
16,2,0
3,0,0
6,0,0
25,14,0
4,0,0
6,0,0
5,0,0
2,0,0
3,0,0
4,0,0
4,0,0
13,2,0
6,2,0
5,0,0
2,0,0
5,2,0
2,0,0
2,0,0
2,0,0
4,0,0
3,0,0
3,0,0
4,0,0
7,0,0
4,0,0
2,0,0
2,0,0
7,2,0
5,0,0
11,2,0
9,0,0
8,0,0
2,0,0
2,0,0
5,0,0
4,0,0
3,0,0
3,0,0
7,2,0
6,0,0
2,0,0
5,0,0
5,0,0
8,0,0
2,0,0
6,0,0
8,2,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
3,0,0
2,0,0
17,11,0
11,5,0
7,2,0
13,5,0
5,0,0
5,0,0
2,0,0
8,0,0
4,0,0
8,0,0
7,0,0
2,0,0
2,0,0
5,0,0
6,3,0
6,0,0
7,0,0
9,2,0
2,0,0
15,2,0
3,0,0
3,0,0
15,0,0
2,0,0
2,0,0
2,0,0
2,0,0
7,0,0
3,0,0
13,0,0
19,5,0
12,0,0
5,0,0
2,0,0
10,0,0
2,0,0
10,0,0
7,2,0
2,0,0
7,0,0
2,0,0
6,0,0
3,0,0
20,2,0
10,0,0
2,0,0
15,0,0
4,0,0
14,2,0
3,0,0
3,0,0
5,0,0
3,0,0
3,0,0
3,0,0
5,0,0
7,0,0
9,0,0
2,0,0
7,3,0
2,0,0
4,0,0
6,0,0
5,0,0
4,0,0
5,0,0
3,0,0
3,0,0
8,0,0
2,0,0
5,0,0
3,0,0
5,2,0
2,0,0
3,0,0
11,3,0
8,2,0
16,4,0
4,0,0
30,15,0
7,0,0
6,2,0
4,0,0
2,0,0
12,0,0
2,0,0
3,0,0
2,0,0
2,0,0
5,3,0
4,0,0
11,0,0
2,0,0
4,0,0
3,0,0
2,0,0
3,0,0
14,2,0
7,0,0
3,0,0
4,0,0
4,0,0
7,0,0
10,2,0
2,0,0
6,0,0
5,0,0
2,0,0
5,0,0
10,0,0
4,0,0
3,0,0
3,0,0
4,0,0
5,0,0
5,0,0
8,0,0
7,2,0
2,0,0
5,0,0
18,2,0
2,0,0
6,2,0
2,0,0
2,0,0
6,0,0
2,0,0
14,2,0
12,2,0
2,0,0
6,2,0
3,0,0
2,0,0
2,0,0
3,0,0
6,0,0
2,0,0
6,0,0
6,2,0
8,4,0
5,0,0
2,0,0
5,0,0
5,0,0
2,0,0
19,7,0
5,2,0
28,15,0
5,0,0
3,0,0
2,0,0
2,0,0
11,2,0
7,0,0
3,0,0
6,0,0
3,0,0
14,0,0
13,2,0
18,4,0
4,0,0
2,0,0
2,0,0
5,0,0
11,0,0
2,0,0
15,0,0
4,0,0
5,0,0
2,0,0
3,0,0
2,0,0
5,0,0
19,9,3
14,3,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
4,0,0
2,0,0
8,0,0
5,0,0
6,0,0
10,3,0
6,0,0
5,0,0
15,2,0
9,0,0
16,4,0
2,0,0
2,0,0
13,3,0
3,0,0
2,0,0
2,0,0
3,0,0
9,2,0
2,0,0
2,0,0
8,3,0
9,5,0
7,0,0
2,0,0
7,0,0
8,0,0
2,0,0
10,0,0
5,2,0
6,0,0
5,0,0
2,0,0
3,0,0
5,0,0
2,0,0
5,2,0
8,0,0
2,0,0
2,0,0
3,0,0
5,0,0
2,0,0
9,0,0
3,0,0
4,0,0
11,0,0
13,2,0
3,0,0
2,0,0
3,0,0
12,0,0
5,0,0
6,0,0
6,0,0
2,2,0
7,0,0
6,2,0
8,0,0
2,0,0
4,2,0
3,0,0
3,0,0
14,3,0
2,0,0
13,0,0
9,2,0
2,0,0
8,0,0
3,0,0
6,0,0
15,3,0
2,0,0
9,0,0
5,0,0
2,0,0
8,0,0
3,0,0
3,0,0
2,0,0
3,0,0
2,0,0
2,0,0
5,0,0
8,0,0
6,0,0
19,7,3
3,0,0
10,0,0
2,0,0
3,0,0
2,0,0
4,0,0
1,0,0
2,0,0
4,0,0
3,0,0
3,0,0
6,0,0
2,0,0
4,0,0
2,0,0
13,2,0
10,0,0
5,0,0
17,0,0
3,0,0
6,0,0
7,0,0
8,0,0
2,0,0
7,0,0
15,0,0
3,0,0
9,0,0
22,7,0
4,0,0
2,0,0
17,3,0
3,0,0
6,0,0
4,0,0
5,0,0
1,0,0
7,0,0
1,0,0
3,2,0
5,0,0
2,0,0
4,0,0
7,2,0
2,0,0
13,0,0
2,0,0
4,0,0
6,0,0
10,0,0
14,3,0
10,0,0
6,0,0
2,0,0
2,0,0
5,0,0
7,2,0
7,0,0
9,2,0
5,0,0
10,2,0
7,0,0
9,2,0
8,2,0
2,0,0
4,0,0
2,0,0
3,0,0
11,0,0
3,0,0
3,0,0
3,0,0
2,0,0
15,4,0
7,2,0
4,0,0
2,0,0
16,7,0
3,0,0
7,0,0
4,0,0
12,0,0
2,0,0
2,0,0
3,0,0
6,2,0
21,12,0
2,0,0
21,3,0
3,0,0
9,0,0
9,0,0
5,0,0
10,0,0
17,0,0
4,0,0
4,3,0
9,0,0
3,0,0
3,0,0
3,0,0
7,4,0
6,0,0
30,18,0
2,0,0
4,0,0
3,0,0
6,0,0
5,0,0
4,0,0
12,0,0
11,0,0
5,0,0
7,0,0
3,0,0
2,0,0
16,2,0
3,0,0
5,0,0
3,0,0
6,0,0
2,0,0
4,0,0
10,3,0
5,0,0
3,2,0
5,0,0
3,0,0
3,0,0
8,0,0
8,2,0
2,0,0
4,0,0
5,0,0
3,0,0
3,0,0
4,0,0
2,0,0
10,0,0
2,0,0
3,0,0
12,7,0
16,2,0
3,0,0
3,0,0
4,2,0
10,0,0
6,0,0
6,0,0
4,0,0
2,0,0
5,0,0
1,0,0
2,0,0
8,2,0
2,0,0
2,0,0
5,0,0
9,0,0
10,0,0
2,0,0
8,0,0
2,0,0
2,0,0
2,0,0
2,0,0
5,0,0
14,4,0
2,0,0
3,0,0
18,8,4
1,0,0
5,2,0
4,0,0
3,0,0
9,0,0
3,0,0
13,4,0
11,7,0
4,0,0
4,0,0
4,0,0
16,0,0
1,0,0
3,0,0
4,0,0
5,0,0
8,0,0
2,0,0
2,2,0
11,5,3
3,0,0
36,17,0
2,0,0
2,0,0
4,0,0
1,0,0
2,0,0
4,0,0
14,2,0
12,2,0
4,0,0
4,0,0
6,0,0
4,0,0
2,0,0
4,0,0
4,0,0
2,0,0
5,0,0
3,0,0
6,2,0
2,0,0
4,0,0
9,3,0
5,0,0
3,0,0
3,0,0
9,0,0
3,0,0
2,0,0
5,0,0
4,0,0
8,0,0
5,0,0
10,3,0
6,2,0
13,0,0
16,6,0
2,0,0
2,0,0
8,0,0
4,0,0
6,0,0
2,0,0
3,0,0
4,0,0
4,0,0
10,0,0
2,0,0
4,0,0
3,0,0
4,0,0
2,0,0
11,5,0
2,0,0
5,0,0
11,5,0
10,0,0
8,2,0
2,0,0
2,0,0
5,0,0
2,0,0
3,0,0
4,0,0
24,9,0
6,0,0
21,6,0
6,0,0
6,0,0
4,0,0
2,0,0
13,2,0
5,0,0
3,2,0
9,0,0
8,2,0
5,0,0
8,0,0
23,7,0
2,0,0
3,0,0
2,0,0
2,0,0
3,0,0
16,4,0
3,0,0
6,0,0
4,0,0
4,0,0
3,0,0
2,0,0
6,0,0
3,0,0
2,0,0
4,0,0
1,0,0
2,0,0
9,0,0
2,0,0
16,6,0
5,0,0
3,0,0
2,0,0
9,0,0
2,0,0
5,0,0
11,4,0
5,0,0
12,0,0
13,4,0
2,0,0
4,0,0
2,0,0
9,0,0
4,0,0
2,0,0
2,0,0
2,0,0
3,0,0
11,2,0
2,0,0
10,0,0
5,0,0
6,0,0
4,0,0
14,4,0
2,0,0
4,2,0
2,0,0
6,0,0
3,0,0
7,0,0
3,0,0
4,2,0
18,2,0
2,0,0
4,0,0
7,0,0
2,0,0
3,0,0
14,2,0
6,0,0
7,0,0
4,0,0
2,0,0
21,14,0
4,0,0
21,9,0
3,0,0
5,0,0
17,0,0
2,0,0
5,0,0
5,0,0
7,2,0
12,0,0
12,0,0
1,0,0
4,0,0
3,0,0
7,0,0
15,6,0
5,0,0
6,0,0
5,0,0
3,0,0
4,2,0
11,2,0
2,0,0
14,4,0
11,0,0
7,0,0
3,0,0
7,2,0
5,0,0
2,0,0
3,0,0
4,0,0
2,0,0
2,0,0
6,0,0
2,0,0
9,0,0
10,0,0
2,0,0
6,2,0
2,0,0
2,0,0
18,8,0
3,2,0
3,0,0
4,0,0
5,0,0
11,0,0
4,0,0
2,0,0
4,0,0
4,0,0
10,2,0
3,0,0
2,0,0
2,0,0
2,0,0
2,0,0
4,0,0
12,2,0
5,0,0
5,0,0
8,0,0
3,0,0
4,0,0
2,0,0
9,2,0
11,0,0
2,0,0
6,0,0
2,0,0
4,0,0
2,0,0
2,0,0
2,0,0
3,0,0
14,4,0
6,2,0
3,0,0
4,0,0
3,0,0
4,0,0
4,0,0
3,0,0
3,0,0
5,0,0
2,0,0
5,0,0
2,0,0
10,0,0
13,0,0
1,0,0
10,6,0
2,0,0
6,0,0
6,0,0
4,0,0
5,0,0
3,0,0
4,2,0
2,0,0
5,0,0
5,0,0
2,0,0
10,0,0
3,0,0
7,0,0
2,0,0
7,0,0
12,0,0
4,0,0
15,0,0
13,0,0
28,13,0
8,0,0
3,0,0
3,0,0
4,0,0
5,0,0
6,0,0
4,0,0
8,2,0
2,0,0
3,2,0
2,0,0
7,0,0
5,0,0
9,3,0
5,0,0
2,0,0
4,0,0
21,9,0
5,0,0
5,0,0
5,0,0
3,0,0
4,0,0
5,0,0
10,2,0
11,0,0
10,0,0
8,0,0
1,0,0
8,2,0
4,0,0
4,0,0
6,0,0
7,2,0
2,0,0
7,0,0
6,0,0
8,0,0
2,0,0
6,0,0
5,0,0
3,0,0
2,0,0
3,0,0
4,0,0
2,0,0
3,0,0
5,0,0
2,0,0
3,0,0
10,4,0
3,0,0
5,0,0
2,0,0
3,0,0
9,4,0
2,0,0
11,0,0
2,0,0
3,0,0
6,0,0
6,0,0
21,2,0
4,0,0
6,0,0
9,2,0
4,0,0
7,3,0
4,0,0
3,0,0
2,0,0
6,0,0
15,4,0
4,0,0
23,13,4
3,0,0
5,0,0
5,0,0
1,0,0
5,0,0
2,0,0
4,0,0
4,0,0
2,0,0
15,3,0
5,0,0
10,0,0
3,0,0
6,0,0
2,0,0
4,0,0
2,0,0
2,0,0
9,0,0
2,0,0
6,0,0
5,0,0
3,0,0
25,7,0
4,0,0
3,0,0
14,4,0
4,0,0
8,0,0
2,0,0
4,0,0
2,0,0
3,0,0
3,0,0
4,0,0
2,0,0
6,0,0
4,0,0
21,4,0
16,3,0
3,0,0
11,0,0
13,0,0
5,0,0
2,0,0
6,2,0
14,0,0
2,0,0
3,0,0
3,0,0
4,0,0
1,0,0
5,3,0
3,0,0
5,0,0
4,0,0
16,12,0
8,0,0
4,0,0
4,2,0
6,0,0
2,0,0
3,0,0
5,0,0
8,0,0
12,0,0
22,12,0
2,0,0
4,0,0
3,0,0
9,0,0
2,0,0
2,0,0
5,0,0
2,0,0
1,0,0
9,0,0
5,0,0
2,0,0
3,0,0
11,2,0
7,0,0
4,0,0
4,0,0
3,0,0
7,0,0
6,0,0
3,0,0
8,0,0
2,0,0
9,0,0
2,0,0
2,0,0
4,0,0
5,0,0
17,0,0
2,0,0
19,7,0
10,0,0
3,0,0
2,0,0
10,0,0
18,0,0
14,0,0
11,0,0
10,5,0
2,0,0
21,2,0
3,0,0
5,0,0
7,0,0
