0,1
0,2
1,2
1,21
1,29
1,39
1,50
1,56
1,62
1,65
1,132
1,83
1,19
1,299
1,349
1,363
1,389
1,7
1,505
1,159
1,796
1,445
1,819
1,822
1,828
1,835
1,837
1,841
1,844
1,721
1,35
1,576
1,5
1,1027
1,393
1,582
1,219
1,262
1,184
1,268
1,1060
1,1063
1,649
1,22
1,1095
1,344
1,11
1,57
1,990
1,235
1,221
1,356
1,996
1,1127
1,443
1,84
1,578
1,14
1,754
1,1178
1,220
1,661
1,30
1,1190
1,417
1,197
1,1196
1,1181
1,1198
1,311
1,1211
1,855
1,435
1,23
1,27
1,107
1,1191
1,1247
1,1248
1,196
1,1254
1,1255
1,215
1,32
1,490
1,141
1,144
1,391
1,1287
1,1292
1,66
1,140
1,1264
1,334
1,886
1,15
1,20
1,109
1,1296
1,889
1,602
1,1297
1,1298
1,236
1,115
1,31
1,399
1,241
1,1299
1,1300
1,433
1,71
1,392
1,894
1,125
1,1301
1,1302
1,1303
1,78
1,901
1,274
1,446
1,99
1,633
1,748
1,560
1,897
1,310
1,92
1,1304
1,1305
1,970
1,453
1,972
1,874
1,645
1,163
1,1306
1,1307
1,277
1,355
1,1148
1,1308
1,1309
1,1310
1,74
1,658
1,67
1,460
1,1311
1,18
1,866
1,205
1,206
1,1312
1,771
1,126
1,1238
1,1313
1,768
1,289
1,1197
1,1061
1,1314
1,485
1,488
1,682
1,923
1,104
1,232
1,1315
1,94
1,1316
1,1317
1,1318
1,910
1,1319
1,1256
1,697
1,1320
1,1321
1,475
1,992
1,502
1,703
1,85
1,1322
1,710
1,712
1,1017
1,1323
1,687
1,244
1,1324
1,52
1,1325
1,489
1,1269
1,921
1,179
1,1326
1,1327
1,258
1,390
1,533
1,239
1,1005
1,859
1,1328
1,927
1,1329
1,1052
1,17
1,746
1,1330
1,745
1,16
1,199
1,1013
1,8
1,557
1,190
1,561
1,1331
1,1332
1,715
1,564
1,936
1,46
1,1283
1,1333
1,1334
1,736
1,177
1,296
1,368
1,1335
1,49
1,44
1,1293
1,1336
1,1337
2,132
2,19
2,7
2,5
2,22
2,84
2,14
2,311
2,107
2,215
2,32
2,1301
2,748
2,18
2,768
2,104
2,94
2,1326
2,1005
2,17
2,745
2,49
2,395
2,203
2,845
2,672
2,436
2,188
2,1243
2,709
2,1130
2,1438
2,418
2,438
2,1459
2,1475
2,209
2,1404
2,1439
21,22
21,23
7,29
5,29
22,29
29,30
29,32
29,31
18,29
8,29
29,33
14,39
5,50
32,50
50,52
50,53
50,51
56,57
5,62
62,63
65,83
7,65
5,65
65,84
65,66
65,71
65,78
65,74
65,67
65,85
49,65
65,77
65,70
65,86
65,72
65,82
65,79
65,73
65,80
65,68
65,69
65,76
65,75
65,81
19,132
7,132
132,159
35,132
5,132
132,184
22,132
84,132
14,132
132,197
107,132
132,196
132,215
32,132
132,141
132,144
132,140
31,132
125,132
132,163
18,132
132,205
132,206
104,132
94,132
132,179
17,132
16,132
132,199
132,190
132,177
49,132
132,203
132,188
132,209
132,139
132,176
132,162
132,175
132,191
77,132
132,212
132,147
132,161
132,178
132,193
132,208
132,171
132,173
132,180
132,216
132,213
132,186
132,153
132,149
132,182
132,135
132,198
132,185
132,201
132,154
132,214
132,194
132,217
132,181
132,145
132,155
132,189
132,138
132,143
132,170
132,160
132,156
132,195
132,202
132,133
132,134
132,136
132,137
132,142
132,146
132,148
132,150
132,151
132,152
132,157
132,158
132,164
132,165
132,166
132,167
132,168
132,169
132,172
132,174
132,183
132,187
132,192
132,200
132,204
132,207
132,210
132,211
7,83
83,219
83,221
83,220
74,83
83,218
83,222
83,223
7,19
19,35
5,19
19,262
19,184
19,268
19,22
19,235
19,84
14,19
19,107
19,196
19,215
19,32
19,141
19,144
15,19
19,20
19,236
19,31
19,241
19,125
19,274
19,277
19,67
18,19
19,205
19,126
19,289
19,104
19,232
19,94
19,244
19,179
19,258
19,239
17,19
16,19
19,199
19,177
19,49
19,209
13,19
19,271
19,77
19,161
19,293
19,286
19,291
19,251
19,252
19,255
19,273
19,283
19,284
19,245
19,180
19,256
19,259
19,290
19,287
19,292
19,237
19,250
19,270
19,281
19,247
19,261
19,254
19,282
19,264
19,185
19,278
19,263
19,240
19,246
19,138
19,231
19,143
19,233
19,234
19,238
19,242
19,243
19,170
19,248
19,249
19,253
19,257
19,260
19,265
19,266
19,267
19,269
19,272
19,275
19,276
19,279
19,280
19,285
19,288
5,299
5,349
32,349
52,349
7,363
5,363
22,363
11,363
311,363
27,363
32,363
141,363
115,363
31,363
99,363
18,363
179,363
17,363
8,363
362,363
303,363
363,375
306,363
176,363
363,366
363,387
363,388
230,363
363,364
363,369
363,377
227,363
363,385
363,378
363,379
363,382
363,384
363,374
363,376
363,380
363,381
363,383
363,386
7,389
5,389
389,393
11,389
32,389
389,391
389,392
18,389
389,390
8,389
7,505
7,159
7,445
7,721
7,35
7,576
5,7
7,393
7,582
7,219
7,262
7,184
7,649
7,22
7,344
7,11
7,235
7,221
7,356
7,443
7,84
7,578
7,14
7,754
7,220
7,661
7,417
7,311
7,435
7,23
7,27
7,107
7,196
7,215
7,32
7,490
7,141
7,66
7,140
7,334
7,15
7,20
7,109
7,602
7,115
7,31
7,399
7,241
7,433
7,71
7,392
7,125
7,78
7,446
7,99
7,633
7,748
7,560
7,310
7,92
7,453
7,645
7,163
7,355
7,74
7,658
7,67
7,460
7,18
7,771
7,126
7,768
7,289
7,485
7,488
7,682
7,104
7,232
7,94
7,697
7,475
7,502
7,703
7,85
7,710
7,712
7,687
7,244
7,489
7,179
7,533
7,239
7,17
7,746
7,745
7,16
7,199
7,8
7,557
7,561
7,715
7,564
7,46
7,736
7,177
7,296
7,368
7,49
7,44
7,203
7,672
7,436
7,188
7,709
7,418
7,438
7,209
3,7
4,7
6,7
7,55
7,59
7,101
7,124
7,226
7,301
7,63
7,327
7,331
7,341
7,350
7,352
7,353
7,362
7,670
7,579
7,562
7,566
7,580
7,781
7,303
7,375
7,415
7,454
7,423
7,306
7,176
7,428
7,98
7,162
7,635
7,366
7,726
7,28
7,462
7,465
7,469
7,472
7,476
7,478
7,479
7,387
7,482
7,486
7,388
7,492
7,493
7,495
7,607
7,500
7,508
7,95
7,175
7,496
7,537
7,542
7,77
7,230
7,597
7,147
7,367
7,608
7,321
7,613
7,541
7,619
7,621
7,626
7,631
7,45
7,643
7,648
7,651
7,660
7,53
7,480
7,286
7,695
7,675
7,291
7,122
7,681
7,599
7,641
7,688
7,642
7,673
7,730
7,714
7,448
7,731
7,227
7,552
7,747
7,273
7,749
7,565
7,756
7,759
7,760
7,283
7,766
7,669
7,425
7,534
7,459
7,778
7,780
7,529
7,785
7,9
7,26
7,42
7,43
7,54
7,61
7,88
7,119
7,127
7,12
7,130
7,225
7,297
7,312
7,317
7,320
7,333
7,337
7,117
7,360
7,394
7,10
7,401
7,406
7,408
7,412
7,413
7,414
7,416
7,419
7,420
7,421
7,422
7,424
7,385
7,426
