"0,1-nd","2,1-nd","3,1-nd"
29038,2184,199115
36889,2668,260965
27079,1206,87935
25419,212,5260
27239,1312,91090
26387,756,50965
27984,1792,167525
25681,324,9380
28002,1894,161910
26469,688,39985
25400,210,5260
25955,420,14990
26193,570,26950
26031,452,17175
25311,144,0
26978,1006,65275
25627,292,8855
26574,820,51305
26181,594,31630
26934,1032,69520
26333,686,40810
26002,428,17080
28837,2248,188805
26315,736,44700
25330,148,0
26487,722,39460
26268,596,26345
25456,188,0
25767,334,9660
25456,188,0
25600,280,6890
26884,1084,74920
25456,188,0
25600,280,6890
25767,334,9660
25624,340,8725
25456,188,0
25468,216,3020
25460,190,0
25468,216,3020
25906,426,16125
25468,216,3020
25876,504,19490
25600,280,6890
25456,188,0
25456,188,0
25767,334,9660
24975,48,0
26192,646,33740
25557,296,9750
25215,142,0
25466,344,10055
25215,142,0
25215,142,0
24906,0,0
24906,0,0
24923,28,0
24906,0,0
24922,24,0
24906,0,0
24906,0,0
24906,0,0
24906,0,0
24906,0,0
24906,0,0
24906,0,0
24949,50,0
24906,0,0
24906,0,0
24920,20,0
24906,0,0
24906,0,0
24906,0,0
24906,0,0
24914,18,0
24906,0,0
24906,0,0
24906,0,0
24906,0,0
25048,88,0
24906,0,0
24913,16,0
24906,0,0
25010,50,0
24906,0,0
24906,0,0
24906,0,0
24906,0,0
46636,402,9790
1042,0,0
1042,0,0
1042,0,0
1042,0,0
1042,0,0
29890,1884,148735
15483,2386,240165
14808,2256,241510
12957,1210,135330
26077,2726,241445
16081,2354,237510
10968,1688,174005
31514,3170,269715
10340,980,96635
9817,788,63465
107754,3216,255815
53404,2910,227660
9027,534,20640
17084,2810,273260
9198,372,20525
12079,1752,195445
10120,846,88165
8836,212,8265
10218,1366,130665
9052,410,19320
11025,1548,177200
11043,1652,174845
9738,910,75790
10336,1400,147380
10464,1200,128245
8996,264,14565
9077,454,20815
9234,516,29045
9413,712,42285
12087,950,82165
10273,1282,133005
9027,396,17115
9230,608,32735
8901,316,12015
9213,552,26960
11878,2076,211765
8520,242,5320
8651,260,9190
8520,242,5320
8669,328,11730
8520,242,5320
8704,268,11010
8422,116,0
8422,116,0
8431,128,1695
8440,140,2000
8422,116,0
8578,354,8320
9396,648,41450
8713,360,14945
8648,290,10545
8422,116,0
7872,0,0
7872,0,0
8016,48,0
8386,112,5155
7872,0,0
7872,0,0
8014,80,0
7872,0,0
7872,0,0
7872,0,0
7915,28,0
7878,12,0
4371,220,22810
5682,234,14000
2779,58,2185
24247,916,69115
4334,312,63860
102111,1300,69030
47761,1258,69165
3559,142,22595
6436,496,67645
2808,102,4775
3124,132,12045
8750,472,25015
19344,640,25025
24781,574,25015
1604,36,2895
5145,338,18025
24391,1126,92740
4779,352,66025
7458,566,80025
4478,332,66025
102255,1524,92740
47905,1450,92740
12851,834,89355
35152,3582,328435
14518,774,52390
19846,2486,293210
16478,1612,170945
18219,1952,232000
31339,2586,246485
21343,2760,299870
14976,804,62540
14058,290,11430
16038,1558,160300
16931,2082,241630
14218,360,14040
36776,1964,163195
16216,1610,173525
14964,834,66175
14750,480,38070
14079,394,19490
15784,1348,122345
113016,4382,351975
14477,866,64325
14632,840,61995
14372,448,23980
15265,790,81790
58666,4038,343650
19885,2178,224335
15677,1380,106585
13466,176,4170
32327,3446,333675
23612,3162,320820
15064,884,72955
25192,3186,320785
15031,642,51840
13513,120,2770
14997,618,45295
14063,330,14815
14672,718,46390
14227,292,13030
14018,356,15115
17349,2252,231130
13567,104,0
13892,286,11515
14446,680,37560
13567,104,0
13736,212,5895
15324,972,88960
13662,190,4880
13672,194,5430
14897,914,54085
13772,192,6915
13712,110,0
13736,152,2785
13955,328,10680
15187,926,73415
14284,380,18545
13955,328,10680
14079,274,11600
14046,358,12575
13712,110,0
13824,236,6350
13834,268,5920
13834,268,5920
13901,328,8295
13673,470,20085
13304,84,0
13382,188,4205
13297,82,0
13254,78,0
13312,176,4285
13413,210,5965
14113,718,28655
13287,80,0
13302,108,1935
13599,262,9685
13429,362,9850
13429,362,9850
13429,362,9850
13210,74,1150
13260,84,0
13162,0,0
13162,0,0
13166,10,0
13214,72,0
13162,0,0
13162,0,0
13162,0,0
13162,0,0
13162,0,0
101533,978,37095
47183,930,37095
3172,324,37095
3148,286,36285
3172,324,37095
3148,286,36285
1601,0,0
24101,734,57130
23709,610,32305
24562,1052,82120
29092,1828,155665
28868,2624,279145
25500,1812,179630
27241,2266,235970
30365,3120,320680
23998,964,62735
25060,1782,163945
25953,2268,240990
23240,450,16030
45798,2618,199770
24624,1016,81455
25238,1770,174045
25064,1286,107405
24289,864,67195
23101,430,19470
24261,942,67230
22980,348,15200
24806,1474,122050
122038,5384,402780
23499,922,64975
26136,1936,187940
67688,4858,391145
23237,534,21550
24253,878,73380
28907,2456,240730
23486,488,22595
24699,1288,101045
41349,3630,326100
32634,3338,309900
31368,2066,163395
26363,1552,131105
34214,3168,296730
24404,946,69140
23341,656,37565
23669,582,29660
23319,552,26145
24564,962,66790
23308,386,15070
23537,468,21135
23184,300,10015
24748,920,69825
23860,716,46285
23337,446,18690
22692,222,4945
22832,254,8005
23694,810,46630
23187,302,10025
23570,628,32640
22938,268,8435
26371,2526,250720
24303,864,56980
23388,480,19985
22758,230,5715
24346,1190,90430
23327,390,17080
23179,298,10015
22696,142,0
23593,568,26345
22935,266,9190
22792,156,0
23337,490,21180
22776,164,2555
22977,376,10680
24209,1062,67810
22861,232,5705
22977,376,10680
22772,154,0
23081,456,17390
22776,164,2555
22994,294,8690
23231,374,16125
23634,676,32605
22315,68,0
22222,0,0
22695,474,20595
22222,0,0
22222,0,0
22223,4,0
22222,0,0
22347,80,0
22222,0,0
22447,110,0
22222,0,0
22222,0,0
22222,0,0
22222,0,0
22531,124,0
22222,0,0
22326,94,0
22222,0,0
22223,4,0
22753,332,11480
22436,158,4410
23517,678,34420
22258,60,0
22222,0,0
22976,580,28130
22404,182,4120
22222,0,0
22222,0,0
22222,0,0
22223,4,0
22222,0,0
22281,54,0
22222,0,0
22222,0,0
22223,4,0
22222,0,0
22222,0,0
22222,0,0
22222,0,0
22222,0,0
22319,82,0
22627,266,9430
22222,0,0
22222,0,0
22222,0,0
22222,0,0
25725,712,57130
101965,1086,57130
47615,1034,57130
1298,0,0
2124,24,0
3636,106,10340
3765,132,6745
2760,80,3795
101817,918,35280
47467,874,35090
13993,588,35460
2571,24,0
3296,152,11375
2755,64,1815
1981,32,105
1981,32,105
1884,0,0
1884,0,0
4528,256,32480
4532,212,25685
47156,818,32480
12102,442,30770
19369,446,16825
101046,522,16825
482,4,0
46596,402,9790
8234,564,50530
9731,664,52245
3020,314,44065
20715,766,52255
13580,714,52245
2672,96,4470
1690,50,1935
1525,20,0
1466,0,0
2145,54,2955
920,36,2955
46061,210,2955
14685,2436,249895
12834,1368,144910
25954,3364,298350
15958,2550,250030
9265,708,59560
10845,1842,183500
31391,3446,271650
9694,844,68575
11256,1970,196830
107631,3650,284210
11729,1236,128215
53281,3350,253750
26942,1622,144935
18227,1420,123575
16961,2564,242305
11956,1776,186715
9646,594,46830
10157,840,73195
10095,1534,140220
9305,638,50965
8887,664,38980
10902,1808,189310
9159,534,33410
10920,1882,187290
9615,912,74670
8981,400,21175
10213,1568,157170
8463,188,6895
10341,1252,118315
8739,280,11440
8152,112,0
9381,482,40190
9027,498,28730
9091,478,26740
8152,112,0
10150,1372,133505
9662,870,72680
9036,316,18080
9492,622,51235
8990,438,24500
8152,112,0
8289,114,0
11755,2360,231225
9233,666,45575
8472,206,7005
9020,510,30275
9075,404,25205
8604,186,6625
8616,424,20240
8345,172,3700
8345,172,3700
8056,72,0
7767,32,0
8011,174,4965
7919,142,3115
7889,90,0
7784,68,900
7747,0,0
7747,0,0
47223,854,32610
2772,142,17580
3881,174,20955
3207,110,13025
1630,0,0
26186,934,75995
5452,418,67170
4649,344,66025
102426,1500,82255
48076,1426,82255
4952,402,60895
2801,30,0
3179,128,10055
2801,30,0
2493,4,0
2493,4,0
25279,2866,263360
15283,2482,262565
8394,322,23505
10170,1694,176170
30716,3012,257120
10581,1590,183265
106956,3442,280560
52606,2910,238165
26267,1502,142955
16286,2494,244460
11281,1656,196450
8747,422,36425
7550,170,3330
8240,388,22945
8409,342,24730
8630,584,50965
10227,1622,187705
8024,200,8080
10245,1612,176160
8940,880,75655
8214,330,17900
9538,1400,149355
7512,136,3590
8712,408,39985
9666,1172,123690
8572,370,29120
8416,406,26400
8615,568,38905
9475,1220,125745
8987,826,73140
8576,542,41270
11080,2002,210715
8401,498,30440
7853,252,9190
7633,124,0
7637,144,1895
7781,218,5965
7867,230,8725
8395,498,36445
7617,112,0
7622,124,1590
8598,664,41680
7617,112,0
7621,114,0
7617,112,0
7890,302,10800
7873,292,10365
8119,400,19655
7928,182,6990
7309,34,0
7067,0,0
7067,0,0
7067,0,0
7067,0,0
11935,1532,216625
25055,2110,238980
15059,2096,273155
9175,556,66105
9932,1202,172160
8680,574,52830
106732,3464,304945
7080,56,0
52382,3168,303395
13601,1604,213690
7503,154,5610
26043,2426,289780
17328,2262,281775
16062,1228,128035
9053,618,73655
18908,2332,283070
8713,482,45325
7245,70,0
7245,70,0
8388,546,46630
11065,1576,200580
7565,146,6120
7438,182,8255
8287,378,26345
7775,276,15710
8211,462,33740
6975,54,0
7278,172,7485
6965,50,0
7354,122,5450
6887,72,235
6905,80,225
6860,38,145
6870,58,225
6846,12,0
6840,0,0
6840,0,0
6961,56,0
6840,0,0
6853,20,0
6840,0,0
6867,46,255
6840,0,0
6840,0,0
6840,0,0
6840,0,0
6840,0,0
6840,0,0
46139,260,5675
12665,176,5675
4624,334,28495
103364,2356,177085
7462,948,136525
49014,2084,175620
6025,662,85920
22675,1768,178740
13960,1470,172510
15540,1464,170800
4411,198,14815
5672,522,80895
4607,250,15835
4960,390,32660
3761,130,5965
3892,130,3595
3929,174,5600
3565,48,0
3749,48,0
3874,100,1085
3471,32,0
2572,116,6730
100624,312,6730
1346,64,6730
12800,234,6730
23428,2036,221735
5955,166,11515
9020,1120,159255
28865,1874,181795
105105,3160,273710
50755,2894,273225
24416,1978,228030
15701,1858,221955
14435,1360,145105
6253,174,9260
7631,576,71960
9438,1308,170670
7203,284,22340
5795,152,7385
6660,310,25800
6606,142,6245
5990,188,7560
5891,100,4065
5266,28,0
5471,112,3130
5386,90,2915
5509,60,0
5341,50,0
5197,0,0
5197,0,0
5197,0,0
5199,6,0
5197,0,0
5197,0,0
5197,0,0
26552,3588,372035
19067,364,8295
19859,936,59560
19663,528,23505
21439,2068,183000
41985,4032,313135
19635,520,19420
19041,308,7605
20173,824,54665
21850,2136,193400
20447,916,73680
21251,1192,99530
19060,350,7955
19959,622,38070
118225,5036,414645
22323,1874,188915
63875,4444,377585
19611,458,18635
19681,502,20110
19205,402,14145
19151,446,11235
18634,108,0
19133,434,13330
19055,338,8030
37536,2794,268525
28821,2452,242005
19060,350,7955
27555,2946,250945
22550,2068,187735
30401,2248,221015
20591,1022,73190
19541,526,22115
19509,544,22945
20689,1680,139720
18807,214,2845
19899,812,50965
18943,304,6990
19481,774,38980
19664,446,20290
18799,196,0
19901,684,38590
21496,2002,188725
21514,2076,186905
20209,1112,78800
20807,1750,157170
20935,1496,118815
19583,570,25045
19975,642,40190
19621,632,28730
19141,344,12215
18812,226,2865
19757,526,25545
18799,196,0
20744,1554,133005
18799,196,0
19097,518,18415
19060,380,10010
19467,404,14055
18799,196,0
18809,212,25
20256,1096,72965
18799,196,0
18799,196,0
19584,572,24500
19367,366,10440
19693,628,31630
20446,924,67525
18805,210,2785
19351,338,10320
18799,196,0
19845,722,40810
18812,226,2865
18808,216,2895
18799,196,0
22349,2606,228230
19827,818,45575
19175,334,11360
20396,764,53605
19664,610,36445
19179,292,13220
19311,344,11070
18705,100,0
18605,188,4965
18394,0,0
18481,50,0
18394,0,0
18417,24,0
18394,0,0
18481,50,0
18498,48,0
18394,0,0
18394,0,0
18401,18,25
18401,18,25
18394,0,0
18394,0,0
18413,22,0
18394,0,0
10048,512,41135
4307,214,33520
3972,180,32840
47371,962,43520
2201,38,300
2226,22,0
1781,0,0
12144,1680,217810
11443,1718,170740
31989,3312,296910
10320,724,60070
11854,1710,179540
9802,408,29405
11255,1032,114975
108229,4780,434390
9845,734,61995
10250,680,56365
9324,306,14830
9472,396,24310
53879,4170,398410
9137,294,13085
15098,1990,234995
10890,990,95315
27540,2892,312845
18825,2510,286785
17559,2592,253565
9198,280,14890
12554,1810,194210
20405,2474,284280
10595,882,80905
10244,686,59870
9682,386,24730
10693,1334,125170
9905,526,38590
11500,1638,176245
10811,1438,146425
9587,424,25045
12562,1818,215590
10748,1268,127915
9101,340,16650
10260,838,70005
9705,468,29320
9170,310,13565
12353,1974,198775
9618,482,30265
9674,492,29905
10400,802,68220
9668,528,36445
9871,626,40350
8469,60,0
8709,186,6440
8486,74,0
8345,4,0
8345,4,0
8344,0,0
8344,0,0
101162,854,34605
8031,470,31055
20473,730,34645
1774,44,3150
2694,186,13775
1881,128,10740
1447,70,1905
1348,24,0
2154,76,8295
503,4,0
3768,284,18885
2652,22,0
102345,1322,67225
47995,1216,66105
14521,856,68620
3846,284,10855
3824,336,19970
2642,176,2750
2508,134,1740
2615,20,0
2412,0,0
2413,4,0
2413,4,0
4884,360,38105
5062,376,45265
101862,1252,62540
21173,840,62540
3417,104,7730
4033,314,35500
1935,10,0
100752,408,11515
46402,410,11515
13120,274,11430
1547,10,0
13015,234,11870
6839,1082,159810
5950,530,73475
5692,692,98785
102924,2212,163945
48574,1958,155975
22235,1514,156665
13520,1460,158350
15100,1362,155550
4227,336,37565
7257,1040,132450
5095,444,41240
5765,452,41535
6585,888,121295
103817,2886,242695
49467,2528,233180
10686,1384,187050
23128,2026,235975
14413,1960,238800
15993,1776,223920
5120,396,37565
8150,1336,173210
4533,94,3360
5988,584,61595
4499,160,8715
4297,144,6440
4420,126,4975
4011,68,1150
4100,50,0
4100,50,0
3897,0,0
5202,202,10925
2560,52,3580
2176,24,0
3085,78,2990
3275,144,8365
46048,182,2745
894,16,2745
25296,806,52395
5634,458,59560
47186,1046,59560
12132,518,42860
5660,492,39895
1738,20,0
1596,0,0
4171,222,22445
100971,644,22510
46621,588,22445
20282,436,22510
11567,386,22445
1815,46,2095
26876,2230,184715
6741,1164,135300
103116,2248,178500
9985,618,51860
12446,1846,179665
3710,134,3340
5580,1086,114165
6387,1168,142550
6405,1180,132350
5100,690,75655
5698,1220,157170
5826,846,97870
3605,64,870
5635,1070,133505
4149,104,6835
7240,1552,164990
4101,314,20240
4758,482,41465
3192,0,0
25753,770,49955
25725,1184,70125
25610,602,39120
27287,2210,195030
25884,902,73680
123662,4542,332505
27760,1536,139290
69312,4038,296550
24093,68,0
24935,582,17965
32992,3460,273560
27987,2312,204505
24810,384,10145
24978,574,22115
26188,1188,88410
26126,1848,140220
25336,922,50965
24380,270,6990
24918,700,34825
25338,712,38590
24960,582,19040
26933,2158,189300
25190,702,33410
24630,328,9380
26951,2232,187290
25646,1300,79970
24920,526,17900
24810,384,10145
26244,1896,157180
26372,1642,130005
25020,612,25045
24985,646,20815
25142,748,29045
24262,164,0
24980,502,17175
25058,688,28730
24266,164,0
24266,180,2550
27995,1472,119455
26181,1712,133515
24271,184,2590
24258,162,0
24534,486,18425
24935,582,17115
25693,1146,73140
25523,892,51235
24258,162,0
25138,734,29830
25021,628,24500
25130,678,31630
25883,876,58530
25282,858,41395
24892,496,15215
25121,780,27210
25240,686,26270
27786,2814,232015
24810,384,10145
25264,876,45575
25051,702,30265
25106,594,25525
25107,742,30440
24403,218,0
24714,308,8460
24403,218,0
24483,326,6060
24577,456,11730
24463,310,5290
24612,440,11360
24403,218,0
24549,310,6890
24403,218,0
24403,218,0
24525,386,8540
24403,218,0
24487,324,5965
24549,310,6890
24573,452,9415
24403,218,0
24403,218,0
24403,218,0
24403,218,0
25101,730,36455
24403,218,0
24403,218,0
24647,592,20240
24403,218,0
24403,218,0
25304,894,42225
24621,504,14955
24403,218,0
24483,326,6060
24596,448,10800
24413,238,2760
24579,454,10715
24556,414,10545
24483,326,6060
24825,540,16470
24549,310,6890
24411,234,2670
24448,258,4065
24403,218,0
23931,104,0
23922,80,0
23997,88,0
23853,0,0
23853,0,0
23853,0,0
24042,198,4965
23858,12,0
23863,16,0
23950,140,3115
23853,0,0
23864,20,0
23919,74,0
23853,0,0
23897,78,1630
23853,0,0
23920,90,0
23853,0,0
23853,0,0
23853,0,0
102488,1518,92060
48138,1524,95340
3761,256,13455
11818,1000,94810
4854,358,51800
5759,510,62045
4147,324,26425
3964,268,16970
6612,618,62045
3312,206,8320
2698,28,0
2860,74,4210
101993,1176,60120
4014,268,49890
12589,632,49890
3002,76,8010
3635,156,15055
5590,504,49995
47615,1130,67230
11295,786,61915
3288,206,17115
3445,214,17115
3238,196,17115
6089,640,55130
101325,652,17285
13501,514,18655
2826,266,10905
2804,238,4720
1622,166,2750
1518,70,880
1488,130,1740
1894,32,2845
103102,2204,173035
48752,1994,171165
22413,1568,172515
13698,1522,172970
15278,1450,172295
4733,242,29660
4758,406,46390
7435,1084,146265
3817,180,11480
3468,86,2625
3610,80,2975
3275,38,0
3174,0,0
1983,42,3500
5168,86,1280
1244,8,0
101850,1244,66670
2572,116,6730
8719,568,48775
14026,798,58775
2044,46,1150
1914,0,0
103527,2328,183675
49177,2222,164895
7852,1172,151465
5542,388,43855
4269,214,6285
5991,998,100485
4783,458,34825
6798,1206,152870
6816,1306,150550
4877,302,21415
6109,1070,119275
4635,182,11440
4987,396,27310
4044,134,1670
4118,220,6795
4118,220,6795
4254,190,6010
7651,1530,170640
5129,456,45575
102124,1234,73600
47774,1156,73600
3074,72,7285
47125,778,32045
101114,568,19295
46764,576,19295
102928,1910,124550
48578,1788,124585
4384,170,20110
3854,130,8700
3329,68,2110
15104,1048,119495
5454,452,51625
3453,118,1600
5149,408,58200
3453,118,1600
4429,148,8610
3087,30,0
3000,0,0
102153,1236,67145
47803,1212,67715
6478,468,67145
3395,82,11065
2633,40,300
3109,72,8690
2216,4,0
2216,4,0
1645,70,7955
1572,64,7955
2790,74,4210
1067,18,25
1067,18,25
2145,54,2955
47286,872,38405
3410,82,12725
2498,46,3330
13659,434,29145
2286,54,4580
1415,32,1680
1123,12,0
102125,1352,67835
47775,1306,67970
2822,108,4775
3138,142,12045
3899,176,35200
100844,476,15200
46494,470,15200
100500,164,0
1321,16,0
1461,16,0
12482,92,0
1473,26,285
47109,722,27260
10789,366,26985
3093,80,12680
102670,1746,121295
9539,928,106965
13266,1278,121595
7003,856,91650
3390,84,2785
3609,194,10680
3609,194,10680
3713,178,12615
3478,126,6350
3377,80,2610
2741,0,0
2741,0,0
3852,186,12110
11787,418,24200
1421,36,1385
1360,34,510
101363,1046,63695
100595,254,5850
101923,1200,57100
102151,1338,81790
104000,2892,229540
145552,6888,498125
100624,312,6730
101541,1022,38320
101517,984,37510
101541,1022,38320
102117,1272,73380
106771,3282,254420
100827,504,17775
119213,4794,368145
101517,984,37510
110498,4234,345325
101950,1314,74425
109232,3588,276075
101461,652,22575
101508,938,36075
100514,190,3150
102223,1348,77575
104227,2572,199470
112078,4068,318370
100509,166,0
100901,486,12040
101917,1196,63875
101693,972,39675
100974,412,9015
100399,130,2770
100300,46,0
101205,822,37565
101883,1022,48280
101533,838,30695
100902,434,11425
101183,764,26490
102428,1580,91090
101355,654,24730
101401,624,20355
101341,588,20290
101578,800,38310
103173,2252,189665
101217,480,13045
100949,506,14835
103191,2250,178165
101456,716,24330
102484,1802,149355
100734,292,6895
101658,902,39985
102612,1752,123720
101724,980,46285
101234,498,13125
101518,776,29120
101652,886,40220
100915,468,11910
101434,958,40585
100802,344,8435
104235,3036,250050
102421,1624,125765
100668,218,0
100680,246,3875
100735,282,6120
102167,1296,65410
101933,1210,72845
101307,578,18080
100816,364,8855
101763,982,51235
102123,1276,69520
102210,1494,89720
102000,916,27645
101227,498,13130
100695,262,5335
100770,322,7510
100843,452,13565
100665,216,0
104026,2736,218130
100743,310,7005
101424,664,23435
101676,926,39460
100954,350,8460
100810,260,0
100942,390,7840
101196,586,18295
101041,530,12545
100956,406,9660
101201,664,21180
102073,1468,78790
100911,376,8010
100905,414,7885
101170,586,18415
100862,346,5495
100956,406,9660
100965,410,11600
100810,260,0
101341,748,36465
100810,260,0
100942,392,7840
101403,586,12290
101544,822,40350
100810,260,0
100810,260,0
100916,356,7125
101095,538,16125
101145,622,15905
100988,446,10970
100874,330,6990
100903,358,7570
101498,980,33080
100956,406,9660
100370,106,1435
100345,84,1275
100534,236,5155
100395,124,0
100617,358,11480
101381,932,36335
100584,322,8715
100456,200,5085
100385,124,0
100491,220,4830
100430,210,3595
100621,372,10690
100448,206,3810
100490,230,5485
100467,276,5600
100506,224,5030
100454,210,3820
100491,220,4830
100410,168,2975
100746,502,12460
100499,230,4850
100385,124,0
100260,0,0
100260,0,0
100283,30,0
100260,0,0
100260,0,0
100260,0,0
100364,92,0
100260,0,0
100260,0,0
100283,44,165
100260,0,0
100321,78,0
100260,0,0
100363,102,0
100261,4,0
100260,0,0
100260,0,0
100265,12,0
100261,4,0
100260,0,0
100260,0,0
100260,0,0
100260,0,0
100463,176,0
100261,4,0
100260,0,0
100260,0,0
100272,28,90
100299,46,0
100277,30,0
100299,72,880
100260,0,0
100296,58,0
100260,0,0
100283,44,165
100276,38,135
100383,108,1505
100404,142,0
100260,0,0
100260,0,0
100266,12,0
100347,90,0
100260,0,0
100655,402,10055
100260,0,0
100377,96,0
100260,0,0
100260,0,0
100260,0,0
100265,12,0
100260,0,0
100306,58,0
100364,92,0
100342,114,135
100261,4,0
100283,30,0
100353,86,0
100463,176,0
100260,0,0
100261,4,0
100260,0,0
100260,0,0
100404,142,0
100263,8,0
100363,102,0
100260,0,0
100382,100,0
100260,0,0
100260,0,0
100260,0,0
100260,0,0
100346,112,1235
100260,0,0
100260,0,0
100260,0,0
100260,0,0
100260,0,0
100260,0,0
100287,48,0
100260,0,0
100353,86,0
100260,0,0
100321,78,0
100260,0,0
100260,0,0
100260,0,0
100260,0,0
100260,0,0
100268,0,0
100260,0,0
100283,44,165
100260,0,0
100327,72,0
100260,0,0
100260,0,0
100277,30,0
100404,142,0
100260,0,0
100260,0,0
100260,0,0
100260,0,0
100276,38,135
100293,34,0
100524,240,5450
100260,0,0
100260,0,0
100505,252,4975
100260,0,0
100260,0,0
100260,0,0
100459,182,4045
100260,0,0
100412,214,2315
100260,0,0
100260,0,0
100260,0,0
100283,30,0
100260,0,0
100260,0,0
100260,0,0
100261,4,0
100276,38,135
20674,922,64975
11959,838,64975
5696,604,51175
2020,234,20595
2301,208,13675
1818,24,0
47168,996,57820
4179,352,36380
20829,836,61995
13694,788,61995
12771,178,5850
8792,552,55675
12519,706,56700
3554,152,19310
4021,176,17455
46908,686,24145
2413,94,12175
13434,426,23980
1360,28,90
1360,28,90
1316,0,0
47801,1274,81790
14327,742,81790
46061,210,2955
1659,26,60
3363,138,14830
2858,54,3195
49650,2572,228735
10869,1134,139740
23311,1904,204560
14596,1642,196100
4999,202,11930
5981,264,26935
8124,806,80670
5139,208,12525
6171,490,44905
5596,382,32320
4565,172,5600
4205,46,0
4397,70,880
4080,0,0
4107,32,0
20456,432,24310
3193,140,12065
1752,18,0
46751,704,21905
47191,974,38320
47167,936,37510
47191,974,38320
47767,1200,73380
52421,2732,235255
46567,462,11445
64863,4108,354070
47167,936,37510
46048,182,2745
46707,508,12225
56148,3860,337155
47600,1174,72955
54882,3134,243340
47158,890,36075
46750,530,17305
46521,476,14890
47873,1272,77635
49877,2512,206985
57728,3776,318315
47918,1394,87790
47567,1160,64010
46821,540,15040
47343,886,39675
46408,302,5180
46613,458,13865
46294,348,6150
47533,980,48280
46552,404,10470
48078,1490,91100
46761,446,12300
46249,300,4775
48016,1488,106725
46808,762,38150
48823,1956,157615
47080,690,29125
48841,2076,158750
46902,640,21415
47308,840,39985
48262,1534,113275
47374,922,46285
47168,728,29120
47302,816,40190
46346,330,8005
46468,400,12225
46565,486,12045
47012,734,27175
46209,216,0
47211,850,40515
46554,506,15605
49885,2700,242890
46387,348,9265
46428,424,11865
47817,1176,66830
46775,454,12310
46982,796,35665
46209,216,0
46250,280,5165
47773,1170,69520
47860,1410,90430
46279,324,5875
47130,634,24955
49676,2454,188945
47186,812,30045
46209,216,0
47074,630,23435
46761,446,12300
46402,396,11685
46996,616,25205
47326,894,39660
46308,304,6915
46460,302,6460
46380,264,4250
46657,490,17300
46354,226,0
46354,226,0
46354,226,0
46582,424,11835
46525,390,7250
46449,314,6690
46508,368,8690
46354,226,0
47148,772,32185
46184,232,5155
45961,110,0
47031,850,35645
46490,580,26670
46141,290,9430
45963,176,660
46234,322,8715
45888,84,0
45977,156,4115
46098,222,7485
45935,94,1585
46032,218,6440
46649,576,23240
46135,260,9685
46113,176,0
46305,378,10055
46113,176,0
46174,238,5450
46155,250,4975
45907,84,0
45835,50,0
45835,50,0
45897,84,0
45822,20,0
45813,0,0
45804,0,0
45804,0,0
45804,0,0
45808,10,0
45804,0,0
45804,0,0
45804,0,0
45804,0,0
45808,8,0
45843,48,0
45804,0,0
45808,8,0
45804,0,0
45804,0,0
45804,0,0
45815,0,0
45804,0,0
45804,0,0
45804,0,0
45804,0,0
45804,0,0
45804,0,0
45804,0,0
45804,0,0
45804,0,0
45804,0,0
45804,0,0
45804,0,0
45860,92,660
45804,0,0
45804,0,0
7970,330,21220
3409,192,12725
2735,118,6220
2580,92,3170
241,0,0
12800,234,6730
3156,330,37510
3180,368,38320
3156,330,37510
3147,284,36075
10505,584,20640
2834,204,8320
2651,212,13940
2634,138,11400
1999,166,8320
1376,16,0
11278,172,6265
1747,10,0
1892,10,0
3156,330,37510
3132,316,37510
3123,272,36075
1965,14,0
937,4,0
937,4,0
3156,330,37510
3147,284,36075
2580,18,0
2408,24,0
4952,160,5240
1645,70,7955
26082,2296,230410
17367,2156,230470
16101,1050,90370
18947,1934,219030
8052,398,26095
7739,192,4005
8070,256,18690
7773,356,16330
8303,526,33735
7469,184,6905
7553,252,8180
9079,708,84260
8869,404,23765
7712,238,13565
8405,464,30355
7910,250,12515
7710,240,10680
7710,240,10680
7029,160,2010
7029,166,2020
7018,158,2010
7317,142,3810
7323,152,3830
7127,146,3440
7615,214,7505
7011,72,855
7190,78,0
7211,84,0
7215,100,1235
7190,78,0
7281,106,1250
7097,126,3040
7097,126,3040
6978,52,690
6978,52,690
6881,0,0
6881,0,0
6898,38,215
6881,0,0
6882,0,0
1078,8,0
20138,398,17775
5675,280,22595
21874,1278,104455
14739,1168,103745
4828,196,16775
3993,282,19600
4444,520,43835
3660,432,21185
2976,274,9850
2976,274,9850
2976,274,9850
2732,52,510
2635,0,0
2573,30,0
1379,14,0
974,0,0
2228,44,1385
29809,3152,334690
20361,230,9260
31389,2998,312995
20212,346,12040
21004,520,39395
20516,616,37565
20494,564,26500
20483,274,15070
20260,378,14815
20767,412,24330
20129,246,12225
20745,734,40830
23546,2104,211800
19792,94,0
20643,660,37560
19911,232,6905
19995,290,8005
21311,526,26660
21094,842,52470
20253,220,7840
20512,438,21180
21384,1014,78015
20253,218,7840
20456,426,15850
20809,646,33025
19870,458,20595
19522,80,0
19611,166,4410
20151,548,28130
19414,28,85
19387,0,0
19600,256,6315
19759,224,7485
19388,4,0
19585,188,4560
19387,0,0
19409,30,75
19610,202,5965
19414,28,85
19596,94,1585
19387,0,0
19390,8,0
19453,60,0
19387,0,0
19693,196,6440
19387,0,0
19387,0,0
19696,124,0
19802,210,4830
19387,0,0
19387,0,0
19741,208,3595
19932,364,10740
19387,0,0
19759,188,3810
19387,0,0
20310,644,27040
19801,220,5485
19600,256,6315
