0,0.1,0.01,1.0,0.0,0.8972919108571689,0.9032690469473196,0.49505122635884224,0.47977963405654556,0.5245719057721632,0.5166334991871235,0,[0.4422926472712325],0,
0,0.1,0.01,1.2,0.0,0.8952771957142228,0.8967978874539277,0.4945671898343161,0.47850060367162683,0.5238459593531907,0.5158262354678929,0,[0.4422926472712325],0,
0,0.1,0.01,1.4,0.0,0.8947526760492555,0.902351632751952,0.49292198168085144,0.4764631077836538,0.5222365198269984,0.5141669658552888,0,[0.4422926472712325],0,
0,0.1,0.01,1.6,0.0,0.6986649913024012,0.8767688167951094,0.49078170464701604,0.47394314337652954,0.5199632646503279,0.5115305814257527,0,[0.4422926472712325],0,
0,0.1,0.01,1.8,0.0,0.8813117293371902,0.896647129056321,0.4883656187170679,0.4716390695685385,0.5175255456747021,0.5091268191517639,0,[0.4422926472712325],0,
0,0.1,0.01,2.0,0.0,0.8769775665673649,0.8878822300836201,0.4861936393942888,0.4692284831304739,0.5153925278057876,0.5069644471578625,0,[0.4422926472712325],0,
0,0.1,0.01,2.2,0.0,0.8780004024341677,0.8906528214534435,0.48319651879322495,0.4664926306223457,0.5123554324249436,0.5040068253093898,0,[0.4422926472712325],0,
0,0.1,0.01,2.4,0.0,0.8853057378074554,0.8866769179442504,0.4807326282377492,0.463968946267909,0.5099140609274663,0.5015476790533563,0,[0.4422926472712325],0,
0,0.1,0.01,2.6,0.0,0.8683048954211896,0.8835832834399409,0.47835927196609546,0.46138798836141853,0.5073178258862121,0.4991314512935651,0,[0.4422926472712325],0,
0,0.1,0.01,2.8,0.0,0.8800410745577307,0.8815937134078274,0.4757298938231534,0.45865957785857947,0.5046060005789942,0.49621075089613786,0,[0.4422926472712325],0,
0,0.1,0.01,3.0,0.0,0.8691243671179141,0.8732916770711825,0.4742442032360925,0.45708506538559046,0.5028151725459258,0.49483717245385866,0,[0.4422926472712325],0,
1,0.1,0.01,1.0,0.0,0.8971286757751147,0.9054004326521089,0.49505122635884224,0.47977963405654556,0.5245719057721632,0.5166334991871235,0,[0.4422926472712325],0,
