0.001,1.2,0.8863642022389018,0.8855485743368878,0.6803944775318641,0.7296350895858678,0.8342820253025169,0.7178378357332055,0,[0.4422926472712325],0
0.001,2.2,0.8783460169832931,0.8769938677472359,0.7747698254035036,0.8239377222916331,0.787456618686215,0.81434286034205,0,[0.4422926472712325],0
0.001,1.4,0.8874023724907354,0.8913244199649721,0.7064997822948719,0.7558150939973434,0.8255034591517317,0.7446767754061321,0,[0.4422926472712325],0
0.001,1.6,0.8845652743067796,0.8845266585923259,0.7272201683036411,0.7765027395951603,0.8155032802171404,0.7658039287746156,0,[0.4422926472712325],0
0.001,2.4,0.8124461375619839,0.8518109051967405,0.785091179093228,0.8344370916289577,0.7798403041221804,0.8248698740415671,0,[0.4422926472712325],0
0.001,2.6,0.8701151677632474,0.8684389644154306,0.7940364117623623,0.8428743422643281,0.7737299332185802,0.8334120673151795,0,[0.4422926472712325],0
0.001,2.8,0.8641238646415156,0.865789902647261,0.801577157318116,0.8509003018598224,0.7673364469567768,0.8415687460075639,0,[0.4422926472712325],0
0.001,3.0,0.8647803854099195,0.8644410362904044,0.808974192449613,0.857930193197405,0.7617332675763723,0.8486995152175315,0,[0.4422926472712325],0
0.001,1.0,0.8956815490356239,0.8954405282978405,0.6512971998369913,0.6999840638560964,0.839287507957496,0.6877260584257241,0,[0.4422926472712325],0
0.001,2.0,0.8797211043511867,0.8815408049582032,0.7615683792653004,0.8108689596667611,0.7957901348084274,0.8009190308995039,0,[0.4422926472712325],0
0.001,1.8,0.8763898200691024,0.8767792610217634,0.7463018159537922,0.7958037639367019,0.8056134959135017,0.7856281468646539,0,[0.4422926472712325],0
0.005,1.2,0.8840869814548024,0.8850724008174428,0.6803944775318641,0.7296350895858678,0.8342820253025169,0.7178378357332055,0,[0.4422926472712325],0
0.005,2.2,0.8771520624732267,0.8743451584256583,0.7747698254035036,0.8239377222916331,0.787456618686215,0.81434286034205,0,[0.4422926472712325],0
0.005,1.4,0.8831805835900337,0.8802733236289633,0.7064997822948719,0.7558150939973434,0.8255034591517317,0.7446767754061321,0,[0.4422926472712325],0
0.005,1.6,0.8783184135987395,0.8761047446800961,0.7272201683036411,0.7765027395951603,0.8155032802171404,0.7658039287746156,0,[0.4422926472712325],0
0.005,2.4,0.8665538317934786,0.8519619729696704,0.785091179093228,0.8344370916289577,0.7798403041221804,0.8248698740415671,0,[0.4422926472712325],0
0.005,2.6,0.8997591150601286,0.8902652584943438,0.7940364117623623,0.8428743422643281,0.7737299332185802,0.8334120673151795,0,[0.4422926472712325],0
